Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,28.44556,[34 17] ; [26 86],[18.77300613 32.22699387] ; [41.22699387 70.77300613],1
p7,1,0.000114,14.88562,[33 18] ; [36 75],[21.72222222 29.27777778] ; [47.27777778 63.72222222],1
p6,1,0.000298,13.081773,[19 32] ; [14 97],[10.38888889 40.61111111] ; [22.61111111 88.38888889],1
s6,1,0.002971,8.825232,[31 20] ; [41 73],[22.25454545 28.74545455] ; [49.74545455 64.25454545],0
r4,1,0.005157,7.823708,[41 10] ; [66 48],[33.07272727 17.92727273] ; [73.92727273 40.07272727],0
s8,1,0.006862,7.308658,[17 34] ; [17 97],[10.50909091 40.49090909] ; [23.49090909 90.50909091],0
p2,1,0.006863,7.308497,[37 14] ; [57 57],[29.05454545 21.94545455] ; [64.94545455 49.05454545],0
v1,1,0.013221,6.13923,[24 26] ; [32 82],[17.07317073 32.92682927] ; [38.92682927 75.07317073],0
r3,1,0.017692,5.62643,[44  7] ; [77 35],[37.85889571 13.14110429] ; [83.14110429 28.85889571],0
p8,1,0.021893,5.254238,[22 29] ; [28 83],[15.74074074 35.25925926] ; [34.25925926 76.74074074],0
n3,1,0.041586,4.151961,[10  2] ; [26 25],[6.85714286 5.14285714] ; [29.14285714 21.85714286],0
p5,1,0.04914,3.870571,[ 5 46] ; [  3 110],[ 2.48780488 48.51219512] ; [  5.51219512 107.48780488],0
u3,1,0.068915,3.308669,[14  8] ; [18 27],[10.50746269 11.49253731] ; [21.49253731 23.50746269],0
r1,1,0.132686,2.260795,[38 13] ; [70 42],[33.79141104 17.20858896] ; [74.20858896 37.79141104],0
p1,1,0.137242,2.208614,[ 6 45] ; [  6 108],[ 3.70909091 47.29090909] ; [  8.29090909 105.70909091],0
u4,1,0.176193,1.829444,[ 2 49] ; [  1 113],[ 0.92727273 50.07272727] ; [  2.07272727 111.92727273],0
s7,1,0.190927,1.710448,[17 28] ; [29 78],[13.61842105 31.38157895] ; [32.38157895 74.61842105],0
a1,1,0.206953,1.592614,[ 2 49] ; [ 11 103],[ 4.01818182 46.98181818] ; [  8.98181818 105.01818182],0
d5,1,0.235968,1.404519,[38 13] ; [73 39],[34.73006135 16.26993865] ; [76.26993865 35.73006135],0
n6,1,0.236951,1.39864,[35 16] ; [66 46],[31.60122699 19.39877301] ; [69.39877301 42.60122699],0
v4,1,0.272722,1.203006,[43  8] ; [86 26],[40.36196319 10.63803681] ; [88.63803681 23.36196319],0
d4,1,0.281329,1.160661,[38 13] ; [74 38],[35.04294479 15.95705521] ; [76.95705521 35.04294479],0
s2,1,0.283679,1.149381,[20 31] ; [35 79],[17. 34.] ; [38. 76.],0
s3,1,0.317943,0.997391,[24 27] ; [43 68],[21.09259259 29.90740741] ; [45.90740741 65.09259259],0
d1,1,0.351027,0.869741,[25 26] ; [47 67],[22.25454545 28.74545455] ; [49.74545455 64.25454545],0
a7,1,0.369759,0.804473,[36 15] ; [71 41],[33.47852761 17.52147239] ; [73.52147239 38.47852761],0
n4,1,0.385183,0.754095,[33 18] ; [65 48],[30.47560976 20.52439024] ; [67.52439024 45.47560976],0
s1,1,0.405299,0.692548,[ 3 48] ; [ 11 101],[ 4.3803681 46.6196319] ; [  9.6196319 102.3803681],0
d3,1,0.422647,0.642942,[31 20] ; [60 51],[28.64814815 22.35185185] ; [62.35185185 48.64814815],0
n1,1,0.433583,0.613208,[6 6] ; [20 33],[4.8 7.2] ; [21.2 31.8],0
p10,1,0.447879,0.576015,[18 32] ; [47 64],[20.1863354 29.8136646] ; [44.8136646 66.1863354],0
b5,1,0.470979,0.519677,[33 18] ; [67 47],[30.90909091 20.09090909] ; [69.09090909 44.90909091],0
n2,1,0.481157,0.496241,[8 4] ; [30 24],[6.90909091 5.09090909] ; [31.09090909 22.90909091],0
r2,1,0.481368,0.495763,[44  7] ; [90 20],[42.44720497  8.55279503] ; [91.55279503 18.44720497],0
p12,1,0.556661,0.345519,[ 1 50] ; [  1 113],[ 0.61818182 50.38181818] ; [  1.38181818 112.61818182],0
v3,1,0.578526,0.308624,[15 32] ; [30 79],[13.55769231 33.44230769] ; [31.44230769 77.55769231],0
b2,1,0.597733,0.278429,[ 9 21] ; [21 38],[10.11235955 19.88764045] ; [19.88764045 39.11235955],0
b3,1,0.597733,0.278429,[ 9 21] ; [21 38],[10.11235955 19.88764045] ; [19.88764045 39.11235955],0
n5,1,0.634184,0.22643,[29 21] ; [70 43],[30.36809816 19.63190184] ; [68.63190184 44.36809816],0
