Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.061476,[ 4 20] ; [83 19],[16.57142857  7.42857143] ; [70.42857143 31.57142857],1
a4,1,0.156806,2.004764,[ 2 22] ; [21 80],[ 4.416 19.584] ; [18.584 82.416],0
a7,1,0.193643,1.689678,[12 12] ; [65 36],[14.784  9.216] ; [62.216 38.784],0
a3,1,0.197026,1.66428,[ 7 17] ; [44 57],[ 9.792 14.208] ; [41.208 59.792],0
b1,1,0.250859,1.318514,[12 12] ; [38 64],[ 9.52380952 14.47619048] ; [40.47619048 61.52380952],0
d1,1,0.294578,1.098578,[ 6 18] ; [37 65],[ 8.19047619 15.80952381] ; [34.80952381 67.19047619],0
b4,1,0.294578,1.098578,[18  6] ; [65 37],[15.80952381  8.19047619] ; [67.19047619 34.80952381],0
a8,1,0.343362,0.897839,[ 3 19] ; [ 7 88],[ 1.88034188 20.11965812] ; [ 8.11965812 86.88034188],0
v2,1,0.3441,0.895096,[ 6 17] ; [34 59],[ 7.93103448 15.06896552] ; [32.06896552 60.93103448],0
p12,1,0.367676,0.811504,[ 2 22] ; [ 4 97],[ 1.152 22.848] ; [ 4.848 96.152],0
d3,1,0.374174,0.789755,[11 13] ; [57 45],[12.95238095 11.04761905] ; [55.04761905 46.95238095],0
u2,1,0.407082,0.687307,[ 7 10] ; [30 27],[8.5 8.5] ; [28.5 28.5],0
p3,1,0.411482,0.674515,[ 4 20] ; [25 77],[ 5.52380952 18.47619048] ; [23.47619048 78.52380952],0
b3,1,0.545723,0.365035,[4 9] ; [18 27],[4.93103448 8.06896552] ; [17.06896552 27.93103448],0
b2,1,0.545723,0.365035,[4 9] ; [18 27],[4.93103448 8.06896552] ; [17.06896552 27.93103448],0
n2,1,0.551457,0.354714,[5 5] ; [20 13],[5.81395349 4.18604651] ; [19.18604651 13.81395349],0
n4,1,0.573495,0.31687,[14 10] ; [53 49],[12.76190476 11.23809524] ; [54.23809524 47.76190476],0
s1,1,0.611883,0.257443,[ 1 23] ; [ 7 93],[ 1.5483871 22.4516129] ; [ 6.4516129 93.5483871],0
s5,1,0.616535,0.250767,[ 4 20] ; [20 74],[ 4.88135593 19.11864407] ; [19.11864407 74.88135593],0
p2,1,0.623099,0.241536,[14 10] ; [65 37],[15.04761905  8.95238095] ; [63.95238095 38.04761905],0
b5,1,0.630327,0.231618,[17  7] ; [67 35],[16.  8.] ; [68. 34.],0
n6,1,0.666862,0.185294,[18  6] ; [72 30],[17.14285714  6.85714286] ; [72.85714286 29.14285714],0
d2,1,0.686138,0.163298,[ 5 19] ; [25 76],[ 5.76 18.24] ; [24.24 76.76],0
s7,1,0.70623,0.142071,[ 5 18] ; [25 73],[ 5.70247934 17.29752066] ; [24.29752066 73.70247934],0
p8,1,0.748443,0.102844,[ 5 19] ; [18 82],[ 4.4516129 19.5483871] ; [18.5483871 81.4516129],0
a1,1,0.758007,0.094925,[ 1 23] ; [ 3 99],[ 0.76190476 23.23809524] ; [ 3.23809524 98.76190476],0
p6,1,0.76691,0.087864,[ 2 21] ; [11 91],[ 2.392 20.608] ; [10.608 91.392],0
p4,1,0.77915,0.078639,[ 8 16] ; [31 71],[ 7.42857143 16.57142857] ; [31.57142857 70.42857143],0
d4,1,0.792964,0.068887,[15  9] ; [66 35],[15.552  8.448] ; [65.448 35.552],0
s8,1,0.807706,0.059237,[ 6 18] ; [28 74],[ 6.47619048 17.52380952] ; [27.52380952 74.47619048],0
p1,1,0.825232,0.048762,[ 2 22] ; [10 92],[ 2.28571429 21.71428571] ; [ 9.71428571 92.28571429],0
n5,1,0.827561,0.04745,[14 10] ; [57 45],[13.52380952 10.47619048] ; [57.47619048 44.52380952],0
p5,1,0.963028,0.002149,[ 1 23] ; [ 4 97],[ 0.96 23.04] ; [ 4.04 96.96],0
s4,1,1.0,0.0,[ 4 20] ; [17 85],[ 4. 20.] ; [17. 85.],0
