Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.061476,[ 4 20] ; [83 19],[16.57142857  7.42857143] ; [70.42857143 31.57142857],1
r1,1,0.00028,13.197117,[ 6 18] ; [67 35],[13.9047619 10.0952381] ; [59.0952381 42.9047619],1
r3,1,0.001066,10.709279,[14 10] ; [88 13],[19.584  4.416] ; [82.416 18.584],0
u3,1,0.003361,8.600082,[ 4 13] ; [37 21],[9.29333333 7.70666667] ; [31.70666667 26.29333333],0
v4,1,0.015911,5.812732,[15  9] ; [86 16],[19.23809524  4.76190476] ; [81.76190476 20.23809524],0
v1,1,0.018446,5.553271,[ 3 21] ; [38 63],[ 7.872 16.128] ; [33.128 67.872],0
a6,1,0.023286,5.147059,[ 7 17] ; [56 46],[12. 12.] ; [51. 51.],0
p9,1,0.030351,4.689318,[11 12] ; [70 28],[15.39669421  7.60330579] ; [65.60330579 32.39669421],0
s3,1,0.037229,4.339921,[ 5 18] ; [45 54],[ 9.42622951 13.57377049] ; [40.57377049 58.42622951],0
p10,1,0.04949,3.85865,[ 9 14] ; [61 38],[13.19672131  9.80327869] ; [56.80327869 42.19672131],0
n3,1,0.07713,3.12437,[4 6] ; [24 10],[6.36363636 3.63636364] ; [21.63636364 12.36363636],0
s2,1,0.082376,3.017396,[ 4 20] ; [35 65],[ 7.5483871 16.4516129] ; [31.4516129 68.5483871],0
v3,1,0.085889,2.949791,[ 3 21] ; [28 66],[ 6.30508475 17.69491525] ; [24.69491525 69.30508475],0
n1,1,0.126051,2.340473,[2 8] ; [16 18],[4.09090909 5.90909091] ; [13.90909091 20.09090909],0
s6,1,0.130063,2.291755,[ 8 16] ; [51 50],[11.328 12.672] ; [47.672 53.328],0
p11,1,0.151984,2.052228,[10 14] ; [59 43],[13.14285714 10.85714286] ; [55.85714286 46.14285714],0
d5,1,0.1528,2.044074,[12 12] ; [67 35],[15.04761905  8.95238095] ; [63.95238095 38.04761905],0
