Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.005942,7.567735,[12 17] ; [37 14],[17.7625 11.2375] ; [31.2375 19.7625],0
r3,1,0.005942,7.56769,[22  7] ; [49  2],[25.7375  3.2625] ; [45.2625  5.7375],0
p8,1,0.006335,7.452493,[ 5 23] ; [25 26],[10.63291139 17.36708861] ; [19.36708861 31.63291139],0
s2,1,0.007587,7.128477,[11 18] ; [35 16],[16.675 12.325] ; [29.325 21.675],0
b4,1,0.010359,6.572008,[12 17] ; [36 15],[17.4 11.6] ; [30.6 20.4],0
r1,1,0.01269,6.211889,[18 11] ; [44  7],[22.475  6.525] ; [39.525 11.475],0
n5,1,0.022992,5.169089,[13 16] ; [36 15],[17.7625 11.2375] ; [31.2375 19.7625],0
d5,1,0.023102,5.160798,[15 14] ; [39 12],[19.575  9.425] ; [34.425 16.575],0
s8,1,0.028002,4.827933,[ 5 24] ; [21 30],[ 9.425 19.575] ; [16.575 34.425],0
v4,1,0.029039,4.765318,[20  7] ; [47  4],[23.19230769  3.80769231] ; [43.80769231  7.19230769],0
r4,1,0.029128,4.760023,[19 10] ; [44  7],[22.8375  6.1625] ; [40.1625 10.8375],0
b5,1,0.032363,4.579138,[11 18] ; [32 19],[15.5875 13.4125] ; [27.4125 23.5875],0
p4,1,0.036334,4.381339,[10 19] ; [30 21],[14.5 14.5] ; [25.5 25.5],0
s1,1,0.040763,4.185839,[ 6 22] ; [ 3 47],[ 3.23076923 24.76923077] ; [ 5.76923077 44.23076923],0
s4,1,0.059518,3.55076,[ 3 26] ; [14 35],[ 6.32051282 22.67948718] ; [10.67948718 38.32051282],0
d4,1,0.073973,3.19259,[16 12] ; [39 12],[19.49367089  8.50632911] ; [35.50632911 15.49367089],0
s5,1,0.120909,2.405505,[ 4 24] ; [15 35],[ 6.82051282 21.17948718] ; [12.17948718 37.82051282],0
b3,1,0.136387,2.218261,[ 7 10] ; [ 7 26],[ 4.76 12.24] ; [ 9.24 23.76],0
b2,1,0.136387,2.218261,[ 7 10] ; [ 7 26],[ 4.76 12.24] ; [ 9.24 23.76],0
a7,1,0.151278,2.059314,[14 15] ; [33 18],[17.0375 11.9625] ; [29.9625 21.0375],0
d1,1,0.153912,2.033042,[10 19] ; [26 25],[13.05 15.95] ; [22.95 28.05],0
b1,1,0.208208,1.583845,[14 15] ; [32 19],[16.675 12.325] ; [29.325 21.675],0
u3,1,0.218089,1.516901,[4 5] ; [15  7],[5.51612903 3.48387097] ; [13.48387097  8.51612903],0
s7,1,0.220086,1.503808,[ 9 16] ; [25 24],[11.48648649 13.51351351] ; [22.51351351 26.48648649],0
a4,1,0.222521,1.488036,[12 17] ; [14 36],[ 9.5443038 19.4556962] ; [16.4556962 33.5443038],0
a2,1,0.253138,1.305902,[ 2 27] ; [ 8 43],[ 3.625 25.375] ; [ 6.375 44.625],0
v3,1,0.267506,1.229492,[ 7 21] ; [19 32],[ 9.21518987 18.78481013] ; [16.78481013 34.21518987],0
a3,1,0.28545,1.140959,[20  9] ; [29 22],[17.7625 11.2375] ; [31.2375 19.7625],0
p3,1,0.315438,1.007769,[ 8 19] ; [21 30],[10.03846154 16.96153846] ; [18.96153846 32.03846154],0
n4,1,0.330967,0.94511,[18 11] ; [37 14],[19.9375  9.0625] ; [35.0625 15.9375],0
a6,1,0.353843,0.859626,[19 10] ; [28 23],[17.0375 11.9625] ; [29.9625 21.0375],0
p2,1,0.367018,0.813737,[17 12] ; [35 16],[18.85 10.15] ; [33.15 17.85],0
a5,1,0.447504,0.576966,[19 10] ; [29 22],[17.4 11.6] ; [30.6 20.4],0
u1,1,0.50483,0.444769,[ 3 26] ; [ 8 43],[ 3.9875 25.0125] ; [ 7.0125 43.9875],0
p6,1,0.52374,0.406522,[ 6 22] ; [14 36],[ 7.17948718 20.82051282] ; [12.82051282 37.17948718],0
n1,1,0.542541,0.37085,[7 6] ; [5 7],[6.24 6.76] ; [5.76 6.24],0
a1,1,0.557259,0.344472,[ 2 27] ; [ 2 49],[ 1.45 27.55] ; [ 2.55 48.45],0
d2,1,0.568325,0.325493,[15 14] ; [23 28],[13.775 15.225] ; [24.225 26.775],0
d3,1,0.624024,0.240252,[16 13] ; [31 20],[17.0375 11.9625] ; [29.9625 21.0375],0
p11,1,0.656958,0.197239,[15 14] ; [29 22],[15.95 13.05] ; [28.05 22.95],0
p7,1,0.728932,0.120095,[16 13] ; [29 20],[16.73076923 12.26923077] ; [28.26923077 20.73076923],0
n3,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
p10,1,0.786868,0.073105,[ 9 20] ; [17 33],[ 9.5443038 19.4556962] ; [16.4556962 33.5443038],0
r2,1,0.846794,0.03733,[26  3] ; [45  6],[25.7375  3.2625] ; [45.2625  5.7375],0
u2,1,0.856315,0.032785,[5 4] ; [13  9],[5.22580645 3.77419355] ; [12.77419355  9.22580645],0
p1,1,0.938206,0.00601,[ 3 26] ; [ 5 46],[ 2.9 26.1] ; [ 5.1 45.9],0
v2,1,0.964775,0.00195,[11 17] ; [19 30],[10.90909091 17.09090909] ; [19.09090909 29.90909091],0
v1,1,0.985865,0.000314,[12 17] ; [21 30],[11.9625 17.0375] ; [21.0375 29.9625],0
n2,1,1.0,0.0,[10  5] ; [8 4],[10.  5.] ; [8. 4.],0
