Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.005557,7.688641,[20  7] ; [14 22],[14.57142857 12.42857143] ; [19.42857143 16.57142857],0
a4,1,0.005934,7.570256,[14 12] ; [ 7 28],[ 8.95081967 17.04918033] ; [12.04918033 22.95081967],0
n1,1,0.012652,6.217105,[10  4] ; [ 6 15],[6.4 7.6] ; [ 9.6 11.4],0
d3,1,0.019542,5.452333,[17 10] ; [12 24],[12.42857143 14.57142857] ; [16.57142857 19.42857143],0
u3,1,0.021368,5.296517,[5 4] ; [ 2 14],[2.52 6.48] ; [ 4.48 11.52],0
a5,1,0.023694,5.116886,[19  8] ; [15 21],[14.57142857 12.42857143] ; [19.42857143 16.57142857],0
d1,1,0.030754,4.666667,[13 14] ; [ 8 28],[ 9. 18.] ; [12. 24.],0
p5,1,0.033703,4.509694,[ 5 21] ; [ 1 34],[ 2.55737705 23.44262295] ; [ 3.44262295 31.55737705],0
b4,1,0.053258,3.735789,[20  7] ; [18 18],[16.28571429 10.71428571] ; [21.71428571 14.28571429],0
a6,1,0.058563,3.577621,[17 10] ; [14 22],[13.28571429 13.71428571] ; [17.71428571 18.28571429],0
r4,1,0.058622,3.575943,[ 7 20] ; [ 3 33],[ 4.28571429 22.71428571] ; [ 5.71428571 30.28571429],0
p8,1,0.084614,2.973971,[ 9 16] ; [ 6 30],[ 6.14754098 18.85245902] ; [ 8.85245902 27.14754098],0
d4,1,0.104114,2.641372,[19  8] ; [18 18],[15.85714286 11.14285714] ; [21.14285714 14.85714286],0
b5,1,0.109137,2.566667,[16 11] ; [14 22],[12.85714286 14.14285714] ; [17.14285714 18.85714286],0
v4,1,0.124283,2.3625,[18  9] ; [17 19],[15. 12.] ; [20. 16.],0
s4,1,0.176646,1.825617,[ 2 25] ; [ 7 29],[ 3.85714286 23.14285714] ; [ 5.14285714 30.85714286],0
p9,1,0.179318,1.803267,[14 12] ; [12 21],[11.45762712 14.54237288] ; [14.54237288 18.45762712],0
n6,1,0.18383,1.766382,[10 16] ; [20 16],[12.58064516 13.41935484] ; [17.41935484 18.58064516],0
a3,1,0.192467,1.698632,[18  7] ; [20 16],[15.57377049  9.42622951] ; [22.42622951 13.57377049],0
p2,1,0.197323,1.662081,[ 8 19] ; [16 19],[10.4516129 16.5483871] ; [13.5483871 21.4516129],0
a1,1,0.23235,1.426415,[ 6 21] ; [ 4 32],[ 4.28571429 22.71428571] ; [ 5.71428571 30.28571429],0
s6,1,0.256571,1.287167,[10 16] ; [ 9 27],[ 7.96774194 18.03225806] ; [11.03225806 24.96774194],0
v2,1,0.265207,1.24137,[ 5 22] ; [ 3 31],[ 3.54098361 23.45901639] ; [ 4.45901639 29.54098361],0
v1,1,0.302918,1.061304,[10 17] ; [ 9 27],[ 8.14285714 18.85714286] ; [10.85714286 25.14285714],0
r2,1,0.309049,1.034737,[20  7] ; [21 13],[18.14754098  8.85245902] ; [22.85245902 11.14754098],0
s2,1,0.370389,0.802358,[ 3 24] ; [ 7 29],[ 4.28571429 22.71428571] ; [ 5.71428571 30.28571429],0
s8,1,0.370468,0.802093,[ 5 21] ; [ 4 32],[ 3.77419355 22.22580645] ; [ 5.22580645 30.77419355],0
s5,1,0.38856,0.743444,[ 6 21] ; [ 5 31],[ 4.71428571 22.28571429] ; [ 6.28571429 29.71428571],0
s7,1,0.394622,0.724652,[ 6 19] ; [ 5 28],[ 4.74137931 20.25862069] ; [ 6.25862069 26.74137931],0
n2,1,0.407434,0.686275,[8 6] ; [ 9 12],[6.8 7.2] ; [10.2 10.8],0
n5,1,0.434613,0.610465,[17 10] ; [26 10],[18.42857143  8.57142857] ; [24.57142857 11.42857143],0
r1,1,0.462382,0.540123,[13 14] ; [14 22],[11.57142857 15.42857143] ; [15.42857143 20.57142857],0
p3,1,0.512265,0.429437,[ 9 18] ; [ 9 26],[ 7.83870968 19.16129032] ; [10.16129032 24.83870968],0
d2,1,0.521142,0.411632,[13 14] ; [14 21],[11.75806452 15.24193548] ; [15.24193548 19.75806452],0
p11,1,0.526103,0.401914,[ 7 20] ; [12 24],[ 8.14285714 18.85714286] ; [10.85714286 25.14285714],0
p7,1,0.529735,0.394899,[ 8 18] ; [ 8 26],[ 6.93333333 19.06666667] ; [ 9.06666667 24.93333333],0
p4,1,0.545673,0.365125,[ 8 19] ; [ 8 27],[ 6.96774194 20.03225806] ; [ 9.03225806 25.96774194],0
b1,1,0.554525,0.349272,[17 10] ; [20 16],[15.85714286 11.14285714] ; [21.14285714 14.85714286],0
b2,1,0.611202,0.258429,[ 6 13] ; [ 9 14],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
b3,1,0.611202,0.258429,[ 6 13] ; [ 9 14],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
s1,1,0.710119,0.138158,[ 3 24] ; [ 3 33],[ 2.57142857 24.42857143] ; [ 3.42857143 32.57142857],0
s3,1,0.714243,0.134075,[ 8 18] ; [ 9 25],[ 7.36666667 18.63333333] ; [ 9.63333333 24.36666667],0
v3,1,0.831231,0.045421,[ 6 21] ; [ 7 28],[ 5.66129032 21.33870968] ; [ 7.33870968 27.66129032],0
p12,1,0.835664,0.043033,[ 1 26] ; [ 1 35],[ 0.85714286 26.14285714] ; [ 1.14285714 34.85714286],0
n3,1,0.867686,0.027755,[6 8] ; [ 8 12],[5.76470588 8.23529412] ; [ 8.23529412 11.76470588],0
u2,1,0.914641,0.011489,[3 6] ; [ 5 11],[2.88 6.12] ; [ 5.12 10.88],0
p1,1,0.917221,0.010802,[ 4 23] ; [ 5 31],[ 3.85714286 23.14285714] ; [ 5.14285714 30.85714286],0
n4,1,0.939784,0.005707,[17 10] ; [23 13],[17.14285714  9.85714286] ; [22.85714286 13.14285714],0
p10,1,0.952989,0.003475,[11 16] ; [14 21],[10.88709677 16.11290323] ; [14.11290323 20.88709677],0
