Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.1e-05,18.070245,[15 28] ; [50 16],[25.64220183 17.35779817] ; [39.35779817 26.64220183],1
p8,1,0.001291,10.35569,[ 5 37] ; [27 39],[12.44444444 29.55555556] ; [19.55555556 46.44444444],0
p9,1,0.005352,7.75659,[16 26] ; [42 22],[22.98113208 19.01886792] ; [35.01886792 28.98113208],0
u3,1,0.007937,7.047589,[ 2 19] ; [14 18],[ 6.33962264 14.66037736] ; [ 9.66037736 22.33962264],0
n2,1,0.01226,6.272872,[ 8 14] ; [22  9],[12.45283019  9.54716981] ; [17.54716981 13.45283019],0
s8,1,0.017866,5.609215,[ 3 41] ; [16 50],[ 7.6 36.4] ; [11.4 54.6],0
s7,1,0.021998,5.245949,[ 7 34] ; [24 39],[12.22115385 28.77884615] ; [18.77884615 44.22115385],0
r2,1,0.024379,5.067442,[17 25] ; [39 23],[22.61538462 19.38461538] ; [33.38461538 28.61538462],0
s1,1,0.035863,4.403595,[ 6 38] ; [ 2 64],[ 3.2 40.8] ; [ 4.8 61.2],0
u2,1,0.043386,4.080283,[ 5 16] ; [17 16],[ 8.55555556 12.44444444] ; [13.44444444 19.55555556],0
p10,1,0.044098,4.052795,[17 26] ; [38 26],[22.10280374 20.89719626] ; [32.89719626 31.10280374],0
v1,1,0.046628,3.958744,[ 8 35] ; [23 40],[12.5754717 30.4245283] ; [18.4245283 44.5754717],0
n3,1,0.047886,3.913978,[ 7 14] ; [19 12],[10.5 10.5] ; [15.5 15.5],0
s6,1,0.048009,3.909663,[10 34] ; [27 39],[14.8 29.2] ; [22.2 43.8],0
n6,1,0.049955,3.842952,[18 24] ; [41 25],[22.94444444 19.05555556] ; [36.05555556 29.94444444],0
p1,1,0.079419,3.076745,[ 5 39] ; [ 2 64],[ 2.8 41.2] ; [ 4.2 61.8],0
a8,1,0.089646,2.88072,[ 5 38] ; [ 2 60],[ 2.86666667 40.13333333] ; [ 4.13333333 57.86666667],0
p6,1,0.09803,2.737308,[ 5 37] ; [16 48],[ 8.32075472 33.67924528] ; [12.67924528 51.32075472],0
p7,1,0.118797,2.433116,[13 31] ; [28 35],[16.85981308 27.14018692] ; [24.14018692 38.85981308],0
p4,1,0.127938,2.317344,[13 31] ; [29 37],[16.8 27.2] ; [25.2 40.8],0
r3,1,0.148247,2.090195,[20 23] ; [40 26],[23.66972477 19.33027523] ; [36.33027523 29.66972477],0
d5,1,0.155478,2.017663,[22 22] ; [42 24],[25.6 18.4] ; [38.4 27.6],0
n5,1,0.179844,1.798913,[30 14] ; [36 29],[26.64220183 17.35779817] ; [39.35779817 25.64220183],0
d3,1,0.184884,1.757924,[18 26] ; [35 30],[21.39449541 22.60550459] ; [31.60550459 33.39449541],0
p11,1,0.185614,1.752094,[19 25] ; [37 29],[22.4 21.6] ; [33.6 32.4],0
d2,1,0.190412,1.714428,[19 24] ; [21 45],[15.77981651 27.22018349] ; [24.22018349 41.77981651],0
n4,1,0.209185,1.577061,[28 16] ; [34 32],[24.8 19.2] ; [37.2 28.8],0
v2,1,0.218084,1.516935,[10 33] ; [22 42],[12.85981308 30.14018692] ; [19.14018692 44.85981308],0
s4,1,0.220497,1.50113,[ 7 37] ; [17 49],[ 9.6 34.4] ; [14.4 51.6],0
s2,1,0.299147,1.077991,[10 34] ; [21 45],[12.4 31.6] ; [18.6 47.4],0
b5,1,0.310232,1.029689,[21 23] ; [38 28],[23.6 20.4] ; [35.4 30.6],0
r1,1,0.31977,0.989885,[13 31] ; [14 52],[10.8 33.2] ; [16.2 49.8],0
a1,1,0.320167,0.988265,[ 5 39] ; [ 4 62],[ 3.6 40.4] ; [ 5.4 60.6],0
u1,1,0.338687,0.915395,[ 4 40] ; [ 3 63],[ 2.8 41.2] ; [ 4.2 61.8],0
s3,1,0.34651,0.886198,[14 29] ; [27 38],[16.32407407 26.67592593] ; [24.67592593 40.32407407],0
p3,1,0.356359,0.850683,[10 34] ; [20 45],[12.11009174 31.88990826] ; [17.88990826 47.11009174],0
a7,1,0.391492,0.734304,[19 25] ; [34 32],[21.2 22.8] ; [31.8 34.2],0
a6,1,0.391492,0.734304,[19 25] ; [34 32],[21.2 22.8] ; [31.8 34.2],0
