Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.261032,[ 48 103] ; [64 36],[67.37848606 83.62151394] ; [44.62151394 55.37848606],1
s6,1,0.000206,13.77558,[ 58 100] ; [63 42],[72.69201521 85.30798479] ; [48.30798479 56.69201521],1
p2,1,0.001142,10.581232,[90 69] ; [80 25],[102.38636364  56.61363636] ; [67.61363636 37.38636364],0
p4,1,0.003746,8.402887,[ 45 114] ; [48 57],[ 56.01136364 102.98863636] ; [36.98863636 68.01136364],0
a5,1,0.003818,8.368236,[92 67] ; [79 26],[102.98863636  56.01136364] ; [68.01136364 36.98863636],0
s7,1,0.006018,7.544817,[ 35 116] ; [39 60],[ 44.696 106.304] ; [29.304 69.696],0
p9,1,0.006829,7.317315,[96 59] ; [81 23],[105.92664093  49.07335907] ; [71.07335907 32.92664093],0
v3,1,0.013023,6.166048,[ 38 116] ; [39 60],[ 46.86956522 107.13043478] ; [30.13043478 68.86956522],0
r3,1,0.016163,5.785063,[130  29] ; [96  8],[136.63117871  22.36882129] ; [89.36882129 14.63117871],0
p11,1,0.017968,5.599302,[94 65] ; [77 28],[102.98863636  56.01136364] ; [68.01136364 36.98863636],0
r1,1,0.02076,5.346845,[103  56] ; [82 23],[111.42045455  47.57954545] ; [73.57954545 31.42045455],0
p3,1,0.025601,4.982782,[ 31 127] ; [33 71],[ 38.59541985 119.40458015] ; [25.40458015 78.59541985],0
r2,1,0.026811,4.902966,[131  27] ; [97  8],[136.97338403  21.02661597] ; [91.02661597 13.97338403],0
s2,1,0.036103,4.392219,[ 41 117] ; [39 63],[ 48.61538462 109.38461538] ; [31.38461538 70.61538462],0
r4,1,0.042765,4.104672,[111  48] ; [85 20],[118.04545455  40.95454545] ; [77.95454545 27.04545455],0
p6,1,0.066451,3.368584,[ 14 144] ; [17 87],[ 18.69465649 139.30534351] ; [12.30534351 91.69465649],0
p10,1,0.085162,2.963524,[89 68] ; [70 34],[95.64367816 61.35632184] ; [63.35632184 40.64367816],0
v4,1,0.090678,2.86229,[130  29] ; [93 11],[134.81749049  24.18250951] ; [88.18250951 15.81749049],0
u2,1,0.126235,2.338205,[25 38] ; [19 15],[28.57731959 34.42268041] ; [15.42268041 18.57731959],0
a1,1,0.135024,2.233775,[  9 150] ; [  2 103],[  6.625 152.375] ; [  4.375 100.625],0
n2,1,0.154128,2.030909,[39 28] ; [22  8],[42.13402062 24.86597938] ; [18.86597938 11.13402062],0
n4,1,0.154955,2.022783,[105  54] ; [78 27],[110.21590909  48.78409091] ; [72.78409091 32.21590909],0
u4,1,0.173341,1.853812,[  2 157] ; [  4 101],[  3.61363636 155.38636364] ; [  2.38636364 102.61363636],0
u3,1,0.174974,1.8398,[27 36] ; [20 15],[30.21428571 32.78571429] ; [16.78571429 18.21428571],0
n3,1,0.176491,1.826923,[36 29] ; [21  9],[39. 26.] ; [18. 12.],0
