Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.009406,6.744086,[1 1] ; [59  3],[1.875 0.125] ; [58.125  3.875],0
r4,1,0.069074,3.304891,[1 1] ; [57  6],[1.78461538 0.21538462] ; [56.21538462  6.78461538],0
r1,1,0.242933,1.363495,[1 1] ; [52 11],[1.63076923 0.36923077] ; [51.36923077 11.63076923],0
d4,1,0.319958,0.989118,[1 1] ; [50 13],[1.56923077 0.43076923] ; [49.43076923 13.56923077],0
s4,1,0.397273,0.716563,[1 1] ; [15 48],[0.49230769 1.50769231] ; [15.50769231 47.49230769],0
d3,1,0.416591,0.659912,[1 1] ; [46 15],[1.49206349 0.50793651] ; [45.50793651 15.49206349],0
s6,1,0.506643,0.440993,[1 1] ; [43 17],[1.41935484 0.58064516] ; [42.58064516 17.41935484],0
p10,1,0.511848,0.430288,[1 1] ; [45 18],[1.41538462 0.58461538] ; [44.58461538 18.41538462],0
n5,1,0.522949,0.408074,[1 1] ; [44 18],[1.40625 0.59375] ; [43.59375 18.40625],0
b5,1,0.549482,0.358245,[1 1] ; [44 19],[1.38461538 0.61538462] ; [43.61538462 19.38461538],0
d2,1,0.623855,0.240486,[1 1] ; [42 21],[1.32307692 0.67692308] ; [41.67692308 21.32307692],0
a6,1,0.623855,0.240486,[1 1] ; [42 21],[1.32307692 0.67692308] ; [41.67692308 21.32307692],0
v3,1,0.649389,0.206672,[1 1] ; [21 40],[0.6984127 1.3015873] ; [21.3015873 39.6984127],0
d1,1,0.660609,0.192785,[1 1] ; [41 22],[1.29230769 0.70769231] ; [40.70769231 22.29230769],0
s2,1,0.697095,0.151511,[1 1] ; [40 23],[1.26153846 0.73846154] ; [39.73846154 23.26153846],0
p4,1,0.697095,0.151511,[1 1] ; [40 23],[1.26153846 0.73846154] ; [39.73846154 23.26153846],0
p3,1,0.733335,0.116071,[1 1] ; [39 24],[1.23076923 0.76923077] ; [38.76923077 24.23076923],0
u3,1,0.760907,0.092593,[1 1] ; [11  7],[1.2 0.8] ; [10.8  7.2],0
s3,1,0.84083,0.040334,[1 1] ; [36 27],[1.13846154 0.86153846] ; [35.86153846 27.13846154],0
b4,1,0.911753,0.012283,[1 1] ; [34 29],[1.07692308 0.92307692] ; [33.92307692 29.07692308],0
p8,1,0.947083,0.004405,[1 1] ; [30 33],[0.95384615 1.04615385] ; [30.04615385 32.95384615],0
s8,1,1.0,0.0,[1 1] ; [31 31],[1. 1.] ; [31. 31.],0
