Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002194,9.379825,[ 9 18] ; [9 1],[13.13513514 13.86486486] ; [4.86486486 5.13513514],0
v1,1,0.0555,3.66701,[ 5 22] ; [5 5],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
a5,1,0.073974,3.19256,[10 17] ; [7 3],[12.40540541 14.59459459] ; [4.59459459 5.40540541],0
s1,1,0.106795,2.601017,[ 1 26] ; [2 8],[ 2.18918919 24.81081081] ; [0.81081081 9.18918919],0
b3,1,0.112654,2.516587,[ 7 13] ; [6 3],[ 8.96551724 11.03448276] ; [4.03448276 4.96551724],0
b2,1,0.112654,2.516587,[ 7 13] ; [6 3],[ 8.96551724 11.03448276] ; [4.03448276 4.96551724],0
v3,1,0.121335,2.4,[ 3 24] ; [3 6],[ 4.5 22.5] ; [1.5 7.5],0
p1,1,0.166264,1.916308,[ 3 24] ; [3 7],[ 4.37837838 22.62162162] ; [1.62162162 8.37837838],0
s8,1,0.166264,1.916308,[ 3 24] ; [3 7],[ 4.37837838 22.62162162] ; [1.62162162 8.37837838],0
r3,1,0.167219,1.9077,[12 15] ; [7 3],[13.86486486 13.13513514] ; [5.13513514 4.86486486],0
n6,1,0.171857,1.866667,[14 13] ; [7 2],[15.75 11.25] ; [5.25 3.75],0
s5,1,0.183097,1.772308,[ 3 23] ; [3 7],[ 4.33333333 21.66666667] ; [1.66666667 8.33333333],0
p6,1,0.201798,1.62931,[ 3 22] ; [3 7],[ 4.28571429 20.71428571] ; [1.71428571 8.28571429],0
r1,1,0.249047,1.328644,[ 8 19] ; [5 5],[ 9.48648649 17.51351351] ; [3.51351351 6.48648649],0
s2,1,0.279528,1.169383,[ 6 21] ; [4 6],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
s3,1,0.281942,1.157705,[ 8 18] ; [5 5],[ 9.38888889 16.61111111] ; [3.61111111 6.38888889],0
s4,1,0.294937,1.096949,[ 4 23] ; [3 7],[ 5.10810811 21.89189189] ; [1.89189189 8.10810811],0
d5,1,0.296505,1.089847,[11 16] ; [6 4],[12.40540541 14.59459459] ; [4.59459459 5.40540541],0
n1,1,0.3017,1.066667,[4 6] ; [4 2],[5. 5.] ; [3. 3.],0
d3,1,0.325538,0.966568,[10 17] ; [2 8],[ 8.75675676 18.24324324] ; [3.24324324 6.75675676],0
