Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000547,11.946667,[ 4 26] ; [8 4],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],1
p8,1,0.00071,11.462016,[ 4 25] ; [8 4],[ 8.48780488 20.51219512] ; [3.51219512 8.48780488],1
p6,1,0.01978,5.431188,[ 2 27] ; [4 7],[ 4.35 24.65] ; [1.65 9.35],0
p11,1,0.024632,5.049545,[11 19] ; [9 3],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
b4,1,0.028741,4.783059,[21  9] ; [4 8],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
a4,1,0.029727,4.725,[ 7 23] ; [7 5],[10. 20.] ; [4. 8.],0
v3,1,0.030699,4.669737,[ 1 29] ; [3 9],[ 2.85714286 27.14285714] ; [ 1.14285714 10.85714286],0
d5,1,0.040424,4.2,[12 18] ; [9 3],[15. 15.] ; [6. 6.],0
b5,1,0.040424,4.2,[18 12] ; [3 9],[15. 15.] ; [6. 6.],0
d2,1,0.051869,3.78,[ 6 24] ; [6 6],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],0
p4,1,0.053007,3.743704,[ 8 22] ; [7 5],[10.71428571 19.28571429] ; [4.28571429 7.71428571],0
p3,1,0.05719,3.617058,[ 5 25] ; [5 6],[ 7.31707317 22.68292683] ; [2.68292683 8.31707317],0
v4,1,0.063409,3.445909,[13 17] ; [9 3],[15.71428571 14.28571429] ; [6.28571429 5.71428571],0
a5,1,0.077624,3.113959,[11 19] ; [8 4],[13.57142857 16.42857143] ; [5.42857143 6.57142857],0
d1,1,0.085712,2.953125,[ 5 25] ; [5 7],[ 7.14285714 22.85714286] ; [2.85714286 9.14285714],0
p7,1,0.087608,2.917788,[ 9 21] ; [7 5],[11.42857143 18.57142857] ; [4.57142857 7.42857143],0
s4,1,0.097435,2.747027,[ 2 28] ; [3 9],[ 3.57142857 26.42857143] ; [ 1.42857143 10.57142857],0
n4,1,0.118002,2.443636,[12 18] ; [8 4],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
p10,1,0.123125,2.377112,[11 19] ; [7 4],[13.17073171 16.82926829] ; [4.82926829 6.17073171],0
s5,1,0.129588,2.297436,[ 1 29] ; [ 2 10],[ 2.14285714 27.85714286] ; [ 0.85714286 11.14285714],0
a6,1,0.135922,2.223529,[10 20] ; [7 5],[12.14285714 17.85714286] ; [4.85714286 7.14285714],0
n5,1,0.196243,1.670118,[16 14] ; [9 3],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
r4,1,0.209482,1.575,[ 3 27] ; [3 9],[ 4.28571429 25.71428571] ; [ 1.71428571 10.28571429],0
r3,1,0.236338,1.402306,[16 13] ; [9 3],[17.68292683 11.31707317] ; [7.31707317 4.68292683],0
u3,1,0.263552,1.25,[ 1 15] ; [1 3],[ 1.6 14.4] ; [0.4 3.6],0
a3,1,0.282612,1.154485,[14 15] ; [8 4],[15.56097561 13.43902439] ; [6.43902439 5.56097561],0
p1,1,0.318587,0.994737,[ 2 28] ; [ 2 10],[ 2.85714286 27.14285714] ; [ 1.14285714 10.85714286],0
s1,1,0.318587,0.994737,[ 2 28] ; [ 2 10],[ 2.85714286 27.14285714] ; [ 1.14285714 10.85714286],0
a2,1,0.318587,0.994737,[ 2 28] ; [ 2 10],[ 2.85714286 27.14285714] ; [ 1.14285714 10.85714286],0
n2,1,0.349575,0.875,[7 7] ; [5 2],[8. 6.] ; [4. 3.],0
s3,1,0.388662,0.743123,[ 6 23] ; [ 1 10],[ 5.075 23.925] ; [1.925 9.075],0
n1,1,0.468717,0.525,[ 4 10] ; [1 6],[ 3.33333333 10.66666667] ; [1.66666667 5.33333333],0
r1,1,0.468717,0.525,[ 9 21] ; [5 7],[10. 20.] ; [4. 8.],0
u2,1,0.481924,0.494505,[ 5 11] ; [2 2],[ 5.6 10.4] ; [1.4 2.6],0
p12,1,0.491839,0.4725,[ 1 29] ; [ 1 11],[ 1.42857143 28.57142857] ; [ 0.57142857 11.42857143],0
u1,1,0.491839,0.4725,[ 1 29] ; [ 1 11],[ 1.42857143 28.57142857] ; [ 0.57142857 11.42857143],0
