Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000547,11.946667,[ 4 26] ; [8 4],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],1
p9,1,0.498918,0.457237,[15 14] ; [7 4],[15.95 13.05] ; [6.05 4.95],0
b2,1,0.507726,0.43875,[ 7 13] ; [3 3],[ 7.69230769 12.30769231] ; [2.30769231 3.69230769],0
b3,1,0.507726,0.43875,[ 7 13] ; [3 3],[ 7.69230769 12.30769231] ; [2.30769231 3.69230769],0
n3,1,0.52511,0.403846,[8 6] ; [5 2],[8.66666667 5.33333333] ; [4.33333333 2.66666667],0
s8,1,0.546711,0.363243,[ 3 27] ; [ 2 10],[ 3.57142857 26.42857143] ; [ 1.42857143 10.57142857],0
p2,1,0.550868,0.355765,[17 13] ; [8 4],[17.85714286 12.14285714] ; [7.14285714 4.85714286],0
d4,1,0.687744,0.161538,[18 12] ; [8 4],[18.57142857 11.42857143] ; [7.42857143 4.57142857],0
b1,1,0.687744,0.161538,[18 12] ; [8 4],[18.57142857 11.42857143] ; [7.42857143 4.57142857],0
s7,1,0.703941,0.144405,[ 4 23] ; [2 8],[ 4.37837838 22.62162162] ; [1.62162162 8.37837838],0
d3,1,0.76308,0.090865,[11 19] ; [5 7],[11.42857143 18.57142857] ; [4.57142857 7.42857143],0
a7,1,0.845078,0.038182,[14 16] ; [6 6],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
s2,1,0.930734,0.007555,[ 3 27] ; [ 1 10],[ 2.92682927 27.07317073] ; [1.07317073 9.92682927],0
n6,1,0.986442,0.000289,[17 12] ; [7 5],[16.97560976 12.02439024] ; [7.02439024 4.97560976],0
