Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,56.304075,[30 60] ; [221  69],[59.44736842 30.55263158] ; [191.55263158  98.44736842],1
p6,1,0.0,27.083878,[22 67] ; [161 125],[43.432 45.568] ; [139.568 146.432],1
p2,1,1e-06,23.828827,[67 23] ; [270  20],[79.81578947 10.18421053] ; [257.18421053  32.81578947],1
p11,1,0.000135,14.569886,[60 30] ; [247  44],[72.51968504 17.48031496] ; [234.48031496  56.51968504],1
p10,1,0.000392,12.571294,[67 22] ; [260  29],[76.99206349 12.00793651] ; [250.00793651  38.99206349],1
v3,1,0.006491,7.40863,[27 56] ; [139 142],[37.85164835 45.14835165] ; [128.14835165 152.85164835],0
r4,1,0.007798,7.079315,[76 14] ; [272  19],[82.20472441  7.79527559] ; [265.79527559  25.20472441],0
a8,1,0.009596,6.708392,[ 4 77] ; [ 42 217],[10.95882353 70.04117647] ; [ 35.04117647 223.95882353],0
v2,1,0.010829,6.493186,[44 43] ; [186  97],[54.08108108 32.91891892] ; [175.91891892 107.08108108],0
p9,1,0.02412,5.085989,[73 16] ; [263  27],[78.90237467 10.09762533] ; [257.09762533  32.90237467],0
r3,1,0.035183,4.43625,[82  8] ; [278  10],[85.71428571  4.28571429] ; [274.28571429  13.71428571],0
n1,1,0.048537,3.891284,[15 10] ; [14 26],[11.15384615 13.84615385] ; [17.84615385 22.15384615],0
a6,1,0.065895,3.382434,[55 35] ; [207  83],[62.05263158 27.94736842] ; [199.94736842  90.05263158],0
s7,1,0.072702,3.220941,[40 39] ; [172 106],[46.91316527 32.08683473] ; [165.08683473 112.91316527],0
s5,1,0.076235,3.143396,[28 54] ; [126 153],[34.98060942 47.01939058] ; [119.01939058 159.98060942],0
v1,1,0.092648,2.82775,[46 39] ; [183 102],[52.60810811 32.39189189] ; [176.39189189 108.60810811],0
p1,1,0.107429,2.591644,[15 75] ; [ 30 259],[10.68601583 79.31398417] ; [ 34.31398417 254.68601583],0
p5,1,0.110644,2.544998,[11 77] ; [ 58 232],[16.06349206 71.93650794] ; [ 52.93650794 237.06349206],0
n6,1,0.119251,2.427128,[74 16] ; [255  33],[78.33333333 11.66666667] ; [250.66666667  37.33333333],0
a2,1,0.148555,2.087027,[21 69] ; [ 91 200],[26.45669291 63.54330709] ; [ 85.54330709 205.45669291],0
a3,1,0.16056,1.968943,[66 24] ; [232  57],[70.7651715 19.2348285] ; [227.2348285  61.7651715],0
r1,1,0.175336,1.836715,[69 20] ; [243  47],[73.26649077 15.73350923] ; [238.73350923  51.26649077],0
v4,1,0.186502,1.745036,[84  6] ; [279  10],[86.2005277  3.7994723] ; [276.7994723  12.2005277],0
