Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.836307,[97 34] ; [ 7 29],[81.58083832 49.41916168] ; [22.41916168 13.58083832],1
r3,1,0.0,25.796592,[114  16] ; [17 18],[103.21212121  26.78787879] ; [27.78787879  7.21212121],1
r2,1,1.3e-05,19.047399,[117  13] ; [20 14],[108.59756098  21.40243902] ; [28.40243902  5.59756098],1
p2,1,4.7e-05,16.572041,[86 45] ; [10 26],[75.30538922 55.69461078] ; [20.69461078 15.30538922],1
a1,1,0.000446,12.330605,[  4 127] ; [ 7 29],[  8.62874251 122.37125749] ; [ 2.37125749 33.62874251],1
n6,1,0.000667,11.580335,[93 38] ; [14 21],[84.43975904 46.56024096] ; [22.56024096 12.43975904],1
p11,1,0.001399,10.207063,[86 45] ; [13 23],[77.65868263 53.34131737] ; [21.34131737 14.65868263],0
b5,1,0.001517,10.058305,[79 52] ; [11 25],[70.5988024 60.4011976] ; [19.4011976 16.5988024],0
p10,1,0.001727,9.819225,[81 49] ; [11 23],[72.92682927 57.07317073] ; [19.07317073 14.92682927],0
r1,1,0.0019,9.643334,[85 46] ; [13 23],[76.8742515 54.1257485] ; [21.1257485 14.8742515],0
p4,1,0.002218,9.359959,[40 91] ; [ 2 34],[32.94610778 98.05389222] ; [ 9.05389222 26.94610778],0
p9,1,0.003439,8.558768,[86 42] ; [13 20],[78.70807453 49.29192547] ; [20.29192547 12.70807453],0
a7,1,0.006319,7.457033,[93 37] ; [17 19],[86.14457831 43.85542169] ; [23.85542169 12.14457831],0
d3,1,0.008404,6.945196,[83 48] ; [14 22],[76.08982036 54.91017964] ; [20.91017964 15.08982036],0
u2,1,0.008442,6.937297,[23 23] ; [ 2 14],[18.5483871 27.4516129] ; [6.4516129 9.5483871],0
a6,1,0.016343,5.765606,[87 44] ; [16 20],[80.79640719 50.20359281] ; [22.20359281 13.79640719],0
p8,1,0.028027,4.826387,[33 97] ; [ 3 33],[ 28.19277108 101.80722892] ; [ 7.80722892 28.19277108],0
p3,1,0.047796,3.917151,[30 99] ; [ 3 33],[ 25.8 103.2] ; [ 7.2 28.8],0
n1,1,0.0543,3.703467,[13 31] ; [10  8],[16.32258065 27.67741935] ; [ 6.67741935 11.32258065],0
