Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.337735,[ 8 28] ; [112  26],[24.82758621 11.17241379] ; [95.17241379 42.82758621],1
b1,1,0.596587,0.280175,[19 17] ; [66 72],[17.5862069 18.4137931] ; [67.4137931 70.5862069],0
v3,1,0.631092,0.230583,[ 8 28] ; [34 96],[ 9.10843373 26.89156627] ; [32.89156627 97.10843373],0
n1,1,0.650563,0.205191,[ 6 12] ; [22 34],[ 6.81081081 11.18918919] ; [21.18918919 34.81081081],0
a3,1,0.652399,0.202889,[20 15] ; [84 53],[21.1627907 13.8372093] ; [82.8372093 54.1627907],0
p1,1,0.710858,0.137421,[ 3 33] ; [  9 128],[ 2.49710983 33.50289017] ; [  9.50289017 127.49710983],0
u4,1,0.804465,0.061292,[ 1 35] ; [  5 133],[ 1.24137931 34.75862069] ; [  4.75862069 133.24137931],0
b4,1,0.855239,0.033284,[20 16] ; [79 59],[20.48275862 15.51724138] ; [78.51724138 59.48275862],0
n4,1,0.862318,0.030076,[23 13] ; [86 52],[22.55172414 13.44827586] ; [86.44827586 51.55172414],0
a4,1,0.866928,0.028077,[13 22] ; [53 84],[13.43023256 21.56976744] ; [52.56976744 84.43023256],0
b2,1,0.890314,0.019018,[ 7 14] ; [27 58],[ 6.73584906 14.26415094] ; [27.26415094 57.73584906],0
b3,1,0.890314,0.019018,[ 7 14] ; [27 58],[ 6.73584906 14.26415094] ; [27.26415094 57.73584906],0
a8,1,0.96626,0.001789,[ 3 32] ; [ 11 114],[ 3.0625 31.9375] ; [ 10.9375 114.0625],0
d2,1,0.977084,0.000825,[16 19] ; [63 74],[16.0755814 18.9244186] ; [62.9244186 74.0755814],0
p5,1,0.98958,0.000171,[ 1 34] ; [  4 134],[ 1.01156069 33.98843931] ; [  3.98843931 134.01156069],0
