Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,52.426532,[89  4] ; [18 26],[72.6350365 20.3649635] ; [34.3649635  9.6350365],1
r1,1,0.0,38.899531,[73 20] ; [10 34],[56.34306569 36.65693431] ; [26.65693431 17.34306569],1
v4,1,0.0,38.127623,[90  3] ; [24 20],[77.38686131 15.61313869] ; [36.61313869  7.38686131],1
r2,1,0.0,33.407882,[86  5] ; [22 20],[73.89473684 17.10526316] ; [34.10526316  7.89473684],1
p11,1,5.9e-05,16.142079,[74 19] ; [20 24],[63.81021898 29.18978102] ; [30.18978102 13.81021898],1
a5,1,0.001103,10.646727,[67 26] ; [19 25],[58.37956204 34.62043796] ; [27.62043796 16.37956204],0
p3,1,0.001435,10.160085,[42 51] ; [ 7 35],[33.75555556 59.24444444] ; [15.24444444 26.75555556],0
p7,1,0.001505,10.071948,[54 39] ; [12 30],[45.46666667 47.53333333] ; [20.53333333 21.46666667],0
s6,1,0.001863,9.679576,[44 47] ; [ 9 35],[35.72592593 55.27407407] ; [17.27407407 26.72592593],0
d5,1,0.002313,9.283281,[69 24] ; [21 23],[61.09489051 31.90510949] ; [28.90510949 15.09489051],0
d4,1,0.003277,8.646208,[70 23] ; [22 22],[62.45255474 30.54744526] ; [29.54744526 14.45255474],0
n6,1,0.003762,8.395138,[79 14] ; [27 16],[72.48529412 20.51470588] ; [33.51470588  9.48529412],0
s5,1,0.004075,8.25,[28 60] ; [ 4 40],[21.33333333 66.66666667] ; [10.66666667 33.33333333],0
p10,1,0.004776,7.962352,[65 27] ; [19 23],[57.67164179 34.32835821] ; [26.32835821 15.67164179],0
p9,1,0.006318,7.457345,[71 21] ; [22 19],[64.33082707 27.66917293] ; [28.66917293 12.33082707],0
p8,1,0.009235,6.776715,[43 49] ; [10 33],[36.11851852 55.88148148] ; [16.88148148 26.11851852],0
u2,1,0.010681,6.517697,[19 14] ; [ 5 17],[14.4 18.6] ; [ 9.6 12.4],0
p6,1,0.013557,6.09491,[30 62] ; [ 5 36],[24.21052632 67.78947368] ; [10.78947368 30.21052632],0
v2,1,0.01904,5.497796,[48 43] ; [13 29],[41.73684211 49.26315789] ; [19.26315789 22.73684211],0
a4,1,0.01964,5.443628,[41 52] ; [10 33],[34.875 58.125] ; [16.125 26.875],0
s8,1,0.020719,5.350296,[27 65] ; [ 5 39],[21.64705882 70.35294118] ; [10.35294118 33.64705882],0
p2,1,0.027277,4.873162,[66 27] ; [21 20],[60.38059701 32.61940299] ; [26.61940299 14.38059701],0
v3,1,0.032135,4.591304,[32 56] ; [ 8 36],[26.66666667 61.33333333] ; [13.33333333 30.66666667],0
b1,1,0.032598,4.566747,[41 52] ; [28 16],[46.83941606 46.16058394] ; [22.16058394 21.83941606],0
d1,1,0.04885,3.880511,[44 49] ; [13 31],[38.69343066 54.30656934] ; [18.30656934 25.69343066],0
v1,1,0.050312,3.831043,[43 48] ; [13 31],[37.74814815 53.25185185] ; [18.25185185 25.74814815],0
a3,1,0.135114,2.232735,[59 34] ; [22 22],[54.98540146 38.01459854] ; [26.01459854 17.98540146],0
n2,1,0.136956,2.211828,[19  8] ; [12 12],[16.41176471 10.58823529] ; [14.58823529  9.41176471],0
a8,1,0.154553,2.026731,[ 8 79] ; [ 1 41],[ 6.06976744 80.93023256] ; [ 2.93023256 39.06976744],0
n3,1,0.200004,1.642345,[17  8] ; [12 12],[14.79591837 10.20408163] ; [14.20408163  9.79591837],0
u3,1,0.203495,1.617112,[15 19] ; [ 6 16],[12.75 21.25] ; [ 8.25 13.75],0
p4,1,0.208512,1.58173,[44 49] ; [15 27],[40.64444444 52.35555556] ; [18.35555556 23.64444444],0
a2,1,0.220729,1.499623,[ 7 86] ; [ 1 43],[ 5.43065693 87.56934307] ; [ 2.56934307 41.43065693],0
d3,1,0.256245,1.288933,[39 54] ; [14 30],[35.97810219 57.02189781] ; [17.02189781 26.97810219],0
a1,1,0.264263,1.246285,[ 4 89] ; [ 4 40],[ 5.43065693 87.56934307] ; [ 2.56934307 41.43065693],0
a6,1,0.266497,1.234692,[41 52] ; [15 29],[38.01459854 54.98540146] ; [17.98540146 26.01459854],0
s7,1,0.312238,1.021185,[25 65] ; [ 8 33],[22.67175573 67.32824427] ; [10.32824427 30.67175573],0
n4,1,0.387914,0.745472,[66 27] ; [28 16],[63.81021898 29.18978102] ; [30.18978102 13.81021898],0
b5,1,0.491838,0.472504,[46 47] ; [19 25],[44.12408759 48.87591241] ; [20.87591241 23.12408759],0
d2,1,0.516967,0.41994,[44 48] ; [18 25],[42.25185185 49.74814815] ; [19.74814815 23.25185185],0
s2,1,0.544208,0.367797,[14 78] ; [ 5 39],[12.85294118 79.14705882] ; [ 6.14705882 37.85294118],0
p12,1,0.562145,0.336004,[ 4 88] ; [ 1 42],[ 3.40740741 88.59259259] ; [ 1.59259259 41.40740741],0
n5,1,0.602643,0.271028,[68 25] ; [34 10],[69.24087591 23.75912409] ; [32.75912409 11.24087591],0
p5,1,0.605633,0.266583,[ 9 84] ; [ 3 40],[ 8.20588235 84.79411765] ; [ 3.79411765 39.20588235],0
s4,1,0.623634,0.240793,[10 83] ; [ 6 38],[10.86131387 82.13868613] ; [ 5.13868613 38.86131387],0
s1,1,0.736833,0.11293,[ 5 88] ; [ 3 41],[ 5.43065693 87.56934307] ; [ 2.56934307 41.43065693],0
b4,1,0.748241,0.103015,[48 45] ; [24 20],[48.87591241 44.12408759] ; [23.12408759 20.87591241],0
b2,1,0.850933,0.035317,[22 35] ; [11 16],[22.39285714 34.60714286] ; [10.60714286 16.39285714],0
b3,1,0.850933,0.035317,[22 35] ; [11 16],[22.39285714 34.60714286] ; [10.60714286 16.39285714],0
p1,1,0.93555,0.006539,[ 6 87] ; [ 3 41],[ 6.10948905 86.89051095] ; [ 2.89051095 41.10948905],0
n1,1,1.0,0.0,[ 9 18] ; [ 8 16],[ 9. 18.] ; [ 8. 16.],0
