Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4e-06,21.081777,[11 42] ; [30 15],[22.17346939 30.82653061] ; [18.82653061 26.17346939],1
s6,1,0.001826,9.716796,[25 28] ; [33  9],[32.35789474 20.64210526] ; [25.64210526 16.35789474],0
s3,1,0.005572,7.683797,[20 32] ; [30 15],[26.80412371 25.19587629] ; [23.19587629 21.80412371],0
s2,1,0.007574,7.131635,[21 32] ; [30 15],[27.58163265 25.41836735] ; [23.41836735 21.58163265],0
r2,1,0.015412,5.868783,[35 17] ; [38  5],[39.95789474 12.04210526] ; [33.04210526  9.95789474],0
p3,1,0.023393,5.13908,[27 26] ; [33 12],[32.44897959 20.55102041] ; [27.55102041 17.44897959],0
s5,1,0.02829,4.810328,[10 42] ; [16 24],[14.69565217 37.30434783] ; [11.30434783 28.69565217],0
v3,1,0.059813,3.54255,[10 42] ; [16 28],[14.08333333 37.91666667] ; [11.91666667 32.08333333],0
p2,1,0.06043,3.525551,[40 12] ; [41  4],[43.42268041  8.57731959] ; [37.57731959  7.42268041],0
p6,1,0.060631,3.520038,[19 33] ; [25 20],[23.58762887 28.41237113] ; [20.41237113 24.58762887],0
p10,1,0.061893,3.485914,[34 18] ; [37  8],[38.06185567 13.93814433] ; [32.93814433 12.06185567],0
u2,1,0.076322,3.141534,[10 14] ; [10  4],[12.63157895 11.36842105] ; [7.36842105 6.63157895],0
v4,1,0.08287,3.007691,[43 10] ; [41  3],[45.89690722  7.10309278] ; [38.10309278  5.89690722],0
s4,1,0.087302,2.923428,[ 6 47] ; [11 34],[ 9.19387755 43.80612245] ; [ 7.80612245 37.19387755],0
b5,1,0.093571,2.811844,[37 16] ; [24 21],[32.98979592 20.01020408] ; [28.01020408 16.98979592],0
p9,1,0.10932,2.564025,[39 14] ; [39  6],[42.18367347 10.81632653] ; [35.81632653  9.18367347],0
a5,1,0.151319,2.058905,[29 24] ; [31 14],[32.44897959 20.55102041] ; [27.55102041 17.44897959],0
a3,1,0.151319,2.058905,[29 24] ; [31 14],[32.44897959 20.55102041] ; [27.55102041 17.44897959],0
b1,1,0.165439,1.923797,[31 22] ; [20 25],[27.58163265 25.41836735] ; [23.41836735 21.58163265],0
n5,1,0.179175,1.80445,[34 18] ; [35 10],[36.98969072 15.01030928] ; [32.01030928 12.98969072],0
d3,1,0.200397,1.639481,[35 18] ; [24 21],[31.90816327 21.09183673] ; [27.09183673 17.90816327],0
p7,1,0.217902,1.518136,[32 20] ; [33 12],[34.84536082 17.15463918] ; [30.15463918 14.84536082],0
r3,1,0.287868,1.129566,[43 10] ; [40  5],[44.8877551  8.1122449] ; [38.1122449  6.8877551],0
b2,1,0.294266,1.1,[ 8 22] ; [14 22],[10. 20.] ; [12. 24.],0
b3,1,0.294266,1.1,[ 8 22] ; [14 22],[10. 20.] ; [12. 24.],0
u3,1,0.329889,0.949333,[11 12] ; [9 5],[12.43243243 10.56756757] ; [7.56756757 6.43243243],0
v2,1,0.340387,0.908974,[20 31] ; [22 23],[22.3125 28.6875] ; [19.6875 25.3125],0
d5,1,0.404664,0.694423,[36 17] ; [34 11],[37.85714286 15.14285714] ; [32.14285714 12.85714286],0
r4,1,0.405393,0.69227,[31 22] ; [30 15],[32.98979592 20.01020408] ; [28.01020408 16.98979592],0
n4,1,0.464046,0.536117,[34 19] ; [32 13],[35.69387755 17.30612245] ; [30.30612245 14.69387755],0
a7,1,0.482556,0.493082,[32 21] ; [24 21],[30.28571429 22.71428571] ; [25.71428571 19.28571429],0
u1,1,0.516583,0.42071,[ 2 51] ; [ 3 42],[ 2.70408163 50.29591837] ; [ 2.29591837 42.70408163],0
