Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.000387,12.592365,[2 8] ; [33  9],[6.73076923 3.26923077] ; [28.26923077 13.73076923],1
d3,1,0.015537,5.854517,[4 6] ; [33  9],[7.11538462 2.88461538] ; [29.88461538 12.11538462],0
a6,1,0.025848,4.966138,[4 6] ; [32 10],[6.92307692 3.07692308] ; [29.07692308 12.92307692],0
p10,1,0.038639,4.276655,[5 4] ; [36  6],[7.23529412 1.76470588] ; [33.76470588  8.23529412],0
p7,1,0.039246,4.250179,[3 6] ; [28 12],[5.69387755 3.30612245] ; [25.30612245 14.69387755],0
p8,1,0.048005,3.909813,[2 8] ; [23 19],[4.80769231 5.19230769] ; [20.19230769 21.80769231],0
p4,1,0.067902,3.333019,[3 7] ; [26 16],[5.57692308 4.42307692] ; [23.42307692 18.57692308],0
v1,1,0.11504,2.48358,[8 2] ; [21 19],[5.8 4.2] ; [23.2 16.8],0
b1,1,0.143792,2.136903,[8 2] ; [23 19],[5.96153846 4.03846154] ; [25.03846154 16.96153846],0
p9,1,0.173744,1.85034,[6 3] ; [36  6],[7.41176471 1.58823529] ; [34.58823529  7.41176471],0
n1,1,0.204894,1.607143,[4 2] ; [3 6],[2.8 3.2] ; [4.2 4.8],0
p12,1,0.220784,1.499271,[1 8] ; [ 1 41],[0.35294118 8.64705882] ; [ 1.64705882 40.35294118],0
p3,1,0.254213,1.3,[3 7] ; [21 21],[4.61538462 5.38461538] ; [19.38461538 22.61538462],0
a1,1,0.260178,1.26781,[1 9] ; [ 1 41],[0.38461538 9.61538462] ; [ 1.61538462 40.38461538],0
n5,1,0.313359,1.016463,[3 7] ; [20 22],[4.42307692 5.57692308] ; [18.57692308 23.42307692],0
b3,1,0.350994,0.869862,[4 4] ; [10 21],[2.87179487 5.12820513] ; [11.12820513 19.87179487],0
b2,1,0.350994,0.869862,[4 4] ; [10 21],[2.87179487 5.12820513] ; [11.12820513 19.87179487],0
s3,1,0.363082,0.827206,[8 2] ; [26 14],[6.8 3.2] ; [27.2 12.8],0
a4,1,0.386336,0.750442,[4 6] ; [11 31],[2.88461538 7.11538462] ; [12.11538462 29.88461538],0
s5,1,0.394859,0.723927,[4 4] ; [14 27],[2.93877551 5.06122449] ; [15.06122449 25.93877551],0
v3,1,0.487843,0.48128,[2 7] ; [13 25],[2.87234043 6.12765957] ; [12.12765957 25.87234043],0
d1,1,0.490486,0.475459,[5 5] ; [26 16],[5.96153846 4.03846154] ; [25.03846154 16.96153846],0
r3,1,0.523167,0.407645,[9 1] ; [40  2],[9.42307692 0.57692308] ; [39.57692308  2.42307692],0
s6,1,0.570864,0.32124,[8 1] ; [34  8],[7.41176471 1.58823529] ; [34.58823529  7.41176471],0
n3,1,0.585106,0.298052,[4 3] ; [7 3],[4.52941176 2.47058824] ; [6.47058824 3.52941176],0
s2,1,0.596647,0.280083,[7 3] ; [25 16],[6.2745098 3.7254902] ; [25.7254902 15.2745098],0
a2,1,0.599495,0.275758,[1 9] ; [ 7 35],[1.53846154 8.46153846] ; [ 6.46153846 35.53846154],0
r4,1,0.599495,0.275758,[9 1] ; [35  7],[8.46153846 1.53846154] ; [35.53846154  6.46153846],0
a8,1,0.60922,0.261313,[2 8] ; [ 5 32],[1.4893617 8.5106383] ; [ 5.5106383 31.4893617],0
s7,1,0.613187,0.25556,[6 3] ; [23 17],[5.32653061 3.67346939] ; [23.67346939 16.32653061],0
n4,1,0.664032,0.188662,[4 6] ; [20 22],[4.61538462 5.38461538] ; [19.38461538 22.61538462],0
d2,1,0.682739,0.167059,[5 5] ; [18 24],[4.42307692 5.57692308] ; [18.57692308 23.42307692],0
s4,1,0.684522,0.165079,[3 7] ; [10 32],[2.5 7.5] ; [10.5 31.5],0
r1,1,0.684522,0.165079,[7 3] ; [32 10],[7.5 2.5] ; [31.5 10.5],0
v2,1,0.711531,0.136752,[5 4] ; [19 20],[4.5 4.5] ; [19.5 19.5],0
n2,1,0.761001,0.092517,[6 1] ; [8 2],[5.76470588 1.23529412] ; [8.23529412 1.76470588],0
p11,1,0.797205,0.066032,[8 2] ; [32 10],[7.69230769 2.30769231] ; [32.30769231  9.69230769],0
b5,1,0.800315,0.063978,[6 4] ; [27 15],[6.34615385 3.65384615] ; [26.65384615 15.34615385],0
d5,1,0.802271,0.062705,[8 2] ; [35  7],[8.26923077 1.73076923] ; [34.73076923  7.26923077],0
p6,1,0.839955,0.040784,[3 7] ; [14 28],[3.26923077 6.73076923] ; [13.73076923 28.26923077],0
a5,1,0.839955,0.040784,[7 3] ; [28 14],[6.73076923 3.26923077] ; [28.26923077 13.73076923],0
b4,1,0.869451,0.027013,[6 4] ; [24 18],[5.76923077 4.23076923] ; [24.23076923 17.76923077],0
p5,1,0.884458,0.021118,[1 8] ; [ 4 38],[0.88235294 8.11764706] ; [ 4.11764706 37.88235294],0
a3,1,0.911402,0.012381,[6 4] ; [26 16],[6.15384615 3.84615385] ; [25.84615385 16.15384615],0
d4,1,0.945247,0.004717,[8 2] ; [34  8],[8.07692308 1.92307692] ; [33.92307692  8.07692308],0
p1,1,0.963385,0.002107,[1 9] ; [ 4 38],[0.96153846 9.03846154] ; [ 4.03846154 37.96153846],0
