Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,64.673531,[179 156] ; [ 29 146],[136.62745098 198.37254902] ; [ 71.37254902 103.62745098],1
a3,1,0.0,59.076959,[254  82] ; [ 71 102],[214.53831041 121.46168959] ; [110.46168959  62.53831041],1
d1,1,0.0,54.463798,[207 129] ; [ 48 128],[167.34375 168.65625] ; [87.65625 88.34375],1
d2,1,0.0,50.402743,[171 162] ; [ 33 142],[133.72440945 199.27559055] ; [ 70.27559055 104.72440945],1
a6,1,0.0,35.064357,[259  76] ; [91 85],[229.45205479 105.54794521] ; [120.54794521  55.45205479],1
u1,1,0.0,29.229299,[ 62 274] ; [  3 173],[ 42.65625 293.34375] ; [ 22.34375 153.65625],1
d5,1,0.0,26.50351,[279  56] ; [110  65],[255.51960784  79.48039216] ; [133.48039216  41.51960784],1
r1,1,3e-06,21.594303,[273  61] ; [111  65],[251.48235294  82.51764706] ; [132.51764706  43.48235294],1
d4,1,4e-06,21.475199,[282  53] ; [116  59],[261.43137255  73.56862745] ; [136.56862745  38.43137255],1
n4,1,1.9e-05,18.243854,[257  79] ; [102  73],[236.05479452  99.94520548] ; [122.94520548  52.05479452],1
d3,1,3.5e-05,17.124715,[244  91] ; [95 79],[223.11394892 111.88605108] ; [115.88605108  58.11394892],1
r4,1,0.000219,13.664646,[306  30] ; [140  36],[292.6875  43.3125] ; [153.3125  22.6875],1
v2,1,0.001829,9.713592,[180 142] ; [69 99],[163.62857143 158.37142857] ; [85.37142857 82.62857143],0
r2,1,0.001895,9.648093,[320  14] ; [155  20],[311.68958743  22.31041257] ; [163.31041257  11.68958743],0
p10,1,0.00191,9.634052,[259  71] ; [113  59],[244.54183267  85.45816733] ; [127.45816733  44.54183267],0
p4,1,0.003821,8.367077,[186 146] ; [73 99],[170.61111111 161.38888889] ; [88.38888889 83.61111111],0
a7,1,0.009791,6.672525,[258  78] ; [115  59],[245.74117647  90.25882353] ; [127.25882353  46.74117647],0
n5,1,0.014506,5.975447,[242  92] ; [107  66],[229.91321499 104.08678501] ; [119.08678501  53.91321499],0
p8,1,0.014521,5.973716,[167 162] ; [ 68 105],[154.01394422 174.98605578] ; [80.98605578 92.01394422],0
p3,1,0.032221,4.586716,[148 183] ; [ 61 114],[136.7173913 194.2826087] ; [ 72.2826087 102.7173913],0
s7,1,0.035484,4.421736,[ 90 229] ; [ 33 136],[ 80.40368852 238.59631148] ; [ 42.59631148 126.40368852],0
p2,1,0.046422,3.966215,[275  57] ; [132  43],[266.51676529  65.48323471] ; [140.48323471  34.51676529],0
p9,1,0.063053,3.455194,[264  65] ; [124  46],[255.81563126  73.18436874] ; [132.18436874  37.81563126],0
v1,1,0.06422,3.424899,[161 169] ; [ 69 103],[151.19521912 178.80478088] ; [78.80478088 93.19521912],0
b3,1,0.099134,2.719416,[ 62 120] ; [21 66],[ 56.15613383 125.84386617] ; [26.84386617 60.15613383],0
b2,1,0.099134,2.719416,[ 62 120] ; [21 66],[ 56.15613383 125.84386617] ; [26.84386617 60.15613383],0
v3,1,0.103719,2.647409,[114 209] ; [ 48 123],[105.92307692 217.07692308] ; [ 56.07692308 114.92307692],0
p12,1,0.118756,2.433653,[ 20 311] ; [  5 169],[ 16.38613861 314.61386139] ; [  8.61386139 165.38613861],0
n6,1,0.125274,2.350115,[276  60] ; [133  41],[269.45882353  66.54117647] ; [139.54117647  34.45882353],0
r3,1,0.150431,2.067874,[318  18] ; [158  15],[314.21611002  21.78388998] ; [161.78388998  11.21611002],0
s6,1,0.152793,2.044139,[178 151] ; [81 90],[170.422 158.578] ; [88.578 82.422],0
b4,1,0.172962,1.857082,[189 147] ; [110  66],[196.21875 139.78125] ; [102.78125  73.21875],0
p11,1,0.197288,1.662338,[258  78] ; [126  50],[252.  84.] ; [132.  44.],0
p1,1,0.218956,1.511198,[ 27 307] ; [  9 166],[ 23.62278978 310.37721022] ; [ 12.37721022 162.62278978],0
a1,1,0.239675,1.382506,[ 17 319] ; [  5 171],[ 14.4375 321.5625] ; [  7.5625 168.4375],0
b1,1,0.371981,0.797037,[128 208] ; [ 60 116],[123.375 212.625] ; [ 64.625 111.375],0
s5,1,0.376021,0.78367,[ 83 242] ; [ 38 135],[ 78.96586345 246.03413655] ; [ 42.03413655 130.96586345],0
p5,1,0.393123,0.729262,[ 28 305] ; [ 11 164],[ 25.56496063 307.43503937] ; [ 13.43503937 161.56496063],0
n2,1,0.434275,0.611364,[61 18] ; [37 15],[59.09923664 19.90076336] ; [38.90076336 13.09923664],0
u3,1,0.451522,0.566828,[46 34] ; [54 50],[43.47826087 36.52173913] ; [56.52173913 47.47826087],0
s2,1,0.480813,0.497019,[115 218] ; [ 55 120],[111.43700787 221.56299213] ; [ 58.56299213 116.43700787],0
s4,1,0.502844,0.448929,[ 48 283] ; [ 29 144],[ 50.56944444 280.43055556] ; [ 26.43055556 146.56944444],0
n1,1,0.512838,0.428272,[22 55] ; [18 35],[23.69230769 53.30769231] ; [16.30769231 36.69230769],0
s3,1,0.534771,0.385317,[131 200] ; [73 99],[134.24254473 196.75745527] ; [ 69.75745527 102.24254473],0
n3,1,0.643827,0.213772,[58 19] ; [38 15],[56.86153846 20.13846154] ; [39.13846154 13.86153846],0
b5,1,0.689925,0.159166,[202 134] ; [109  67],[204.09375 131.90625] ; [106.90625  69.09375],0
u2,1,0.734077,0.115401,[42 39] ; [56 47],[43.14130435 37.85869565] ; [54.85869565 48.14130435],0
s1,1,0.759123,0.094023,[ 10 323] ; [  6 165],[ 10.57142857 322.42857143] ; [  5.42857143 165.57142857],0
p6,1,0.829773,0.046222,[ 91 237] ; [ 49 122],[ 92.0240481 235.9759519] ; [ 47.9759519 123.0240481],0
p7,1,0.892063,0.018413,[189 140] ; [97 70],[189.70564516 139.29435484] ; [96.29435484 70.70564516],0
a8,1,0.930588,0.007587,[ 32 271] ; [ 17 148],[ 31.72435897 271.27564103] ; [ 17.27564103 147.72435897],0
