Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,41.668337,[260  97] ; [35 59],[233.51441242 123.48558758] ; [61.48558758 32.51441242],1
d2,1,0.0,40.81386,[215 141] ; [22 72],[187.49333333 168.50666667] ; [49.50666667 44.49333333],1
a3,1,0.0,30.500107,[286  71] ; [49 45],[265.17738359  91.82261641] ; [69.82261641 24.17738359],1
a4,1,0.0,27.608094,[195 160] ; [23 71],[172.36080178 182.63919822] ; [45.63919822 48.36080178],1
u1,1,1e-06,24.414801,[ 90 267] ; [ 2 92],[ 72.8248337 284.1751663] ; [19.1751663 74.8248337],1
d4,1,5e-06,20.812195,[317  39] ; [66 28],[302.99555556  53.00444444] ; [80.00444444 13.99555556],1
r1,1,0.000155,14.30803,[304  50] ; [65 29],[291.57589286  62.42410714] ; [77.42410714 16.57589286],1
d3,1,0.00129,10.357312,[272  85] ; [56 38],[259.63636364  97.36363636] ; [68.36363636 25.63636364],0
d5,1,0.001516,10.058786,[312  44] ; [70 24],[302.20444444  53.79555556] ; [79.79555556 14.20444444],0
p10,1,0.002914,8.860814,[329  25] ; [78 16],[321.60267857  32.39732143] ; [85.39732143  8.60267857],0
n4,1,0.003401,8.578962,[310  47] ; [70 24],[300.79822616  56.20177384] ; [79.20177384 14.79822616],0
a6,1,0.008966,6.829495,[262  95] ; [56 38],[251.72062084 105.27937916] ; [66.27937916 27.72062084],0
b3,1,0.027309,4.871164,[106 138] ; [15 40],[ 98.74247492 145.25752508] ; [22.25752508 32.74247492],0
b2,1,0.027309,4.871164,[106 138] ; [15 40],[ 98.74247492 145.25752508] ; [22.25752508 32.74247492],0
a1,1,0.027953,4.830953,[ 25 332] ; [ 1 93],[ 20.58093126 336.41906874] ; [ 5.41906874 88.58093126],0
s8,1,0.028814,4.778707,[188 166] ; [38 56],[178.58035714 175.41964286] ; [47.41964286 46.58035714],0
p9,1,0.029172,4.757439,[328  27] ; [80 14],[322.58351893  32.41648107] ; [85.41648107  8.58351893],0
n1,1,0.031567,4.621867,[19 39] ; [11  7],[22.89473684 35.10526316] ; [ 7.10526316 10.89473684],0
