Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.969817,[49  9] ; [68 77],[33.42857143 24.57142857] ; [83.57142857 61.42857143],1
s2,1,5e-06,20.912052,[39 19] ; [47 99],[24.45098039 33.54901961] ; [61.54901961 84.45098039],1
s4,1,0.000296,13.095547,[21 37] ; [ 20 126],[11.65686275 46.34313725] ; [ 29.34313725 116.65686275],1
s7,1,0.004153,8.215721,[29 26] ; [43 97],[20.30769231 34.69230769] ; [51.69230769 88.30769231],0
s3,1,0.008614,6.901174,[36 22] ; [60 84],[27.56435644 30.43564356] ; [68.43564356 75.56435644],0
a1,1,0.009298,6.764667,[ 6 52] ; [  3 143],[ 2.55882353 55.44117647] ; [  6.44117647 139.55882353],0
p6,1,0.012101,6.296003,[23 33] ; [ 33 109],[15.83838384 40.16161616] ; [ 40.16161616 101.83838384],0
n4,1,0.012923,6.179607,[16 42] ; [68 78],[23.88235294 34.11764706] ; [60.11764706 85.88235294],0
p10,1,0.020141,5.399671,[45 12] ; [89 55],[38. 19.] ; [96. 48.],0
p5,1,0.02199,5.246593,[ 6 51] ; [  4 141],[ 2.82178218 54.17821782] ; [  7.17821782 137.82178218],0
p12,1,0.027916,4.833217,[ 5 52] ; [  3 142],[ 2.25742574 54.74257426] ; [  5.74257426 139.25742574],0
s1,1,0.029306,4.749554,[ 5 53] ; [  3 143],[ 2.2745098 55.7254902] ; [  5.7254902 140.2745098],0
d4,1,0.033046,4.54339,[53  5] ; [115  31],[47.76470588 10.23529412] ; [120.23529412  25.76470588],0
b4,1,0.041792,4.143599,[43 15] ; [86 60],[36.67647059 21.32352941] ; [92.32352941 53.67647059],0
a6,1,0.043169,4.088783,[31 27] ; [100  46],[37.24509804 20.75490196] ; [93.75490196 52.24509804],0
p1,1,0.045295,4.00761,[ 8 49] ; [  8 136],[ 4.53731343 52.46268657] ; [ 11.46268657 132.53731343],0
s8,1,0.058182,3.588465,[26 32] ; [ 45 101],[20.18627451 37.81372549] ; [50.81372549 95.18627451],0
n1,1,0.061613,3.493433,[ 8 10] ; [ 8 31],[ 5.05263158 12.94736842] ; [10.94736842 28.05263158],0
u1,1,0.065439,3.393886,[11 47] ; [ 14 132],[ 7.10784314 50.89215686] ; [ 17.89215686 128.10784314],0
b2,1,0.093288,2.816694,[13 19] ; [20 61],[ 9.34513274 22.65486726] ; [23.65486726 57.34513274],0
b3,1,0.093288,2.816694,[13 19] ; [20 61],[ 9.34513274 22.65486726] ; [23.65486726 57.34513274],0
p3,1,0.093661,2.810298,[28 29] ; [53 93],[22.74384236 34.25615764] ; [58.25615764 87.74384236],0
p9,1,0.120692,2.40832,[45 11] ; [100  44],[40.6 15.4] ; [104.4  39.6],0
b1,1,0.129798,2.294924,[15 43] ; [54 92],[19.61764706 38.38235294] ; [49.38235294 96.61764706],0
a2,1,0.215519,1.533961,[12 46] ; [ 20 126],[ 9.09803922 48.90196078] ; [ 22.90196078 123.09803922],0
n6,1,0.22973,1.442535,[41 16] ; [92 54],[37.34482759 19.65517241] ; [95.65517241 50.34482759],0
p4,1,0.256967,1.285023,[29 28] ; [61 84],[25.3960396 31.6039604] ; [64.6039604 80.3960396],0
a5,1,0.313614,1.015394,[42 16] ; [95 51],[38.95098039 19.04901961] ; [98.04901961 47.95098039],0
d2,1,0.325498,0.966725,[27 31] ; [57 89],[23.88235294 34.11764706] ; [60.11764706 85.88235294],0
v1,1,0.331507,0.943004,[24 33] ; [49 92],[21.01515152 35.98484848] ; [51.98484848 89.01515152],0
d5,1,0.332243,0.940137,[48 10] ; [111  34],[45.42857143 12.57142857] ; [113.57142857  31.42857143],0
a4,1,0.339165,0.913583,[24 34] ; [50 96],[21.03921569 36.96078431] ; [52.96078431 93.03921569],0
p11,1,0.367736,0.811301,[38 20] ; [105  41],[40.65686275 17.34313725] ; [102.34313725  43.65686275],0
u2,1,0.387406,0.747068,[10  9] ; [32 18],[11.56521739  7.43478261] ; [30.43478261 19.56521739],0
r2,1,0.394509,0.725,[55  3] ; [141   4],[56.  2.] ; [140.   5.],0
r1,1,0.416559,0.660004,[44 13] ; [120  26],[46.04926108 10.95073892] ; [117.95073892  28.04926108],0
u3,1,0.431126,0.619789,[11  8] ; [34 16],[12.39130435  6.60869565] ; [32.60869565 17.39130435],0
b5,1,0.447908,0.575941,[32 26] ; [89 57],[34.40196078 23.59803922] ; [86.59803922 59.40196078],0
p2,1,0.520286,0.413326,[42 15] ; [113  32],[43.73762376 13.26237624] ; [111.26237624  33.73762376],0
p7,1,0.533068,0.38854,[34 22] ; [81 64],[32.039801 23.960199] ; [82.960199 62.039801],0
a7,1,0.536472,0.382118,[42 16] ; [111  34],[43.71428571 14.28571429] ; [109.28571429  35.71428571],0
v3,1,0.560868,0.338204,[19 38] ; [39 95],[17.30890052 39.69109948] ; [40.69109948 93.30890052],0
p8,1,0.646992,0.209714,[26 31] ; [61 84],[24.54950495 32.45049505] ; [62.45049505 82.54950495],0
v4,1,0.666246,0.186025,[56  2] ; [138   7],[55.42857143  2.57142857] ; [138.57142857   6.42857143],0
a3,1,0.699103,0.149407,[39 19] ; [94 52],[37.81372549 20.18627451] ; [95.18627451 50.81372549],0
a8,1,0.701827,0.146578,[ 3 49] ; [ 10 126],[ 3.59574468 48.40425532] ; [  9.40425532 126.59574468],0
d1,1,0.753363,0.098726,[32 26] ; [77 69],[30.99019608 27.00980392] ; [78.00980392 67.99019608],0
d3,1,0.882823,0.021724,[41 17] ; [104  41],[41.42857143 16.57142857] ; [103.57142857  41.42857143],0
n3,1,0.903675,0.014646,[14  4] ; [29  9],[13.82142857  4.17857143] ; [29.17857143  8.82142857],0
n2,1,0.908144,0.013312,[13  5] ; [28 10],[13.17857143  4.82142857] ; [27.82142857 10.17857143],0
v2,1,0.989738,0.000165,[30 28] ; [71 66],[30.04102564 27.95897436] ; [70.95897436 66.04102564],0
