Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.007886,7.059137,[19 14] ; [25 56],[12.73684211 20.26315789] ; [31.26315789 49.73684211],0
a3,1,0.010871,6.486289,[27  8] ; [42 39],[20.81896552 14.18103448] ; [48.18103448 32.81896552],0
s6,1,0.01475,5.946078,[16 19] ; [19 63],[10.47008547 24.52991453] ; [24.52991453 57.47008547],0
s7,1,0.027744,4.843897,[11 22] ; [12 68],[ 6.71681416 26.28318584] ; [16.28318584 63.71681416],0
b1,1,0.053147,3.739293,[13 22] ; [47 36],[17.79661017 17.20338983] ; [42.20338983 40.79661017],0
v4,1,0.069101,3.304241,[29  6] ; [55 28],[24.91525424 10.08474576] ; [59.08474576 23.91525424],0
s8,1,0.077295,3.120884,[10 25] ; [12 70],[ 6.58119658 28.41880342] ; [15.41880342 66.58119658],0
p5,1,0.080366,3.057491,[ 5 30] ; [ 4 78],[ 2.69230769 32.30769231] ; [ 6.30769231 75.69230769],0
r4,1,0.10473,2.631998,[25 10] ; [46 37],[21.05932203 13.94067797] ; [49.94067797 33.05932203],0
p10,1,0.106717,2.602177,[19 15] ; [32 49],[15.07826087 18.92173913] ; [35.92173913 45.07826087],0
p12,1,0.129081,2.303528,[ 3 32] ; [ 2 81],[ 1.48305085 33.51694915] ; [ 3.51694915 79.48305085],0
v1,1,0.136312,2.219103,[11 23] ; [16 66],[ 7.9137931 26.0862069] ; [19.0862069 62.9137931],0
r2,1,0.183928,1.765595,[30  4] ; [62 18],[27.43859649  6.56140351] ; [64.56140351 15.43859649],0
p9,1,0.190283,1.715422,[19 16] ; [32 46],[15.79646018 19.20353982] ; [35.20353982 42.79646018],0
n6,1,0.206795,1.593721,[26  9] ; [51 31],[23.03418803 11.96581197] ; [53.96581197 28.03418803],0
s3,1,0.21971,1.506262,[ 4 31] ; [17 64],[ 6.3362069 28.6637931] ; [14.6637931 66.3362069],0
a7,1,0.226029,1.465678,[24 11] ; [47 36],[21.05932203 13.94067797] ; [49.94067797 33.05932203],0
r3,1,0.241122,1.374022,[27  8] ; [55 28],[24.3220339 10.6779661] ; [57.6779661 25.3220339],0
u2,1,0.241567,1.371429,[5 3] ; [16 24],[3.5 4.5] ; [17.5 22.5],0
r1,1,0.248316,1.332754,[23 12] ; [45 38],[20.16949153 14.83050847] ; [47.83050847 35.16949153],0
u3,1,0.273845,1.197385,[5 3] ; [17 24],[3.59183673 4.40816327] ; [18.40816327 22.59183673],0
a4,1,0.284614,1.144923,[11 24] ; [34 47],[13.57758621 21.42241379] ; [31.42241379 49.57758621],0
n3,1,0.292535,1.10792,[3 5] ; [22 16],[4.34782609 3.65217391] ; [20.65217391 17.34782609],0
d3,1,0.313591,1.015491,[20 15] ; [39 44],[17.5 17.5] ; [41.5 41.5],0
p11,1,0.334768,0.930367,[19 16] ; [37 46],[16.61016949 18.38983051] ; [39.38983051 43.61016949],0
a1,1,0.336719,0.922883,[ 5 30] ; [ 7 76],[ 3.55932203 31.44067797] ; [ 8.44067797 74.55932203],0
p4,1,0.361417,0.832964,[ 9 24] ; [16 66],[ 7.17391304 25.82608696] ; [17.82608696 64.17391304],0
s4,1,0.441741,0.591756,[ 5 29] ; [ 8 74],[ 3.81034483 30.18965517] ; [ 9.18965517 72.81034483],0
p1,1,0.454341,0.559799,[ 4 31] ; [ 6 77],[ 2.96610169 32.03389831] ; [ 7.03389831 75.96610169],0
p6,1,0.489571,0.477468,[ 5 30] ; [ 8 73],[ 3.92241379 31.07758621] ; [ 9.07758621 71.92241379],0
a6,1,0.530417,0.393593,[22 13] ; [47 36],[20.46610169 14.53389831] ; [48.53389831 34.46610169],0
n1,1,0.604319,0.268531,[3 5] ; [19 21],[3.66666667 4.33333333] ; [18.33333333 21.66666667],0
n2,1,0.613187,0.25556,[6 3] ; [23 17],[5.32653061 3.67346939] ; [23.67346939 16.32653061],0
a2,1,0.616538,0.250764,[ 5 30] ; [15 68],[ 5.93220339 29.06779661] ; [14.06779661 68.93220339],0
d1,1,0.680781,0.169248,[15 20] ; [39 44],[16.01694915 18.98305085] ; [37.98305085 45.01694915],0
n5,1,0.680994,0.169009,[24 11] ; [53 29],[23.03418803 11.96581197] ; [53.96581197 28.03418803],0
p7,1,0.731115,0.11809,[ 9 25] ; [19 62],[ 8.27826087 25.72173913] ; [19.72173913 61.27826087],0
d5,1,0.75211,0.099767,[23 12] ; [52 31],[22.24576271 12.75423729] ; [52.75423729 30.24576271],0
n4,1,0.75211,0.099767,[23 12] ; [52 31],[22.24576271 12.75423729] ; [52.75423729 30.24576271],0
s1,1,0.764988,0.089363,[ 2 33] ; [ 6 77],[ 2.37288136 32.62711864] ; [ 5.62711864 77.37288136],0
d2,1,0.774369,0.082176,[17 18] ; [37 44],[16.29310345 18.70689655] ; [37.70689655 43.29310345],0
b5,1,0.781525,0.076914,[18 17] ; [45 38],[18.68644068 16.31355932] ; [44.31355932 38.68644068],0
d4,1,0.784875,0.074514,[24 11] ; [59 24],[24.61864407 10.38135593] ; [58.38135593 24.61864407],0
p8,1,0.797323,0.065953,[ 8 27] ; [17 65],[ 7.47863248 27.52136752] ; [17.52136752 64.47863248],0
a5,1,0.827144,0.047684,[21 14] ; [48 35],[20.46610169 14.53389831] ; [48.53389831 34.46610169],0
u1,1,0.855494,0.033165,[ 3 32] ; [ 8 75],[ 3.26271186 31.73728814] ; [ 7.73728814 75.26271186],0
b2,1,0.92089,0.009863,[10 16] ; [21 32],[10.20253165 15.79746835] ; [20.79746835 32.20253165],0
b3,1,0.92089,0.009863,[10 16] ; [21 32],[10.20253165 15.79746835] ; [20.79746835 32.20253165],0
b4,1,0.944887,0.004779,[20 15] ; [48 35],[20.16949153 14.83050847] ; [47.83050847 35.16949153],0
s5,1,0.959104,0.002629,[ 5 30] ; [11 68],[ 4.9122807 30.0877193] ; [11.0877193 67.9122807],0
a8,1,0.959301,0.002604,[ 3 28] ; [ 8 72],[ 3.07207207 27.92792793] ; [ 7.92792793 72.07207207],0
p3,1,0.99054,0.000141,[ 9 26] ; [21 61],[ 8.97435897 26.02564103] ; [21.02564103 60.97435897],0
