Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,184.809409,[169  23] ; [ 53 186],[98.89559165 93.10440835] ; [123.10440835 115.89559165],1
s6,1,0.0,82.710168,[164  26] ; [104 135],[118.69463869  71.30536131] ; [149.30536131  89.69463869],1
s7,1,0.0,64.742803,[123  63] ; [ 60 166],[ 82.61650485 103.38349515] ; [100.38349515 125.61650485],1
s8,1,0.0,61.185147,[112  81] ; [ 51 188],[ 72.82175926 120.17824074] ; [ 90.17824074 148.82175926],1
s5,1,0.0,32.305982,[ 81 106] ; [ 43 195],[ 54.56 132.44] ; [ 69.44 168.56],1
v3,1,0.000279,13.207933,[89 97] ; [ 70 160],[ 71.09134615 114.90865385] ; [ 87.90865385 142.09134615],1
s4,1,0.000367,12.691473,[ 39 154] ; [ 20 219],[ 26.3587963 166.6412037] ; [ 32.6412037 206.3587963],1
v4,1,0.002188,9.384964,[186   6] ; [212  26],[177.71162791  14.28837209] ; [220.28837209  17.71162791],0
r4,1,0.002894,8.873098,[179  15] ; [199  42],[168.57931034  25.42068966] ; [209.42068966  31.57931034],0
r3,1,0.003247,8.663277,[186   7] ; [212  27],[177.81018519  15.18981481] ; [220.18981481  18.81018519],0
r2,1,0.00649,7.408933,[186   6] ; [212  23],[178.96018735  13.03981265] ; [219.03981265  15.96018735],0
p4,1,0.006962,7.282854,[108  85] ; [103 137],[94.04849885 98.95150115] ; [116.95150115 123.04849885],0
d1,1,0.011291,6.418971,[131  63] ; [134 107],[118.18390805  75.81609195] ; [146.81609195  94.18390805],0
a3,1,0.01133,6.412883,[164  30] ; [179  61],[153.32258065  40.67741935] ; [189.67741935  50.32258065],0
u1,1,0.020039,5.408455,[ 46 148] ; [ 36 205],[ 36.57011494 157.42988506] ; [ 45.42988506 195.57011494],0
p9,1,0.021176,5.312262,[163  30] ; [178  58],[153.41025641  39.58974359] ; [187.58974359  48.41025641],0
v2,1,0.022087,5.238937,[114  69] ; [119 114],[102.49759615  80.50240385] ; [130.50240385 102.49759615],0
p2,1,0.02718,4.879313,[158  36] ; [173  66],[148.30023095  45.69976905] ; [182.69976905  56.30023095],0
d4,1,0.028555,4.794247,[171  22] ; [195  46],[162.76036866  30.23963134] ; [203.23963134  37.76036866],0
p10,1,0.039225,4.251106,[157  36] ; [175  65],[147.98152425  45.01847575] ; [184.01847575  55.98152425],0
u4,1,0.043014,4.094838,[  7 187] ; [  2 239],[  4.0137931 189.9862069] ; [  4.9862069 236.0137931],0
v1,1,0.04363,4.070833,[101  84] ; [105 130],[90.73809524 94.26190476] ; [115.26190476 119.73809524],0
p12,1,0.046775,3.953477,[ 16 178] ; [  9 230],[ 11.20092379 182.79907621] ; [ 13.79907621 225.20092379],0
p5,1,0.053838,3.717709,[  9 182] ; [ 23 216],[ 14.21395349 176.78604651] ; [ 17.78604651 221.21395349],0
p3,1,0.067611,3.340087,[ 90 103] ; [ 91 149],[ 80.67667436 112.32332564] ; [100.32332564 139.67667436],0
n3,1,0.081755,3.029655,[42 11] ; [40 22],[37.79130435 15.20869565] ; [44.20869565 17.79130435],0
a2,1,0.096891,2.755985,[ 64 130] ; [ 62 179],[ 56.19310345 137.80689655] ; [ 69.80689655 171.19310345],0
n6,1,0.123989,2.366188,[157  33] ; [183  56],[150.58275058  39.41724942] ; [189.41724942  49.58275058],0
d2,1,0.141429,2.162343,[113  80] ; [123 116],[105.43518519  87.56481481] ; [130.56481481 108.43518519],0
a8,1,0.15209,2.051167,[ 31 146] ; [ 27 191],[ 25.98987342 151.01012658] ; [ 32.01012658 185.98987342],0
r1,1,0.202011,1.627775,[161  30] ; [190  49],[155.90930233  35.09069767] ; [195.09069767  43.90930233],0
s1,1,0.207125,1.591408,[  8 183] ; [  5 234],[  5.7744186 185.2255814] ; [  7.2255814 231.7744186],0
u3,1,0.223161,1.483926,[18 11] ; [30 32],[15.2967033 13.7032967] ; [32.7032967 29.2967033],0
n2,1,0.262232,1.256936,[41 11] ; [46 20],[38.33898305 13.66101695] ; [48.66101695 17.33898305],0
p11,1,0.321737,0.981872,[152  42] ; [179  62],[147.6183908  46.3816092] ; [183.3816092  57.6183908],0
a4,1,0.345567,0.889671,[103  91] ; [116 123],[98.12009238 95.87990762] ; [120.87990762 118.12009238],0
d5,1,0.389298,0.741133,[166  27] ; [200  41],[162.76036866  30.23963134] ; [203.23963134  37.76036866],0
b4,1,0.467539,0.527786,[113  81] ; [132 109],[109.26436782  84.73563218] ; [135.73563218 105.26436782],0
p7,1,0.480002,0.498858,[101  88] ; [119 119],[97.37704918 91.62295082] ; [122.62295082 115.37704918],0
n1,1,0.4815,0.495465,[19 32] ; [28 36],[20.84347826 30.15652174] ; [26.15652174 37.84347826],0
b1,1,0.490295,0.47588,[ 71 123] ; [ 96 145],[ 74.47816092 119.52183908] ; [ 92.52183908 148.47816092],0
p1,1,0.502382,0.449901,[ 10 184] ; [ 16 223],[ 11.64896074 182.35103926] ; [ 14.35103926 224.64896074],0
n4,1,0.547199,0.362359,[148  44] ; [179  61],[145.33333333  46.66666667] ; [181.66666667  58.33333333],0
a1,1,0.600859,0.273703,[ 11 183] ; [ 11 230],[  9.81149425 184.18850575] ; [ 12.18850575 228.81149425],0
a6,1,0.613037,0.255776,[140  53] ; [180  61],[142.30414747  50.69585253] ; [177.69585253  63.30414747],0
a7,1,0.653092,0.202024,[142  52] ; [171  69],[139.9124424  54.0875576] ; [173.0875576  66.9124424],0
u2,1,0.699248,0.149255,[16 13] ; [31 30],[15.14444444 13.85555556] ; [31.85555556 29.14444444],0
n5,1,0.73868,0.11129,[141  50] ; [173  66],[139.4744186  51.5255814] ; [174.5255814  64.4744186],0
b5,1,0.75274,0.099243,[118  76] ; [143  98],[116.4  77.6] ; [144.6  96.4],0
b3,1,0.770528,0.085079,[44 77] ; [56 91],[45.14925373 75.85074627] ; [54.85074627 92.14925373],0
b2,1,0.770528,0.085079,[44 77] ; [56 91],[45.14925373 75.85074627] ; [54.85074627 92.14925373],0
d3,1,0.80594,0.060352,[130  63] ; [165  76],[131.18663594  61.81336406] ; [163.81336406  77.18663594],0
p8,1,0.945311,0.004706,[ 82 110] ; [102 135],[ 82.34965035 109.65034965] ; [101.65034965 135.34965035],0
