Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,167.383672,[444  85] ; [ 58 118],[376.67801418 152.32198582] ; [125.32198582  50.67801418],1
n6,1,0.0,47.4419,[452  78] ; [108  69],[419.8019802 110.1980198] ; [140.1980198  36.8019802],1
a5,1,0.0,31.800745,[406 127] ; [96 82],[376.32348805 156.67651195] ; [125.67651195  52.32348805],1
s7,1,0.0,28.681777,[235 271] ; [ 39 130],[205.39851852 300.60148148] ; [ 68.60148148 100.39851852],1
p10,1,1e-05,19.435251,[417 110] ; [110  66],[395.0625889 131.9374111] ; [131.9374111  44.0625889],1
v3,1,1.4e-05,18.875554,[217 298] ; [ 40 130],[193.2189781 321.7810219] ; [ 63.7810219 106.2189781],1
p11,1,3.4e-05,17.154346,[421 112] ; [113  65],[400.31223629 132.68776371] ; [133.68776371  44.31223629],1
r2,1,3.5e-05,17.150691,[496  27] ; [151  26],[483.40142857  39.59857143] ; [163.59857143  13.40142857],1
p6,1,4.9e-05,16.478619,[179 346] ; [ 31 143],[157.72532189 367.27467811] ; [ 52.27467811 121.72532189],1
d2,1,5.6e-05,16.233317,[273 255] ; [ 61 117],[249.79036827 278.20963173] ; [84.20963173 93.79036827],1
a4,1,0.000116,14.858675,[251 278] ; [ 55 123],[228.95898161 300.04101839] ; [ 77.04101839 100.95898161],1
s8,1,0.000122,14.759479,[224 307] ; [ 46 131],[202.5 328.5] ; [ 67.5 109.5],1
d5,1,0.000167,14.173485,[435  96] ; [122  56],[417.16078984 113.83921016] ; [139.83921016  38.16078984],1
r4,1,0.000171,14.124485,[469  64] ; [136  42],[453.53727145  79.46272855] ; [151.46272855  26.53727145],1
p4,1,0.000184,13.985033,[298 231] ; [ 71 106],[276.48866856 252.51133144] ; [92.51133144 84.48866856],1
p2,1,0.000223,13.624795,[438  93] ; [123  54],[420.75 110.25] ; [140.25  36.75],1
d1,1,0.00023,13.571711,[318 215] ; [ 78 100],[296.86075949 236.13924051] ; [99.13924051 78.86075949],1
a8,1,0.000248,13.424785,[ 85 395] ; [ 10 156],[ 70.58823529 409.41176471] ; [ 24.41176471 141.58823529],1
p3,1,0.000531,12.002412,[247 284] ; [ 56 121],[227.25 303.75] ; [ 75.75 101.25],1
u1,1,0.000716,11.448015,[ 99 434] ; [ 14 164],[ 84.71026723 448.28973277] ; [ 28.28973277 149.71026723],1
a3,1,0.000821,11.192317,[382 147] ; [104  73],[364.15580737 164.84419263] ; [121.84419263  55.15580737],1
n1,1,0.001088,10.670925,[50 58] ; [14 51],[39.95375723 68.04624277] ; [24.04624277 40.95375723],0
p9,1,0.001402,10.203775,[428  96] ; [123  52],[413.05293276 110.94706724] ; [137.94706724  37.05293276],0
a2,1,0.002293,9.299208,[137 396] ; [ 26 152],[122.19268636 410.80731364] ; [ 40.80731364 137.19268636],0
v1,1,0.004327,8.141267,[278 241] ; [ 71 102],[261.75 257.25] ; [87.25 85.75],0
r1,1,0.004588,8.035117,[423 107] ; [123  54],[409.30693069 120.69306931] ; [136.69306931  40.30693069],0
v2,1,0.00514,7.829575,[303 210] ; [79 90],[287.34017595 225.65982405] ; [94.65982405 74.34017595],0
s6,1,0.005918,7.575093,[317 210] ; [85 91],[301.35704125 225.64295875] ; [100.64295875  75.35704125],0
s2,1,0.008556,6.913289,[239 290] ; [ 60 117],[224.03824363 304.96175637] ; [ 74.96175637 102.03824363],0
p12,1,0.009533,6.720088,[ 36 492] ; [  3 175],[ 29.16713881 498.83286119] ; [  9.83286119 168.16713881],0
s3,1,0.010178,6.603474,[272 250] ; [ 72 104],[257.26074499 264.73925501] ; [86.73925501 89.26074499],0
p7,1,0.033284,4.531127,[315 207] ; [89 85],[303. 219.] ; [101.  73.],0
b3,1,0.038956,4.262784,[137 206] ; [23 60],[128.82629108 214.17370892] ; [31.17370892 51.82629108],0
b2,1,0.038956,4.262784,[137 206] ; [23 60],[128.82629108 214.17370892] ; [31.17370892 51.82629108],0
r3,1,0.049055,3.873479,[497  33] ; [159  19],[491.07344633  38.92655367] ; [164.92655367  13.07344633],0
d4,1,0.051197,3.801825,[434  96] ; [133  44],[425.04950495 104.95049505] ; [141.95049505  35.04950495],0
n2,1,0.108697,2.573068,[82 28] ; [41 24],[77.31428571 32.68571429] ; [45.68571429 19.31428571],0
p1,1,0.133047,2.256584,[ 38 492] ; [  7 169],[ 33.78186969 496.21813031] ; [ 11.21813031 164.78186969],0
a6,1,0.179429,1.80235,[366 165] ; [113  65],[358.74330042 172.25669958] ; [120.25669958  57.74330042],0
p8,1,0.22186,1.492298,[248 275] ; [ 75 103],[240.9828816 282.0171184] ; [82.0171184 95.9828816],0
n3,1,0.223417,1.482288,[77 30] ; [41 24],[73.40697674 33.59302326] ; [44.59302326 20.40697674],0
