Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.580239,[ 2 32] ; [72 37],[17.59440559 16.40559441] ; [56.40559441 52.59440559],1
v4,1,1e-06,23.67528,[16 18] ; [94 14],[26.33802817  7.66197183] ; [83.66197183 24.33802817],1
n6,1,4e-06,21.079709,[13 20] ; [88 21],[23.47183099  9.52816901] ; [77.52816901 31.47183099],1
p11,1,1.7e-05,18.491411,[10 24] ; [77 32],[20.68531469 13.31468531] ; [66.31468531 42.68531469],1
p9,1,3.7e-05,17.044753,[13 19] ; [85 23],[22.4  9.6] ; [75.6 32.4],1
p2,1,0.000132,14.612513,[12 22] ; [76 30],[21.37142857 12.62857143] ; [66.62857143 39.37142857],1
p10,1,0.000203,13.806954,[11 22] ; [73 32],[20.08695652 12.91304348] ; [63.91304348 41.08695652],1
n2,1,0.001179,10.523655,[3 9] ; [27  8],[7.65957447 4.34042553] ; [22.34042553 12.65957447],0
a1,1,0.003304,8.631524,[ 7 27] ; [  5 104],[ 2.85314685 31.14685315] ; [ 9.14685315 99.85314685],0
s6,1,0.005854,7.594753,[ 6 28] ; [47 60],[12.78014184 21.21985816] ; [40.21985816 66.78014184],0
b5,1,0.00673,7.343757,[15 19] ; [76 33],[21.63636364 12.36363636] ; [69.36363636 39.63636364],0
a7,1,0.01467,5.955618,[13 21] ; [67 41],[19.15492958 14.84507042] ; [60.84507042 47.15492958],0
d4,1,0.016001,5.802714,[16 18] ; [76 33],[21.87412587 12.12587413] ; [70.12587413 38.87412587],0
n3,1,0.019147,5.48805,[4 8] ; [25 10],[7.40425532 4.59574468] ; [21.59574468 13.40425532],0
d3,1,0.021232,5.307675,[12 22] ; [62 45],[17.84397163 16.15602837] ; [56.15602837 50.84397163],0
d5,1,0.023504,5.130885,[16 18] ; [74 34],[21.54929577 12.45070423] ; [68.45070423 39.54929577],0
v2,1,0.037101,4.345767,[ 6 27] ; [40 66],[10.92086331 22.07913669] ; [35.07913669 70.92086331],0
b2,1,0.037713,4.317923,[11 11] ; [14 41],[ 7.14285714 14.85714286] ; [17.85714286 37.14285714],0
b3,1,0.037713,4.317923,[11 11] ; [14 41],[ 7.14285714 14.85714286] ; [17.85714286 37.14285714],0
p1,1,0.048972,3.876326,[ 6 28] ; [  7 101],[ 3.11267606 30.88732394] ; [ 9.88732394 98.11267606],0
p6,1,0.053928,3.714933,[ 3 30] ; [26 79],[ 6.93478261 26.06521739] ; [22.06521739 82.93478261],0
s1,1,0.05442,3.699773,[ 3 31] ; [  2 106],[ 1.1971831 32.8028169] ; [  3.8028169 104.1971831],0
b1,1,0.058813,3.570555,[20 14] ; [44 65],[15.21678322 18.78321678] ; [48.78321678 60.21678322],0
s3,1,0.076346,3.141026,[ 7 25] ; [42 66],[11.2 20.8] ; [37.8 70.2],0
s2,1,0.12447,2.360157,[ 6 28] ; [34 75],[ 9.51048951 24.48951049] ; [30.48951049 78.51048951],0
r2,1,0.173044,1.856375,[21 12] ; [81 26],[24.04285714  8.95714286] ; [77.95714286 29.04285714],0
a8,1,0.173663,1.851034,[ 1 32] ; [11 91],[ 2.93333333 30.06666667] ; [ 9.06666667 92.93333333],0
v3,1,0.193321,1.692127,[ 5 29] ; [27 79],[ 7.77142857 26.22857143] ; [24.22857143 81.77142857],0
d1,1,0.199888,1.64319,[ 9 25] ; [42 67],[12.12587413 21.87412587] ; [38.87412587 70.12587413],0
n4,1,0.226972,1.459739,[23 11] ; [61 48],[19.97202797 14.02797203] ; [64.02797203 44.97202797],0
p8,1,0.247011,1.34013,[ 9 24] ; [41 66],[11.78571429 21.21428571] ; [38.21428571 68.78571429],0
p4,1,0.258469,1.276939,[10 24] ; [43 64],[12.78014184 21.21985816] ; [40.21985816 66.78014184],0
a6,1,0.265279,1.240996,[15 19] ; [60 49],[17.83216783 16.16783217] ; [57.16783217 51.83216783],0
n5,1,0.274059,1.196318,[24 10] ; [65 43],[21.30985915 12.69014085] ; [67.69014085 40.30985915],0
u3,1,0.304527,1.054265,[ 4 13] ; [20 34],[ 5.74647887 11.25352113] ; [18.25352113 35.74647887],0
d2,1,0.3856,0.752771,[15 18] ; [40 68],[12.87234043 20.12765957] ; [42.12765957 65.87234043],0
p7,1,0.41436,0.666257,[13 21] ; [49 57],[15.05714286 18.94285714] ; [46.94285714 59.05714286],0
p3,1,0.558337,0.342591,[ 9 25] ; [34 73],[10.36879433 23.63120567] ; [32.63120567 74.36879433],0
b4,1,0.617821,0.248942,[18 16] ; [63 46],[19.25874126 14.74125874] ; [61.74125874 47.25874126],0
v1,1,0.646503,0.210337,[10 24] ; [36 71],[11.09219858 22.90780142] ; [34.90780142 72.09219858],0
n1,1,0.649887,0.206042,[4 8] ; [ 9 25],[3.39130435 8.60869565] ; [ 9.60869565 24.39130435],0
a2,1,0.650085,0.205792,[ 2 32] ; [  9 100],[ 2.61538462 31.38461538] ; [  8.38461538 100.61538462],0
a4,1,0.663221,0.189634,[11 22] ; [32 77],[ 9.99295775 23.00704225] ; [33.00704225 75.99295775],0
p12,1,0.669514,0.182171,[ 1 33] ; [  5 103],[ 1.43661972 32.56338028] ; [  4.56338028 103.43661972],0
u1,1,0.675994,0.17467,[ 1 33] ; [  5 104],[ 1.42657343 32.57342657] ; [  4.57342657 104.42657343],0
u2,1,0.68861,0.160594,[ 6 11] ; [22 32],[ 6.70422535 10.29577465] ; [21.29577465 32.70422535],0
p5,1,0.791947,0.069581,[ 2 31] ; [  8 100],[ 2.34042553 30.65957447] ; [  7.65957447 100.34042553],0
a5,1,0.9035,0.014699,[16 18] ; [50 59],[15.69230769 18.30769231] ; [50.30769231 58.69230769],0
s5,1,0.923797,0.009149,[ 5 29] ; [16 88],[ 5.17391304 28.82608696] ; [15.82608696 88.17391304],0
s4,1,0.996904,1.5e-05,[ 5 29] ; [16 93],[ 4.99300699 29.00699301] ; [16.00699301 92.99300699],0
a3,1,1.0,0.0,[17 17] ; [54 54],[17. 17.] ; [54. 54.],0
