Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.812083,[264  82] ; [50 65],[235.670282 110.329718] ; [78.329718 36.670282],1
a6,1,0.0,38.124789,[268  78] ; [54 61],[241.67462039 104.32537961] ; [80.32537961 34.67462039],1
a2,1,3.1e-05,17.353275,[ 87 260] ; [  8 107],[ 71.35281385 275.64718615] ; [23.64718615 91.35281385],1
u1,1,0.0024,9.215078,[ 57 290] ; [  6 109],[ 47.31818182 299.68181818] ; [15.68181818 99.31818182],0
s2,1,0.006292,7.464794,[131 214] ; [27 86],[119.01746725 225.98253275] ; [38.98253275 74.01746725],0
b5,1,0.00713,7.239803,[224 123] ; [58 57],[211.80519481 135.19480519] ; [70.19480519 44.80519481],0
d1,1,0.008395,6.947179,[191 156] ; [47 68],[178.75757576 168.24242424] ; [59.24242424 55.75757576],0
d5,1,0.009605,6.706753,[278  68] ; [79 36],[267.94360087  78.05639913] ; [89.05639913 25.94360087],0
r1,1,0.010566,6.536842,[294  51] ; [86 29],[285.  60.] ; [95. 20.],0
d4,1,0.012999,6.169253,[286  60] ; [82 32],[276.8  69.2] ; [91.2 22.8],0
s5,1,0.013989,6.039541,[ 78 261] ; [38 71],[ 87.77678571 251.22321429] ; [28.22321429 80.77678571],0
p4,1,0.014754,5.945641,[196 148] ; [49 63],[184.8245614 159.1754386] ; [60.1754386 51.8245614],0
p10,1,0.014795,5.940694,[268  73] ; [76 37],[258.37885463  82.62114537] ; [85.62114537 27.37885463],0
p8,1,0.041507,4.155181,[173 167] ; [45 68],[163.62030905 176.37969095] ; [54.37969095 58.62030905],0
v4,1,0.043206,4.087317,[339   8] ; [106   7],[335.68478261  11.31521739] ; [109.31521739   3.68478261],0
n2,1,0.058268,3.585998,[52 18] ; [29  3],[55.58823529 14.41176471] ; [25.41176471  6.58823529],0
r2,1,0.070221,3.27784,[339   7] ; [108   6],[336.22173913   9.77826087] ; [110.77826087   3.22173913],0
a5,1,0.076339,3.141162,[245 102] ; [71 44],[237.34199134 109.65800866] ; [78.65800866 36.34199134],0
