Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,38.750801,[22 45] ; [114  34],[42.38139535 24.61860465] ; [93.61860465 54.38139535],1
d3,1,0.0,37.253917,[25 42] ; [118  30],[44.5627907 22.4372093] ; [98.4372093 49.5627907],1
a2,1,3.8e-05,16.949207,[ 4 63] ; [ 47 101],[15.89302326 51.10697674] ; [ 35.10697674 112.89302326],1
u1,1,7.5e-05,15.680826,[ 2 65] ; [ 38 110],[12.46511628 54.53488372] ; [ 27.53488372 120.46511628],1
b4,1,0.000246,13.445026,[27 40] ; [99 49],[39.26511628 27.73488372] ; [86.73488372 61.26511628],1
b5,1,0.000758,11.342224,[30 37] ; [102  46],[41.13488372 25.86511628] ; [90.86511628 57.13488372],1
d1,1,0.001079,10.687187,[31 36] ; [103  45],[41.75813953 25.24186047] ; [92.24186047 55.75813953],0
b1,1,0.002174,9.396462,[36 31] ; [ 47 101],[25.86511628 41.13488372] ; [57.13488372 90.86511628],0
r4,1,0.003458,8.548319,[55 12] ; [140   8],[60.76744186  6.23255814] ; [134.23255814  13.76744186],0
r1,1,0.003844,8.35604,[48 19] ; [129  18],[55.41588785 11.58411215] ; [121.58411215  25.41588785],0
n1,1,0.008389,6.948529,[11  7] ; [ 6 21],[ 6.8 11.2] ; [10.2 16.8],0
d5,1,0.025478,4.991088,[49 18] ; [127  21],[54.84651163 12.15348837] ; [121.15348837  26.84651163],0
r2,1,0.026168,4.944895,[57  8] ; [141   6],[60.70754717  4.29245283] ; [137.29245283   9.70754717],0
d4,1,0.036229,4.386295,[49 18] ; [126  22],[54.53488372 12.46511628] ; [120.46511628  27.53488372],0
p2,1,0.037234,4.339677,[50 16] ; [129  19],[55.20560748 10.79439252] ; [123.79439252  24.20560748],0
a8,1,0.058325,3.584383,[ 6 59] ; [ 26 105],[10.6122449 54.3877551] ; [ 21.3877551 109.6122449],0
s7,1,0.05848,3.579969,[52 13] ; [94 46],[46.29268293 18.70731707] ; [99.70731707 40.29268293],0
u3,1,0.080357,3.057673,[8 8] ; [29 10],[10.76363636  5.23636364] ; [26.23636364 12.76363636],0
b2,1,0.104326,2.638136,[25 27] ; [36 68],[20.33333333 31.66666667] ; [40.66666667 63.33333333],0
b3,1,0.104326,2.638136,[25 27] ; [36 68],[20.33333333 31.66666667] ; [40.66666667 63.33333333],0
n5,1,0.154605,2.026221,[56 11] ; [110  37],[51.97196262 15.02803738] ; [114.02803738  32.97196262],0
v2,1,0.172667,1.859634,[31 31] ; [85 56],[35.42857143 26.57142857] ; [80.57142857 60.42857143],0
a4,1,0.202532,1.624023,[25 42] ; [69 79],[29.29302326 37.70697674] ; [64.70697674 83.29302326],0
s1,1,0.245261,1.350095,[ 4 63] ; [  4 143],[ 2.5046729 64.4953271] ; [  5.4953271 141.5046729],0
s2,1,0.249984,1.323395,[45 22] ; [86 60],[41.20657277 25.79342723] ; [89.79342723 56.20657277],0
v3,1,0.301504,1.067532,[31 32] ; [58 82],[27.62068966 35.37931034] ; [61.37931034 78.62068966],0
d2,1,0.361038,0.834278,[34 33] ; [85 63],[37.08372093 29.91627907] ; [81.91627907 66.08372093],0
r3,1,0.379467,0.772429,[63  4] ; [143   5],[64.19534884  2.80465116] ; [141.80465116   6.19534884],0
p9,1,0.388851,0.742533,[56 10] ; [130  16],[57.90566038  8.09433962] ; [128.09433962  17.90566038],0
n4,1,0.410569,0.677153,[57 10] ; [119  29],[54.84651163 12.15348837] ; [121.15348837  26.84651163],0
p8,1,0.512704,0.428544,[37 28] ; [76 70],[34.81042654 30.18957346] ; [78.18957346 67.81042654],0
v4,1,0.520672,0.412563,[62  4] ; [142   6],[62.91588785  3.08411215] ; [141.08411215   6.91588785],0
u2,1,0.536637,0.381809,[10  6] ; [27 11],[10.96296296  5.03703704] ; [26.03703704 11.96296296],0
u4,1,0.554106,0.350013,[ 2 65] ; [  7 141],[ 2.80465116 64.19534884] ; [  6.19534884 141.80465116],0
a1,1,0.554106,0.350013,[ 2 65] ; [  7 141],[ 2.80465116 64.19534884] ; [  6.19534884 141.80465116],0
p5,1,0.55447,0.34937,[ 5 60] ; [ 15 131],[ 6.16113744 58.83886256] ; [ 13.83886256 132.16113744],0
a5,1,0.603314,0.270026,[48 19] ; [111  37],[49.54883721 17.45116279] ; [109.45116279  38.54883721],0
v1,1,0.604215,0.268686,[32 32] ; [76 65],[33.71707317 30.28292683] ; [74.28292683 66.71707317],0
n2,1,0.607391,0.263992,[12  7] ; [19  8],[12.80434783  6.19565217] ; [18.19565217  8.80434783],0
p3,1,0.648987,0.207179,[38 29] ; [79 69],[36.46046512 30.53953488] ; [80.53953488 67.46046512],0
p7,1,0.670246,0.181315,[44 22] ; [91 52],[42.63157895 23.36842105] ; [92.36842105 50.63157895],0
p1,1,0.678622,0.171681,[ 6 60] ; [ 11 137],[ 5.24299065 60.75700935] ; [ 11.75700935 136.24299065],0
p6,1,0.69697,0.151643,[27 39] ; [56 91],[25.71830986 40.28169014] ; [57.28169014 89.71830986],0
a3,1,0.700556,0.147894,[51 16] ; [109  39],[49.86046512 17.13953488] ; [110.13953488  37.86046512],0
p12,1,0.791998,0.069547,[ 5 60] ; [ 13 135],[ 5.49295775 59.50704225] ; [ 12.50704225 135.49295775],0
n3,1,0.799284,0.064655,[12  6] ; [17 10],[11.6  6.4] ; [17.4  9.6],0
s6,1,0.811248,0.057033,[52 15] ; [117  31],[52.66511628 14.33488372] ; [116.33488372  31.66511628],0
s4,1,0.854059,0.033835,[ 8 59] ; [ 19 129],[ 8.41395349 58.58604651] ; [ 18.58604651 129.41395349],0
p11,1,0.870281,0.026668,[56 11] ; [125  23],[56.40465116 10.59534884] ; [124.59534884  23.40465116],0
s3,1,0.876621,0.024104,[46 21] ; [98 47],[45.50943396 21.49056604] ; [98.49056604 46.50943396],0
n6,1,0.886823,0.020257,[57 10] ; [127  21],[57.33953488  9.66046512] ; [126.66046512  21.33953488],0
p10,1,0.910875,0.012529,[56 10] ; [123  23],[55.72641509 10.27358491] ; [123.27358491  22.72641509],0
p4,1,0.922393,0.009491,[43 24] ; [96 52],[43.31627907 23.68372093] ; [95.68372093 52.31627907],0
