Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00061,11.746385,[55 77] ; [69 39],[68.2 63.8] ; [55.8 52.2],1
p4,1,0.001757,9.787149,[46 90] ; [60 52],[58.12903226 77.87096774] ; [47.87096774 64.12903226],0
p2,1,0.001975,9.573075,[84 53] ; [89 23],[95.18473896 41.81526104] ; [77.81526104 34.18473896],0
v3,1,0.002021,9.530426,[35 98] ; [49 59],[46.35684647 86.64315353] ; [37.64315353 70.35684647],0
p8,1,0.004469,8.082805,[ 25 111] ; [38 73],[ 34.68825911 101.31174089] ; [28.31174089 82.68825911],0
p5,1,0.004627,8.019852,[  3 134] ; [12 99],[  8.28629032 128.71370968] ; [  6.71370968 104.28629032],0
s6,1,0.014835,5.935967,[68 69] ; [71 38],[77.41056911 59.58943089] ; [61.58943089 47.41056911],0
p9,1,0.014889,5.929523,[92 43] ; [90 20],[100.28571429  34.71428571] ; [81.71428571 28.28571429],0
s2,1,0.026647,4.913507,[51 86] ; [55 52],[59.51639344 77.48360656] ; [46.48360656 60.51639344],0
p3,1,0.03144,4.628801,[ 32 104] ; [40 71],[39.6437247 96.3562753] ; [32.3562753 78.6437247],0
p12,1,0.086559,2.937239,[  6 131] ; [ 11 100],[  9.39112903 127.60887097] ; [  7.60887097 103.39112903],0
s7,1,0.095781,2.774433,[40 91] ; [43 62],[46.0720339 84.9279661] ; [36.9279661 68.0720339],0
r4,1,0.111378,2.534557,[111  26] ; [99 13],[115.54216867  21.45783133] ; [94.45783133 17.54216867],0
u4,1,0.111802,2.528564,[  1 136] ; [  4 108],[  2.75100402 134.24899598] ; [  2.24899598 109.75100402],0
p11,1,0.136852,2.213002,[83 54] ; [78 34],[88.58232932 48.41767068] ; [72.41767068 39.58232932],0
a5,1,0.151499,2.057091,[90 47] ; [83 29],[95.18473896 41.81526104] ; [77.81526104 34.18473896],0
n4,1,0.162585,1.950013,[89 48] ; [82 30],[94.08433735 42.91566265] ; [76.91566265 35.08433735],0
s4,1,0.170799,1.875918,[ 28 109] ; [15 94],[ 23.94715447 113.05284553] ; [19.05284553 89.94715447],0
s5,1,0.176263,1.828855,[ 28 104] ; [30 74],[32.44067797 99.55932203] ; [25.55932203 78.44067797],0
p6,1,0.19119,1.708422,[ 18 119] ; [21 88],[ 21.7195122 115.2804878] ; [17.2804878 91.7195122],0
d5,1,0.217557,1.520414,[117  20] ; [89 23],[113.34136546  23.65863454] ; [92.65863454 19.34136546],0
n2,1,0.218853,1.511878,[30 19] ; [21  7],[32.45454545 16.54545455] ; [18.54545455  9.45454545],0
u2,1,0.224056,1.478203,[24 25] ; [23 14],[26.77906977 22.22093023] ; [20.22093023 16.77906977],0
a1,1,0.227239,1.458057,[  8 129] ; [  3 109],[  6.05220884 130.94779116] ; [  4.94779116 107.05220884],0
v4,1,0.227608,1.455746,[121  16] ; [104   8],[123.79518072  13.20481928] ; [101.20481928  10.79518072],0
n5,1,0.251324,1.31593,[84 52] ; [77 35],[88.29032258 47.70967742] ; [72.70967742 39.29032258],0
r2,1,0.254942,1.296018,[122  14] ; [105   7],[124.48387097  11.51612903] ; [102.51612903   9.48387097],0
a8,1,0.271353,1.209892,[  9 119] ; [11 87],[ 11.32743363 116.67256637] ; [ 8.67256637 89.32743363],0
n6,1,0.330592,0.946578,[103  34] ; [90 22],[106.18875502  30.81124498] ; [86.81124498 25.18875502],0
d4,1,0.379558,0.772134,[117  20] ; [91 21],[114.44176707  22.55823293] ; [93.55823293 18.44176707],0
r3,1,0.406835,0.688031,[123  14] ; [103   8],[124.84677419  12.15322581] ; [101.15322581   9.84677419],0
d2,1,0.419883,0.650643,[70 67] ; [51 60],[66.84274194 70.15725806] ; [54.15725806 56.84274194],0
p10,1,0.429038,0.625425,[91 44] ; [80 31],[93.84146341 41.15853659] ; [77.15853659 33.84146341],0
b2,1,0.432966,0.614855,[21 51] ; [21 38],[23.08396947 48.91603053] ; [18.91603053 40.08396947],0
b3,1,0.432966,0.614855,[21 51] ; [21 38],[23.08396947 48.91603053] ; [18.91603053 40.08396947],0
b1,1,0.434444,0.610913,[48 89] ; [34 78],[45.11646586 91.88353414] ; [36.88353414 75.11646586],0
u1,1,0.485903,0.485586,[ 28 109] ; [19 93],[ 25.85943775 111.14056225] ; [21.14056225 90.85943775],0
n1,1,0.491697,0.472811,[21 27] ; [10 18],[19.57894737 28.42105263] ; [11.42105263 16.57894737],0
a6,1,0.504351,0.44577,[103  34] ; [80 32],[100.68674699  36.31325301] ; [82.31325301 29.68674699],0
