Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.2e-05,18.018861,[46 81] ; [34 13],[58.3908046 68.6091954] ; [21.6091954 25.3908046],1
s7,1,0.000389,12.586256,[39 83] ; [27 16],[48.8 73.2] ; [17.2 25.8],1
s4,1,0.006397,7.43488,[ 18 109] ; [15 31],[ 24.22543353 102.77456647] ; [ 8.77456647 37.22543353],0
s6,1,0.007395,7.174434,[70 57] ; [35 10],[77.52906977 49.47093023] ; [27.47093023 17.52906977],0
n2,1,0.009992,6.636366,[16 13] ; [14  1],[19.77272727  9.22727273] ; [10.22727273  4.77272727],0
p2,1,0.010813,6.495794,[97 31] ; [42  3],[102.84393064  25.15606936] ; [36.15606936  8.84393064],0
v1,1,0.02367,5.118616,[47 76] ; [27 20],[53.54117647 69.45882353] ; [20.45882353 26.54117647],0
u1,1,0.025167,5.01239,[  2 126] ; [ 4 43],[  4.38857143 123.61142857] ; [ 1.61142857 45.38857143],0
n1,1,0.029695,4.726891,[ 8 22] ; [9 6],[11.33333333 18.66666667] ; [5.66666667 9.33333333],0
p5,1,0.03283,4.554605,[  7 121] ; [ 7 38],[ 10.3583815 117.6416185] ; [ 3.6416185 41.3583815],0
s3,1,0.049335,3.86392,[62 64] ; [31 16],[67.73410405 58.26589595] ; [25.26589595 21.73410405],0
p10,1,0.069155,3.302975,[85 40] ; [37  8],[89.70588235 35.29411765] ; [32.29411765 12.70588235],0
b5,1,0.079023,3.084891,[84 44] ; [24 23],[78.99428571 49.00571429] ; [29.00571429 17.99428571],0
p6,1,0.122392,2.386438,[37 88] ; [19 26],[41.17647059 83.82352941] ; [14.82352941 30.17647059],0
p1,1,0.133956,2.246047,[  8 120] ; [ 6 39],[ 10.3583815 117.6416185] ; [ 3.6416185 41.3583815],0
u3,1,0.148256,2.090102,[37 30] ; [14  5],[39.73255814 27.26744186] ; [11.26744186  7.73255814],0
d4,1,0.163024,1.945949,[99 29] ; [40  6],[102.25287356  25.74712644] ; [36.74712644  9.25287356],0
a3,1,0.176214,1.829267,[61 66] ; [28 19],[64.95977011 62.04022989] ; [24.04022989 22.95977011],0
p4,1,0.183208,1.77141,[60 67] ; [27 19],[63.86705202 63.13294798] ; [23.13294798 22.86705202],0
b3,1,0.203844,1.614614,[19 45] ; [ 5 24],[16.51612903 47.48387097] ; [ 7.48387097 21.51612903],0
b2,1,0.203844,1.614614,[19 45] ; [ 5 24],[16.51612903 47.48387097] ; [ 7.48387097 21.51612903],0
a7,1,0.233892,1.417035,[97 30] ; [31 15],[93.96531792 33.03468208] ; [34.03468208 11.96531792],0
p8,1,0.24616,1.344966,[55 72] ; [24 21],[58.33139535 68.66860465] ; [20.66860465 24.33139535],0
a4,1,0.24772,1.336115,[ 25 103] ; [13 34],[ 27.79428571 100.20571429] ; [10.20571429 36.79428571],0
d1,1,0.260916,1.26389,[64 64] ; [19 28],[60.70857143 67.29142857] ; [22.29142857 24.70857143],0
p9,1,0.281434,1.160153,[89 36] ; [35  9],[91.71597633 33.28402367] ; [32.28402367 11.71597633],0
s1,1,0.287669,1.130501,[  2 124] ; [ 2 44],[  2.93023256 123.06976744] ; [ 1.06976744 44.93023256],0
a8,1,0.295658,1.093675,[ 13 107] ; [ 7 34],[ 14.9068323 105.0931677] ; [ 5.0931677 35.9068323],0
p12,1,0.314621,1.011176,[  4 124] ; [ 3 43],[  5.14942529 122.85057471] ; [ 1.85057471 44.14942529],0
s8,1,0.327329,0.959434,[39 89] ; [18 29],[41.69142857 86.30857143] ; [15.30857143 31.69142857],0
b1,1,0.369411,0.805646,[45 83] ; [20 27],[47.54285714 80.45714286] ; [17.45714286 29.54285714],0
r1,1,0.396085,0.72018,[89 38] ; [36 11],[91.23563218 35.76436782] ; [33.76436782 13.23563218],0
v4,1,0.426395,0.632624,[118  10] ; [44  2],[119.17241379   8.82758621] ; [42.82758621  3.17241379],0
p3,1,0.435412,0.608344,[50 78] ; [21 25],[52.22988506 75.77011494] ; [18.77011494 27.22988506],0
d3,1,0.437085,0.603922,[84 43] ; [34 13],[86.12643678 40.87356322] ; [31.87356322 15.12643678],0
r3,1,0.437749,0.602176,[117  10] ; [43  2],[118.13953488   8.86046512] ; [41.86046512  3.13953488],0
d2,1,0.518589,0.416699,[34 94] ; [10 36],[32.36781609 95.63218391] ; [11.63218391 34.36781609],0
n5,1,0.543334,0.369395,[87 41] ; [29 17],[85.33333333 42.66666667] ; [30.66666667 15.33333333],0
b4,1,0.620634,0.244978,[82 46] ; [32 15],[83.38285714 44.61714286] ; [30.61714286 16.38285714],0
r2,1,0.628883,0.233579,[113  14] ; [43  4],[113.86206897  13.13793103] ; [42.13793103  4.86206897],0
v2,1,0.639923,0.218843,[61 59] ; [22 25],[59.64071856 60.35928144] ; [23.35928144 23.64071856],0
p7,1,0.737684,0.112172,[69 56] ; [25 18],[69.94047619 55.05952381] ; [24.05952381 18.94047619],0
a6,1,0.744809,0.105945,[70 58] ; [27 20],[70.94857143 57.05142857] ; [26.05142857 20.94857143],0
p11,1,0.793587,0.068463,[90 38] ; [34 13],[90.69714286 37.30285714] ; [33.30285714 13.69714286],0
a1,1,0.798506,0.065169,[  2 126] ; [ 1 46],[  2.19428571 125.80571429] ; [ 0.80571429 46.19428571],0
n3,1,0.819886,0.051843,[21  9] ; [10  5],[20.66666667  9.33333333] ; [10.33333333  4.66666667],0
n6,1,0.88184,0.022093,[98 29] ; [35 11],[97.63583815 29.36416185] ; [35.36416185 10.63583815],0
v3,1,0.887208,0.020118,[45 78] ; [17 28],[45.39285714 77.60714286] ; [16.60714286 28.39285714],0
r4,1,0.922741,0.009406,[107  21] ; [39  8],[106.78857143  21.21142857] ; [39.21142857  7.78857143],0
n4,1,0.946759,0.004459,[81 47] ; [30 17],[81.18857143 46.81142857] ; [29.81142857 17.18857143],0
u2,1,0.980218,0.000615,[38 28] ; [11  8],[38.04705882 27.95294118] ; [10.95294118  8.04705882],0
