Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,132.027104,[ 3 41] ; [241  37],[33.34161491 10.65838509] ; [210.65838509  67.34161491],1
p11,1,0.0,60.384358,[10 34] ; [221  57],[31.56521739 12.43478261] ; [199.43478261  78.56521739],1
v4,1,0.0,53.568402,[23 21] ; [255  21],[38.225  5.775] ; [239.775  36.225],1
p2,1,0.0,39.133509,[14 30] ; [213  61],[31.40880503 12.59119497] ; [195.59119497  78.40880503],1
n6,1,0.0,26.379867,[17 26] ; [214  63],[31.040625 11.959375] ; [199.959375  77.040625],1
r1,1,0.0,25.711151,[16 28] ; [206  71],[30.42990654 13.57009346] ; [191.57009346  85.42990654],1
r2,1,1e-06,24.856298,[28 15] ; [252  23],[37.86163522  5.13836478] ; [242.13836478  32.86163522],1
p9,1,1e-06,24.573541,[15 26] ; [204  69],[28.5955414 12.4044586] ; [190.4044586  82.5955414],1
v2,1,1.9e-05,18.308067,[ 8 35] ; [143 123],[21.01294498 21.98705502] ; [129.98705502 136.01294498],1
p10,1,2.1e-05,18.114294,[16 27] ; [192  81],[28.30379747 14.69620253] ; [179.69620253  93.30379747],1
d4,1,6.2e-05,16.032657,[22 22] ; [217  60],[32.76012461 11.23987539] ; [206.23987539  70.76012461],1
a1,1,0.000138,14.524641,[ 7 37] ; [  8 270],[ 2.04968944 41.95031056] ; [ 12.95031056 265.04968944],1
a7,1,0.00014,14.499309,[18 26] ; [195  83],[29.10559006 14.89440994] ; [183.89440994  94.10559006],1
d5,1,0.001343,10.28211,[23 21] ; [210  68],[31.83850932 12.16149068] ; [201.16149068  76.83850932],0
p7,1,0.001774,9.770253,[13 30] ; [153 121],[22.51735016 20.48264984] ; [143.48264984 130.51735016],0
d1,1,0.001943,9.60246,[13 31] ; [152 126],[22.54658385 21.45341615] ; [142.45341615 135.54658385],0
n3,1,0.002559,9.097826,[10 14] ; [52 17],[16.  8.] ; [46. 23.],0
v1,1,0.002653,9.032063,[ 9 35] ; [121 151],[18.10126582 25.89873418] ; [111.89873418 160.10126582],0
b1,1,0.003633,8.458495,[27 17] ; [106 172],[18.17391304 25.82608696] ; [114.82608696 163.17391304],0
d3,1,0.00684,7.314511,[18 26] ; [173 104],[26.18068536 17.81931464] ; [164.81931464 112.18068536],0
p4,1,0.012037,6.30545,[11 32] ; [126 148],[18.58359621 24.41640379] ; [118.41640379 155.58359621],0
p8,1,0.01287,6.186912,[11 32] ; [125 148],[18.50632911 24.49367089] ; [117.49367089 155.50632911],0
a5,1,0.013624,6.0862,[21 23] ; [186  92],[28.28571429 15.71428571] ; [178.71428571  99.28571429],0
a6,1,0.017118,5.684281,[22 22] ; [190  88],[28.9689441 15.0310559] ; [183.0310559  94.9689441],0
p6,1,0.019243,5.479259,[ 4 39] ; [ 69 201],[10.02875399 32.97124601] ; [ 62.97124601 207.02875399],0
p3,1,0.030016,4.708364,[10 34] ; [109 165],[16.46540881 27.53459119] ; [102.53459119 171.46540881],0
b5,1,0.034915,4.449344,[18 26] ; [161 117],[24.45962733 19.54037267] ; [154.54037267 123.45962733],0
s1,1,0.045394,4.003952,[ 4 40] ; [  8 267],[ 1.65517241 42.34482759] ; [ 10.34482759 264.65517241],0
s2,1,0.048684,3.88622,[ 3 41] ; [ 52 223],[ 7.5862069 36.4137931] ; [ 47.4137931 227.5862069],0
v3,1,0.053897,3.715877,[ 9 35] ; [ 93 171],[14.57142857 29.42857143] ; [ 87.42857143 176.57142857],0
s8,1,0.097452,2.746759,[ 4 40] ; [ 54 224],[ 7.92546584 36.07453416] ; [ 50.07453416 227.92546584],0
n2,1,0.104684,2.632698,[13 12] ; [49 21],[16.31578947  8.68421053] ; [45.68421053 24.31578947],0
u3,1,0.113978,2.498179,[ 5 14] ; [41 48],[ 8.09259259 10.90740741] ; [37.90740741 51.09259259],0
n4,1,0.128472,2.310874,[26 18] ; [196  82],[30.33540373 13.66459627] ; [191.66459627  86.33540373],0
