Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.947793,[61 15] ; [ 1 15],[51.2173913 24.7826087] ; [10.7826087  5.2173913],1
p4,1,0.14862,2.08636,[33 41] ; [ 4 12],[30.42222222 43.57777778] ; [6.57777778 9.42222222],0
d2,1,0.164054,1.936458,[28 48] ; [ 3 13],[25.60869565 50.39130435] ; [ 5.39130435 10.60869565],0
d4,1,0.170317,1.880147,[59 16] ; [10  6],[56.86813187 18.13186813] ; [12.13186813  3.86813187],0
p8,1,0.198915,1.65032,[33 41] ; [ 4 11],[30.76404494 43.23595506] ; [6.23595506 8.76404494],0
p6,1,0.280492,1.164706,[18 54] ; [ 2 14],[16.36363636 55.63636364] ; [ 3.63636364 12.36363636],0
u3,1,0.328446,0.955014,[22 13] ; [5 1],[23.04878049 11.95121951] ; [3.95121951 2.04878049],0
n2,1,0.354777,0.856298,[18 11] ; [3 4],[16.91666667 12.08333333] ; [4.08333333 2.91666667],0
a7,1,0.407325,0.686595,[51 25] ; [9 7],[49.56521739 26.43478261] ; [10.43478261  5.56521739],0
s1,1,0.416851,0.659177,[ 5 71] ; [ 2 14],[ 5.7826087 70.2173913] ; [ 1.2173913 14.7826087],0
a3,1,0.471355,0.518797,[40 36] ; [10  6],[41.30434783 34.69565217] ; [8.69565217 7.30434783],0
p7,1,0.480758,0.497143,[36 36] ; [6 9],[34.75862069 37.24137931] ; [7.24137931 7.75862069],0
n5,1,0.484825,0.48799,[17 57] ; [ 5 11],[18.08888889 55.91111111] ; [ 3.91111111 12.08888889],0
p10,1,0.487271,0.482547,[44 30] ; [8 8],[42.75555556 31.24444444] ; [9.24444444 6.75555556],0
p9,1,0.516718,0.420438,[48 26] ; [9 7],[46.86666667 27.13333333] ; [10.13333333  5.86666667],0
s4,1,0.570084,0.322542,[14 62] ; [ 2 14],[13.2173913 62.7826087] ; [ 2.7826087 13.2173913],0
s7,1,0.584285,0.299359,[20 50] ; [ 3 11],[19.16666667 50.83333333] ; [ 3.83333333 10.16666667],0
p2,1,0.631972,0.229396,[47 28] ; [9 7],[46.15384615 28.84615385] ; [9.84615385 6.15384615],0
a4,1,0.64609,0.210866,[24 52] ; [ 6 10],[24.7826087 51.2173913] ; [ 5.2173913 10.7826087],0
p5,1,0.656074,0.198328,[ 3 71] ; [ 1 14],[ 3.3258427 70.6741573] ; [ 0.6741573 14.3258427],0
a1,1,0.681439,0.168511,[ 3 73] ; [ 1 15],[ 3.30434783 72.69565217] ; [ 0.69565217 15.30434783],0
p1,1,0.702473,0.145912,[ 7 69] ; [ 1 15],[ 6.60869565 69.39130435] ; [ 1.39130435 14.60869565],0
v1,1,0.705795,0.142513,[29 46] ; [7 9],[29.67032967 45.32967033] ; [6.32967033 9.67032967],0
n1,1,0.721761,0.126812,[10 18] ; [2 5],[ 9.6 18.4] ; [2.4 4.6],0
v3,1,0.740599,0.109601,[16 55] ; [ 3 13],[15.50574713 55.49425287] ; [ 3.49425287 12.50574713],0
b3,1,0.794063,0.068141,[13 31] ; [2 6],[12.69230769 31.30769231] ; [2.30769231 5.69230769],0
b2,1,0.794063,0.068141,[13 31] ; [2 6],[12.69230769 31.30769231] ; [2.30769231 5.69230769],0
b5,1,0.903691,0.014641,[44 32] ; [9 7],[43.7826087 32.2173913] ; [9.2173913 6.7826087],0
u2,1,0.926191,0.008582,[24 11] ; [4 2],[23.90243902 11.09756098] ; [4.09756098 1.90243902],0
b4,1,0.942457,0.00521,[42 34] ; [9 7],[42.13043478 33.86956522] ; [8.86956522 7.13043478],0
a2,1,0.943382,0.005044,[10 66] ; [ 2 14],[ 9.91304348 66.08695652] ; [ 2.08695652 13.91304348],0
n3,1,0.958343,0.002728,[21  8] ; [5 2],[20.94444444  8.05555556] ; [5.05555556 1.94444444],0
