Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.947793,[61 15] ; [ 1 15],[51.2173913 24.7826087] ; [10.7826087  5.2173913],1
r1,1,0.002908,8.864219,[53 22] ; [ 5 11],[47.8021978 27.1978022] ; [10.1978022  5.8021978],0
a6,1,0.003746,8.403091,[53 23] ; [ 5 11],[47.91304348 28.08695652] ; [10.08695652  5.91304348],0
r2,1,0.007296,7.198633,[65 11] ; [9 7],[61.13043478 14.86956522] ; [12.86956522  3.13043478],0
s2,1,0.010037,6.628398,[36 40] ; [ 2 14],[31.39130435 44.60869565] ; [6.60869565 9.39130435],0
s6,1,0.011887,6.327711,[40 35] ; [ 3 13],[35.43956044 39.56043956] ; [7.56043956 8.43956044],0
d5,1,0.019161,5.486792,[56 20] ; [7 9],[52.04347826 23.95652174] ; [10.95652174  5.04347826],0
v4,1,0.021147,5.314653,[65 10] ; [10  6],[61.81318681 13.18681319] ; [13.18681319  2.81318681],0
d1,1,0.022267,5.224773,[38 38] ; [ 3 13],[33.86956522 42.13043478] ; [7.13043478 8.86956522],0
v2,1,0.030334,4.690257,[33 35] ; [ 3 13],[29.14285714 38.85714286] ; [6.85714286 9.14285714],0
b1,1,0.035265,4.432301,[35 41] ; [12  4],[38.82608696 37.17391304] ; [8.17391304 7.82608696],0
p3,1,0.076163,3.144928,[26 48] ; [ 2 14],[23.02222222 50.97777778] ; [ 4.97777778 11.02222222],0
p11,1,0.080734,3.050068,[42 34] ; [ 5 11],[38.82608696 37.17391304] ; [8.17391304 7.82608696],0
s3,1,0.080734,3.050068,[42 34] ; [ 5 11],[38.82608696 37.17391304] ; [8.17391304 7.82608696],0
a5,1,0.080734,3.050068,[42 34] ; [ 5 11],[38.82608696 37.17391304] ; [8.17391304 7.82608696],0
s8,1,0.086274,2.942552,[26 50] ; [ 2 14],[23.13043478 52.86956522] ; [ 4.86956522 11.13043478],0
s5,1,0.103659,2.648332,[18 55] ; [ 1 15],[15.58426966 57.41573034] ; [ 3.41573034 12.58426966],0
d3,1,0.132621,2.261557,[48 27] ; [7 9],[45.32967033 29.67032967] ; [9.67032967 6.32967033],0
