Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.000334,12.871687,[4 4] ; [ 3 48],[0.94915254 7.05084746] ; [ 6.05084746 44.94915254],1
p1,1,0.001345,10.27972,[3 5] ; [ 2 50],[0.66666667 7.33333333] ; [ 4.33333333 47.66666667],0
s6,1,0.029961,4.711538,[6 2] ; [18 34],[3.2 4.8] ; [20.8 31.2],0
d2,1,0.031183,4.642857,[5 3] ; [13 39],[2.4 5.6] ; [15.6 36.4],0
r4,1,0.036661,4.366109,[4 4] ; [ 9 43],[1.73333333 6.26666667] ; [11.26666667 40.73333333],0
b1,1,0.039955,4.21978,[2 6] ; [33 19],[4.66666667 3.33333333] ; [30.33333333 21.66666667],0
p11,1,0.072267,3.230769,[7 1] ; [28 24],[4.66666667 3.33333333] ; [30.33333333 21.66666667],0
b5,1,0.128735,2.307692,[2 6] ; [28 24],[4. 4.] ; [26. 26.],0
d4,1,0.179364,1.802885,[7 1] ; [33 19],[5.33333333 2.66666667] ; [34.66666667 17.33333333],0
p10,1,0.188108,1.732378,[6 2] ; [25 25],[4.27586207 3.72413793] ; [26.72413793 23.27586207],0
p4,1,0.199183,1.648352,[5 3] ; [20 32],[3.33333333 4.66666667] ; [21.66666667 30.33333333],0
s8,1,0.242938,1.363465,[3 5] ; [10 42],[1.73333333 6.26666667] ; [11.26666667 40.73333333],0
n4,1,0.260992,1.263488,[6 2] ; [28 24],[4.53333333 3.46666667] ; [29.46666667 22.53333333],0
r3,1,0.300756,1.07084,[4 4] ; [35 16],[5.28813559 2.71186441] ; [33.71186441 17.28813559],0
p2,1,0.304371,1.054945,[6 2] ; [29 23],[4.66666667 3.33333333] ; [30.33333333 21.66666667],0
b4,1,0.304371,1.054945,[6 2] ; [29 23],[4.66666667 3.33333333] ; [30.33333333 21.66666667],0
p3,1,0.308848,1.035595,[3 5] ; [11 41],[1.86666667 6.13333333] ; [12.13333333 39.86666667],0
u2,1,0.315691,1.006714,[3 1] ; [12 13],[2.06896552 1.93103448] ; [12.93103448 12.06896552],0
s3,1,0.352579,0.864155,[1 7] ; [14 36],[2.06896552 5.93103448] ; [12.93103448 37.06896552],0
p9,1,0.394213,0.725908,[6 2] ; [29 20],[4.9122807 3.0877193] ; [30.0877193 18.9122807],0
n6,1,0.439488,0.597618,[6 2] ; [31 20],[5.01694915 2.98305085] ; [31.98305085 19.01694915],0
a5,1,0.447521,0.576923,[3 5] ; [27 25],[4. 4.] ; [26. 26.],0
b2,1,0.455869,0.556017,[2 3] ; [ 8 25],[1.31578947 3.68421053] ; [ 8.68421053 24.31578947],0
b3,1,0.455869,0.556017,[2 3] ; [ 8 25],[1.31578947 3.68421053] ; [ 8.68421053 24.31578947],0
d1,1,0.456697,0.553977,[3 5] ; [13 39],[2.13333333 5.86666667] ; [13.86666667 38.13333333],0
s2,1,0.484068,0.489684,[1 7] ; [12 39],[1.76271186 6.23728814] ; [11.23728814 39.76271186],0
d5,1,0.510123,0.433815,[5 3] ; [26 26],[4.13333333 3.86666667] ; [26.86666667 25.13333333],0
v1,1,0.536543,0.381985,[3 5] ; [14 38],[2.26666667 5.73333333] ; [14.73333333 37.26666667],0
r1,1,0.591208,0.288462,[2 6] ; [18 34],[2.66666667 5.33333333] ; [17.33333333 34.66666667],0
a6,1,0.607565,0.263736,[4 4] ; [21 31],[3.33333333 4.66666667] ; [21.66666667 30.33333333],0
v3,1,0.704111,0.144231,[2 6] ; [10 42],[1.6 6.4] ; [10.4 41.6],0
v4,1,0.720604,0.127915,[5 3] ; [29 23],[4.53333333 3.46666667] ; [29.46666667 22.53333333],0
n3,1,0.72701,0.121875,[1 1] ; [15  9],[1.23076923 0.76923077] ; [14.76923077  9.23076923],0
s7,1,0.765458,0.088996,[2 5] ; [11 36],[1.68518519 5.31481481] ; [11.31481481 35.68518519],0
v2,1,0.772989,0.083214,[2 6] ; [15 35],[2.34482759 5.65517241] ; [14.65517241 35.34482759],0
p8,1,0.797824,0.06562,[2 6] ; [15 36],[2.30508475 5.69491525] ; [14.69491525 36.30508475],0
s4,1,0.831547,0.045249,[1 7] ; [ 8 44],[1.2 6.8] ; [ 7.8 44.2],0
a7,1,0.839135,0.041209,[4 4] ; [24 28],[3.73333333 4.26666667] ; [24.26666667 27.73333333],0
a8,1,0.875923,0.024379,[1 7] ; [ 5 42],[0.87272727 7.12727273] ; [ 5.12727273 41.87272727],0
n5,1,0.876787,0.024038,[5 3] ; [31 21],[4.8 3.2] ; [31.2 20.8],0
p7,1,0.876787,0.024038,[3 5] ; [21 31],[3.2 4.8] ; [20.8 31.2],0
a3,1,0.87691,0.02399,[4 4] ; [27 24],[4.20338983 3.79661017] ; [26.79661017 24.20338983],0
u3,1,0.900807,0.015536,[1 3] ; [ 7 18],[1.10344828 2.89655172] ; [ 6.89655172 18.10344828],0
a4,1,0.908836,0.013112,[2 6] ; [14 38],[2.13333333 5.86666667] ; [13.86666667 38.13333333],0
d3,1,0.919288,0.010268,[4 4] ; [25 27],[3.86666667 4.13333333] ; [25.13333333 26.86666667],0
