Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.547425,[20 32] ; [62 16],[32.8 19.2] ; [49.2 28.8],1
n6,1,0.006294,7.464029,[24 28] ; [54 23],[31.44186047 20.55813953] ; [46.55813953 30.44186047],0
n1,1,0.012284,6.26941,[ 4 17] ; [19 17],[ 8.47368421 12.52631579] ; [14.52631579 21.47368421],0
p1,1,0.044676,4.030824,[ 1 50] ; [ 9 68],[ 3.984375 47.015625] ; [ 6.015625 70.984375],0
d4,1,0.052917,3.746545,[39 13] ; [45 32],[33.86046512 18.13953488] ; [50.13953488 26.86046512],0
r3,1,0.060943,3.51154,[43  9] ; [53 25],[38.4 13.6] ; [57.6 20.4],0
d2,1,0.072826,3.218149,[19 33] ; [40 36],[23.96875 28.03125] ; [35.03125 40.96875],0
p3,1,0.085622,2.954823,[20 32] ; [19 59],[15.6 36.4] ; [23.4 54.6],0
a2,1,0.098138,2.735547,[ 5 47] ; [16 62],[ 8.4 43.6] ; [12.6 65.4],0
a1,1,0.122623,2.383499,[ 2 50] ; [ 9 69],[ 4.4 47.6] ; [ 6.6 71.4],0
a8,1,0.15165,2.055575,[ 3 45] ; [11 64],[ 5.46341463 42.53658537] ; [ 8.53658537 66.46341463],0
s6,1,0.171621,1.868728,[17 34] ; [35 42],[20.71875 30.28125] ; [31.28125 45.71875],0
p9,1,0.195225,1.677743,[13 38] ; [27 47],[16.32 34.68] ; [23.68 50.32],0
a5,1,0.221475,1.494788,[25 27] ; [46 32],[28.4 23.6] ; [42.6 35.4],0
d1,1,0.235187,1.409214,[16 36] ; [32 46],[19.2 32.8] ; [28.8 49.2],0
u2,1,0.302445,1.063382,[11 12] ; [12 23],[ 9.12068966 13.87931034] ; [13.87931034 21.12068966],0
n3,1,0.307983,1.039305,[12  8] ; [16 19],[10.18181818  9.81818182] ; [17.81818182 17.18181818],0
a4,1,0.317594,0.998828,[18 34] ; [33 43],[20.71875 31.28125] ; [30.28125 45.71875],0
d5,1,0.324875,0.969218,[30 22] ; [51 26],[32.65116279 19.34883721] ; [48.34883721 28.65116279],0
p2,1,0.389255,0.741269,[30 22] ; [39 39],[27.6 24.4] ; [41.4 36.6],0
d3,1,0.389717,0.739823,[29 23] ; [37 40],[26.60465116 25.39534884] ; [39.39534884 37.60465116],0
s8,1,0.398152,0.7139,[ 7 44] ; [15 62],[ 8.765625 42.234375] ; [13.234375 63.765625],0
p4,1,0.399668,0.709325,[19 33] ; [23 55],[16.8 35.2] ; [25.2 52.8],0
p8,1,0.405839,0.690958,[11 41] ; [21 55],[13. 39.] ; [19. 57.],0
a6,1,0.424406,0.638084,[26 26] ; [44 33],[28.21705426 23.78294574] ; [41.78294574 35.21705426],0
n2,1,0.437333,0.603269,[13  8] ; [19 18],[11.5862069  9.4137931] ; [20.4137931 16.5862069],0
s7,1,0.483913,0.490033,[10 35] ; [21 54],[11.625 33.375] ; [19.375 55.625],0
r2,1,0.506101,0.44212,[40 11] ; [64 13],[41.4375  9.5625] ; [62.5625 14.4375],0
u3,1,0.553362,0.351328,[13 10] ; [17 18],[11.89655172 11.10344828] ; [18.10344828 16.89655172],0
u1,1,0.57523,0.31401,[ 5 47] ; [10 68],[ 6. 46.] ; [ 9. 69.],0
b2,1,0.575437,0.313669,[ 9 23] ; [18 35],[10.16470588 21.83529412] ; [16.83529412 36.16470588],0
b3,1,0.575437,0.313669,[ 9 23] ; [18 35],[10.16470588 21.83529412] ; [16.83529412 36.16470588],0
v3,1,0.655866,0.198584,[10 40] ; [13 64],[ 9.05511811 40.94488189] ; [13.94488189 63.05511811],0
p7,1,0.661003,0.192308,[22 30] ; [30 48],[20.8 31.2] ; [31.2 46.8],0
b1,1,0.667288,0.18479,[28 24] ; [39 39],[26.8 25.2] ; [40.2 37.8],0
v4,1,0.670896,0.180556,[41 11] ; [59 19],[40. 12.] ; [60. 18.],0
p11,1,0.717074,0.131313,[23 29] ; [32 46],[22. 30.] ; [33. 45.],0
s2,1,0.718943,0.129508,[15 37] ; [20 57],[14.10852713 37.89147287] ; [20.89147287 56.10852713],0
v1,1,0.75379,0.098374,[13 38] ; [18 60],[12.25581395 38.74418605] ; [18.74418605 59.25581395],0
s4,1,0.75837,0.094631,[10 42] ; [13 63],[ 9.34375 42.65625] ; [13.65625 62.34375],0
p6,1,0.816235,0.054005,[11 41] ; [15 62],[10.48062016 41.51937984] ; [15.51937984 61.48062016],0
s5,1,0.842579,0.03944,[ 7 42] ; [12 65],[ 7.38888889 41.61111111] ; [11.61111111 65.38888889],0
s3,1,0.859451,0.031355,[22 29] ; [32 45],[21.515625 29.484375] ; [32.484375 44.515625],0
r4,1,0.877521,0.023751,[36 16] ; [53 25],[35.6 16.4] ; [53.4 24.6],0
s1,1,0.886063,0.020531,[ 5 47] ; [ 8 69],[ 5.24031008 46.75968992] ; [ 7.75968992 69.24031008],0
r1,1,0.926905,0.008416,[32 20] ; [48 29],[32.24806202 19.75193798] ; [47.75193798 29.24806202],0
b5,1,0.941914,0.005309,[31 21] ; [46 32],[30.8 21.2] ; [46.2 31.8],0
a7,1,0.942578,0.005188,[29 23] ; [43 35],[28.8 23.2] ; [43.2 34.8],0
b4,1,0.942578,0.005188,[29 23] ; [43 35],[28.8 23.2] ; [43.2 34.8],0
a3,1,0.974758,0.001001,[29 22] ; [43 33],[28.91338583 22.08661417] ; [43.08661417 32.91338583],0
