Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002599,9.069903,[40  3] ; [3 3],[37.73469388  5.26530612] ; [5.26530612 0.73469388],0
r4,1,0.01033,6.577135,[35  8] ; [2 4],[32.46938776 10.53061224] ; [4.53061224 1.46938776],0
r2,1,0.016229,5.777864,[41  2] ; [4 2],[39.48979592  3.51020408] ; [5.51020408 0.48979592],0
s2,1,0.032461,4.573966,[27 16] ; [1 5],[24.57142857 18.42857143] ; [3.42857143 2.57142857],0
n2,1,0.052261,3.767399,[12  2] ; [1 2],[10.70588235  3.29411765] ; [2.29411765 0.70588235],0
p7,1,0.063387,3.44646,[24 18] ; [1 5],[21.875 20.125] ; [3.125 2.875],0
a7,1,0.079025,3.084844,[30 13] ; [2 4],[28.08163265 14.91836735] ; [3.91836735 2.08163265],0
s8,1,0.112719,2.515679,[22 21] ; [1 5],[20.18367347 22.81632653] ; [2.81632653 3.18367347],0
n4,1,0.164529,1.932096,[33 10] ; [3 3],[31.59183673 11.40816327] ; [4.40816327 1.59183673],0
a5,1,0.169048,1.891366,[27 16] ; [2 4],[25.44897959 17.55102041] ; [3.55102041 2.44897959],0
a3,1,0.32203,0.980684,[27 16] ; [5 1],[28.08163265 14.91836735] ; [3.91836735 2.08163265],0
s3,1,0.333416,0.935584,[30 13] ; [3 3],[28.95918367 14.04081633] ; [4.04081633 1.95918367],0
s6,1,0.333416,0.935584,[30 13] ; [3 3],[28.95918367 14.04081633] ; [4.04081633 1.95918367],0
n5,1,0.400451,0.706972,[29 14] ; [3 3],[28.08163265 14.91836735] ; [3.91836735 2.08163265],0
d3,1,0.400451,0.706972,[29 14] ; [3 3],[28.08163265 14.91836735] ; [3.91836735 2.08163265],0
n6,1,0.40171,0.7032,[35  8] ; [4 2],[34.2244898  8.7755102] ; [4.7755102 1.2244898],0
s5,1,0.410004,0.678788,[14 28] ; [1 5],[13.125 28.875] ; [1.875 4.125],0
d1,1,0.413124,0.669793,[21 22] ; [4 2],[21.93877551 21.06122449] ; [3.06122449 2.93877551],0
s1,1,0.416753,0.659453,[ 3 40] ; [1 5],[ 3.51020408 39.48979592] ; [0.48979592 5.51020408],0
p1,1,0.416753,0.659453,[ 3 40] ; [1 5],[ 3.51020408 39.48979592] ; [0.48979592 5.51020408],0
d5,1,0.495174,0.465265,[34  9] ; [4 2],[33.34693878  9.65306122] ; [4.65306122 1.34693878],0
d4,1,0.495174,0.465265,[34  9] ; [4 2],[33.34693878  9.65306122] ; [4.65306122 1.34693878],0
r1,1,0.495174,0.465265,[34  9] ; [4 2],[33.34693878  9.65306122] ; [4.65306122 1.34693878],0
v1,1,0.543215,0.369613,[20 23] ; [2 4],[19.30612245 23.69387755] ; [2.69387755 3.30612245],0
a6,1,0.546927,0.362852,[27 16] ; [3 3],[26.32653061 16.67346939] ; [3.67346939 2.32653061],0
p10,1,0.61481,0.25323,[19 24] ; [2 4],[18.42857143 24.57142857] ; [2.57142857 3.42857143],0
a4,1,0.625137,0.238713,[17 26] ; [3 3],[17.55102041 25.44897959] ; [2.44897959 3.55102041],0
b1,1,0.690553,0.158487,[25 18] ; [4 2],[25.44897959 17.55102041] ; [3.55102041 2.44897959],0
v3,1,0.690553,0.158487,[18 25] ; [2 4],[17.55102041 25.44897959] ; [2.44897959 3.55102041],0
b5,1,0.705865,0.142442,[25 18] ; [3 3],[24.57142857 18.42857143] ; [3.42857143 2.57142857],0
a2,1,0.717078,0.13131,[10 33] ; [1 5],[ 9.65306122 33.34693878] ; [1.34693878 4.65306122],0
b2,1,0.734849,0.114706,[11 23] ; [2 3],[11.33333333 22.66666667] ; [1.66666667 3.33333333],0
b3,1,0.734849,0.114706,[11 23] ; [2 3],[11.33333333 22.66666667] ; [1.66666667 3.33333333],0
s4,1,0.788188,0.07218,[ 9 33] ; [1 5],[ 8.75 33.25] ; [1.25 4.75],0
a8,1,0.836193,0.042752,[ 5 32] ; [1 5],[ 5.1627907 31.8372093] ; [0.8372093 5.1627907],0
n3,1,0.848936,0.036281,[8 6] ; [1 1],[7.875 6.125] ; [1.125 0.875],0
p11,1,0.85363,0.034036,[27 16] ; [4 2],[27.20408163 15.79591837] ; [3.79591837 2.20408163],0
n1,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
d2,1,0.872573,0.025725,[20 23] ; [3 3],[20.18367347 22.81632653] ; [2.81632653 3.18367347],0
b4,1,0.940422,0.005586,[28 15] ; [4 2],[28.08163265 14.91836735] ; [3.91836735 2.08163265],0
v2,1,0.957434,0.002849,[21 22] ; [3 3],[21.06122449 21.93877551] ; [2.93877551 3.06122449],0
