Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,97.444268,[208 147] ; [ 45 202],[149.19435216 205.80564784] ; [103.80564784 143.19435216],1
v1,1,0.0,47.43858,[244 110] ; [100 146],[202.96 151.04] ; [141.04 104.96],1
r1,1,6e-06,20.362156,[306  55] ; [176  77],[283.39087948  77.60912052] ; [198.60912052  54.39087948],1
a5,1,4.1e-05,16.803068,[293  70] ; [168  86],[271.22042139  91.77957861] ; [189.77957861  64.22042139],1
r3,1,5.2e-05,16.371893,[354   7] ; [230  23],[343.36156352  17.63843648] ; [240.63843648  12.36156352],1
d5,1,0.000173,14.107666,[311  51] ; [186  66],[293.01954397  68.98045603] ; [203.98045603  48.01954397],1
d1,1,0.000279,13.203914,[236 127] ; [128 126],[214.15235008 148.84764992] ; [149.84764992 104.15235008],1
a3,1,0.000861,11.105659,[282  80] ; [165  86],[263.97063622  98.02936378] ; [183.02936378  67.97063622],1
d2,1,0.001564,10.001578,[192 170] ; [101 151],[172.74592834 189.25407166] ; [120.25407166 131.74592834],0
r4,1,0.00171,9.837064,[335  28] ; [214  40],[322.99351702  40.00648298] ; [226.00648298  27.99351702],0
p3,1,0.001968,9.578785,[207 154] ; [113 140],[188.14332248 172.85667752] ; [131.85667752 121.14332248],0
r2,1,0.002725,8.982986,[343  13] ; [227  24],[334.29983526  21.70016474] ; [235.70016474  15.29983526],0
s7,1,0.002956,8.834472,[188 156] ; [103 141],[170.24489796 173.75510204] ; [120.75510204 123.24489796],0
p7,1,0.003285,8.641741,[249 108] ; [143 103],[232.07960199 124.92039801] ; [159.92039801  86.07960199],0
p11,1,0.003755,8.398455,[314  49] ; [197  57],[300.636953  62.363047] ; [210.363047  43.636953],0
p12,1,0.007913,7.053095,[ 43 319] ; [ 14 238],[ 33.60586319 328.39413681] ; [ 23.39413681 228.60586319],0
s8,1,0.009129,6.797369,[181 178] ; [101 153],[165.15171289 193.84828711] ; [116.84828711 137.15171289],0
u1,1,0.011614,6.368937,[ 74 289] ; [ 32 222],[ 62.363047 300.636953] ; [ 43.636953 210.363047],0
