Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.298918,[47  9] ; [23 31],[35.63636364 20.36363636] ; [34.36363636 19.63636364],1
p3,1,0.001177,10.526256,[40 16] ; [22 32],[31.56363636 24.43636364] ; [30.43636364 23.56363636],0
p2,1,0.004208,8.191908,[52  4] ; [39 15],[46.32727273  9.67272727] ; [44.67272727  9.32727273],0
p5,1,0.015302,5.88137,[12 44] ; [ 3 51],[ 7.63636364 48.36363636] ; [ 7.36363636 46.63636364],0
p4,1,0.018472,5.55081,[43 13] ; [30 24],[37.16363636 18.83636364] ; [35.83636364 18.16363636],0
p6,1,0.020121,5.401348,[32 23] ; [19 34],[25.97222222 29.02777778] ; [25.02777778 27.97222222],0
n2,1,0.025185,5.011154,[12  2] ; [8 9],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
a7,1,0.071565,3.246761,[44 12] ; [34 20],[39.70909091 16.29090909] ; [38.29090909 15.70909091],0
v4,1,0.072405,3.22763,[54  2] ; [47  7],[51.41818182  4.58181818] ; [49.58181818  4.41818182],0
b2,1,0.072563,3.22406,[15 24] ; [24 17],[19.0125 19.9875] ; [19.9875 21.0125],0
b3,1,0.072563,3.22406,[15 24] ; [24 17],[19.0125 19.9875] ; [19.9875 21.0125],0
p9,1,0.081201,3.040702,[51  5] ; [42 11],[47.77981651  8.22018349] ; [45.22018349  7.77981651],0
p10,1,0.08883,2.895445,[51  5] ; [43 11],[47.85454545  8.14545455] ; [46.14545455  7.85454545],0
d2,1,0.127062,2.328042,[24 32] ; [31 23],[28. 28.] ; [27. 27.],0
a1,1,0.157051,2.002394,[ 1 55] ; [ 4 50],[ 2.54545455 53.45454545] ; [ 2.45454545 51.54545455],0
p11,1,0.231582,1.431117,[44 12] ; [37 17],[41.23636364 14.76363636] ; [39.76363636 14.23636364],0
d3,1,0.248504,1.331696,[41 15] ; [34 20],[38.18181818 17.81818182] ; [36.81818182 17.18181818],0
p1,1,0.26175,1.259476,[ 5 51] ; [ 2 52],[ 3.56363636 52.43636364] ; [ 3.43636364 50.56363636],0
d4,1,0.262476,1.255651,[43 13] ; [46  8],[45.30909091 10.69090909] ; [43.69090909 10.30909091],0
n1,1,0.292953,1.106,[ 4 10] ; [8 9],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
a4,1,0.293504,1.103479,[21 34] ; [26 28],[23.71559633 31.28440367] ; [23.28440367 30.71559633],0
s4,1,0.296983,1.087691,[10 45] ; [ 6 48],[ 8.0733945 46.9266055] ; [ 7.9266055 46.0733945],0
n5,1,0.300533,1.07183,[43 13] ; [36 17],[40.58715596 15.41284404] ; [38.41284404 14.58715596],0
d1,1,0.344851,0.892313,[32 24] ; [26 28],[29.52727273 26.47272727] ; [28.47272727 25.52727273],0
