Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.298918,[47  9] ; [23 31],[35.63636364 20.36363636] ; [34.36363636 19.63636364],1
b1,1,0.346841,0.884982,[17 39] ; [21 33],[19.34545455 36.65454545] ; [18.65454545 35.34545455],0
r4,1,0.363122,0.827068,[50  6] ; [45  9],[48.36363636  7.63636364] ; [46.63636364  7.36363636],0
v1,1,0.403766,0.697081,[34 21] ; [28 24],[31.86915888 23.13084112] ; [30.13084112 21.86915888],0
n3,1,0.436198,0.606264,[8 6] ; [12  5],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
p12,1,0.479163,0.500769,[ 5 50] ; [ 3 51],[ 4.03669725 50.96330275] ; [ 3.96330275 50.03669725],0
d5,1,0.525248,0.403577,[44 12] ; [45  9],[45.30909091 10.69090909] ; [43.69090909 10.30909091],0
b4,1,0.573703,0.316526,[31 25] ; [27 27],[29.52727273 26.47272727] ; [28.47272727 25.52727273],0
a5,1,0.573746,0.316454,[45 11] ; [41 13],[43.78181818 12.21818182] ; [42.21818182 11.78181818],0
s2,1,0.578221,0.30912,[15 41] ; [12 42],[13.74545455 42.25454545] ; [13.25454545 40.74545455],0
r1,1,0.578873,0.308061,[44 12] ; [40 14],[42.76363636 13.23636364] ; [41.23636364 12.76363636],0
a2,1,0.582809,0.301715,[13 43] ; [15 39],[14.25454545 41.74545455] ; [13.74545455 40.25454545],0
u1,1,0.582809,0.301715,[13 43] ; [15 39],[14.25454545 41.74545455] ; [13.74545455 40.25454545],0
s8,1,0.636471,0.223387,[31 24] ; [28 26],[29.7706422 25.2293578] ; [29.2293578 24.7706422],0
a6,1,0.638544,0.220651,[36 20] ; [37 17],[37.16363636 18.83636364] ; [35.83636364 18.16363636],0
r3,1,0.65966,0.193936,[53  3] ; [50  4],[52.43636364  3.56363636] ; [50.56363636  3.43636364],0
b5,1,0.672165,0.17908,[32 24] ; [33 21],[33.09090909 22.90909091] ; [31.90909091 22.09090909],0
s5,1,0.675963,0.174706,[19 37] ; [16 37],[17.98165138 38.01834862] ; [17.01834862 35.98165138],0
n6,1,0.69434,0.154428,[49  7] ; [45  8],[48.29357798  7.70642202] ; [45.70642202  7.29357798],0
r2,1,0.701703,0.146706,[50  5] ; [47  6],[49.39814815  5.60185185] ; [47.60185185  5.39814815],0
v3,1,0.720631,0.127889,[25 31] ; [25 27],[25.92592593 30.07407407] ; [24.07407407 27.92592593],0
u2,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
s6,1,0.815305,0.054563,[33 23] ; [33 21],[33.6 22.4] ; [32.4 21.6],0
a8,1,0.828842,0.046737,[ 7 41] ; [ 6 40],[ 6.63829787 41.36170213] ; [ 6.36170213 39.63829787],0
a3,1,0.860624,0.030828,[42 13] ; [42 12],[42.3853211 12.6146789] ; [41.6146789 12.3853211],0
v2,1,0.868317,0.027489,[32 23] ; [30 23],[31.57407407 23.42592593] ; [30.42592593 22.57407407],0
u3,1,0.898768,0.016184,[9 5] ; [8 4],[9.15384615 4.84615385] ; [7.84615385 4.15384615],0
n4,1,0.915496,0.011259,[43 13] ; [41 13],[42.76363636 13.23636364] ; [41.23636364 12.76363636],0
