Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001035,10.764281,[14 22] ; [43 16],[21.6 14.4] ; [35.4 23.6],0
r3,1,0.00251,9.133612,[29  7] ; [58  1],[32.96842105  3.03157895] ; [54.03157895  4.96842105],0
d5,1,0.00492,7.908467,[23 13] ; [52  7],[28.42105263  7.57894737] ; [46.57894737 12.42105263],0
d3,1,0.006835,7.315728,[20 16] ; [48 11],[25.76842105 10.23157895] ; [42.23157895 16.76842105],0
d1,1,0.013977,6.040991,[12 24] ; [35 24],[17.81052632 18.18947368] ; [29.18947368 29.81052632],0
b5,1,0.029197,4.755986,[19 17] ; [44 15],[23.87368421 12.12631579] ; [39.12631579 19.87368421],0
n6,1,0.029207,4.755366,[16 20] ; [39 19],[21.06382979 14.93617021] ; [33.93617021 24.06382979],0
v3,1,0.051054,3.806513,[10 26] ; [27 29],[14.47826087 21.52173913] ; [22.52173913 33.47826087],0
u3,1,0.067865,3.333911,[12  2] ; [10  8],[9.625 4.375] ; [12.375  5.625],0
a7,1,0.077232,3.122213,[22 14] ; [46 13],[25.76842105 10.23157895] ; [42.23157895 16.76842105],0
d4,1,0.096986,2.754422,[27  9] ; [52  7],[29.93684211  6.06315789] ; [49.06315789  9.93684211],0
r1,1,0.104917,2.629166,[24 12] ; [48 11],[27.28421053  8.71578947] ; [44.71578947 14.28421053],0
p2,1,0.115218,2.481154,[24 12] ; [47 11],[27.19148936  8.80851064] ; [43.80851064 14.19148936],0
a5,1,0.115891,2.471997,[22 14] ; [45 14],[25.38947368 10.61052632] ; [41.61052632 17.38947368],0
v4,1,0.128892,2.305799,[30  5] ; [55  3],[31.98924731  3.01075269] ; [53.01075269  4.98924731],0
r4,1,0.138763,2.19162,[26 10] ; [50  9],[28.8  7.2] ; [47.2 11.8],0
r2,1,0.143435,2.14071,[30  6] ; [53  4],[32.12903226  3.87096774] ; [50.87096774  6.12903226],0
s4,1,0.158156,1.991765,[ 9 27] ; [ 8 51],[ 6.44210526 29.55789474] ; [10.55789474 48.44210526],0
a2,1,0.177847,1.815522,[ 4 32] ; [13 46],[ 6.44210526 29.55789474] ; [10.55789474 48.44210526],0
s5,1,0.18176,1.783178,[14 19] ; [16 40],[11.12359551 21.87640449] ; [18.87640449 37.12359551],0
d2,1,0.190114,1.716735,[11 25] ; [26 33],[14.02105263 21.97894737] ; [22.97894737 36.02105263],0
p6,1,0.205192,1.605029,[ 8 26] ; [20 35],[10.69662921 23.30337079] ; [17.30337079 37.69662921],0
a4,1,0.256801,1.285919,[14 22] ; [30 29],[16.67368421 19.32631579] ; [27.32631579 31.67368421],0
p12,1,0.264625,1.244398,[ 1 34] ; [ 5 52],[ 2.2826087 32.7173913] ; [ 3.7173913 53.2826087],0
n1,1,0.319806,0.989741,[5 6] ; [ 4 11],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
b4,1,0.339647,0.911762,[19 17] ; [37 22],[21.22105263 14.77894737] ; [34.77894737 24.22105263],0
a3,1,0.401797,0.702941,[22 14] ; [41 18],[23.87368421 12.12631579] ; [39.12631579 19.87368421],0
p3,1,0.411588,0.674208,[17 19] ; [22 35],[15.09677419 20.90322581] ; [23.90322581 33.09677419],0
