Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-05,16.437163,[44 81] ; [24  8],[54.14012739 70.85987261] ; [13.85987261 18.14012739],1
p4,1,0.00022,13.651473,[40 87] ; [22 11],[49.2125 77.7875] ; [12.7875 20.2125],1
p8,1,0.007458,7.159191,[37 88] ; [18 15],[43.51265823 81.48734177] ; [11.48734177 21.51265823],0
p3,1,0.008852,6.852399,[35 92] ; [17 16],[41.275 85.725] ; [10.725 22.275],0
v2,1,0.021239,5.30707,[36 90] ; [16 16],[41.46835443 84.53164557] ; [10.53164557 21.46835443],0
p2,1,0.021342,5.298616,[76 50] ; [27  6],[81.62264151 44.37735849] ; [21.37735849 11.62264151],0
r4,1,0.031612,4.619423,[58 69] ; [22 11],[63.5 63.5] ; [16.5 16.5],0
v4,1,0.036672,4.365603,[93 33] ; [30  3],[97.47169811 28.52830189] ; [25.52830189  7.47169811],0
r3,1,0.062764,3.462811,[91 35] ; [29  4],[95.09433962 30.90566038] ; [24.90566038  8.09433962],0
s5,1,0.070418,3.27324,[ 21 103] ; [10 22],[24.64102564 99.35897436] ; [ 6.35897436 25.64102564],0
p11,1,0.110232,2.55089,[73 54] ; [24  9],[76.99375 50.00625] ; [20.00625 12.99375],0
n1,1,0.114536,2.490492,[12 32] ; [7 7],[14.4137931 29.5862069] ; [4.5862069 9.4137931],0
s3,1,0.126345,2.33685,[44 81] ; [ 7 26],[40.34810127 84.65189873] ; [10.65189873 22.34810127],0
u2,1,0.148271,2.089949,[21 37] ; [9 7],[23.51351351 34.48648649] ; [6.48648649 9.51351351],0
d3,1,0.157729,1.995861,[64 63] ; [20 11],[67.51898734 59.48101266] ; [16.48101266 14.51898734],0
s6,1,0.172882,1.857771,[46 79] ; [16 16],[49.36305732 75.63694268] ; [12.63694268 19.36305732],0
d5,1,0.175643,1.834108,[79 48] ; [24  8],[82.27044025 44.72955975] ; [20.72955975 11.27044025],0
n3,1,0.18651,1.744973,[26 18] ; [11  3],[28.06896552 15.93103448] ; [8.93103448 5.06896552],0
b1,1,0.186858,1.742218,[53 74] ; [18 15],[56.35625 70.64375] ; [14.64375 18.35625],0
s7,1,0.200917,1.635697,[ 20 101] ; [ 8 22],[22.43708609 98.56291391] ; [ 5.56291391 24.43708609],0
p9,1,0.220218,1.502952,[82 39] ; [26  7],[84.85714286 36.14285714] ; [23.14285714  9.85714286],0
p10,1,0.270792,1.212733,[72 52] ; [22 10],[74.71794872 49.28205128] ; [19.28205128 12.71794872],0
p12,1,0.280941,1.162532,[  3 123] ; [ 2 31],[  3.96226415 122.03773585] ; [ 1.03773585 31.96226415],0
a5,1,0.295264,1.095461,[63 64] ; [13 20],[60.325 66.675] ; [15.675 17.325],0
b2,1,0.307463,1.041543,[24 47] ; [8 9],[25.81818182 45.18181818] ; [ 6.18181818 10.81818182],0
b3,1,0.307463,1.041543,[24 47] ; [8 9],[25.81818182 45.18181818] ; [ 6.18181818 10.81818182],0
r2,1,0.316669,1.002656,[90 34] ; [26  6],[92.20512821 31.79487179] ; [23.79487179  8.20512821],0
a7,1,0.319664,0.990319,[71 56] ; [21 11],[73.48427673 53.51572327] ; [18.51572327 13.48427673],0
v3,1,0.362218,0.83019,[ 26 100] ; [ 9 23],[27.91139241 98.08860759] ; [ 7.08860759 24.91139241],0
a6,1,0.419878,0.650657,[67 60] ; [20 13],[69.05625 57.94375] ; [17.94375 15.05625],0
b4,1,0.471338,0.518837,[72 55] ; [21 12],[73.81875 53.18125] ; [19.18125 13.81875],0
d2,1,0.487684,0.481631,[46 79] ; [10 23],[44.30379747 80.69620253] ; [11.69620253 21.30379747],0
a8,1,0.522254,0.40944,[ 12 109] ; [ 2 30],[ 11.07189542 109.92810458] ; [ 2.92810458 29.07189542],0
u1,1,0.560075,0.339575,[  7 120] ; [ 1 32],[  6.35 120.65] ; [ 1.65 31.35],0
u3,1,0.568633,0.324975,[19 40] ; [6 9],[19.93243243 39.06756757] ; [5.06756757 9.93243243],0
a4,1,0.593578,0.284792,[36 90] ; [11 22],[37.24528302 88.75471698] ; [ 9.75471698 23.24528302],0
n6,1,0.620722,0.244854,[90 36] ; [25  8],[91.13207547 34.86792453] ; [23.86792453  9.13207547],0
a2,1,0.626125,0.237353,[ 11 116] ; [ 2 31],[ 10.31875 116.68125] ; [ 2.68125 30.31875],0
p1,1,0.716483,0.131887,[ 10 116] ; [ 2 31],[  9.50943396 116.49056604] ; [ 2.49056604 30.50943396],0
b5,1,0.749674,0.101805,[77 50] ; [19 14],[76.2 50.8] ; [19.8 13.2],0
n5,1,0.762567,0.091271,[83 44] ; [20 12],[82.27044025 44.72955975] ; [20.72955975 11.27044025],0
a3,1,0.801431,0.06325,[68 58] ; [17 16],[67.35849057 58.64150943] ; [17.64150943 15.35849057],0
n2,1,0.819093,0.052309,[30 14] ; [10  4],[30.34482759 13.65517241] ; [9.65517241 4.34482759],0
p5,1,0.839253,0.041148,[ 10 115] ; [ 3 30],[ 10.28481013 114.71518987] ; [ 2.71518987 30.28481013],0
d1,1,0.840083,0.040718,[40 87] ; [11 22],[40.48125 86.51875] ; [10.51875 22.48125],0
d4,1,0.92078,0.009891,[82 45] ; [21 12],[81.75625 45.24375] ; [21.24375 11.75625],0
v1,1,0.930226,0.007667,[42 81] ; [11 22],[41.78846154 81.21153846] ; [11.21153846 21.78846154],0
a1,1,0.937994,0.006052,[ 11 116] ; [ 3 30],[ 11.1125 115.8875] ; [ 2.8875 30.1125],0
s2,1,0.953869,0.003346,[34 93] ; [ 9 24],[34.13125 92.86875] ; [ 8.86875 24.13125],0
s4,1,0.992412,9e-05,[ 23 104] ; [ 6 27],[ 23.01875 103.98125] ; [ 5.98125 27.01875],0
n4,1,0.998006,6e-06,[77 50] ; [20 13],[76.99375 50.00625] ; [20.00625 12.99375],0
