Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,111.575888,[419 102] ; [ 65 107],[363.87301587 157.12698413] ; [120.12698413  51.87301587],1
d3,1,0.0,87.395197,[451  71] ; [90 82],[406.91930836 115.08069164] ; [134.08069164  37.91930836],1
a2,1,0.0,38.103708,[171 351] ; [ 15 157],[139.90201729 382.09798271] ; [ 46.09798271 125.90201729],1
u1,1,0.0,30.382188,[137 385] ; [ 11 161],[111.31988473 410.68011527] ; [ 36.68011527 135.31988473],1
b5,1,3e-06,21.677612,[344 178] ; [79 93],[318.16426513 203.83573487] ; [104.83573487  67.16426513],1
s5,1,0.003995,8.286137,[171 332] ; [75 86],[186.35240964 316.64759036] ; [ 59.64759036 101.35240964],0
b4,1,0.018745,5.525114,[326 196] ; [90 82],[312.89913545 209.10086455] ; [103.10086455  68.89913545],0
d1,1,0.018786,5.521332,[380 142] ; [109  63],[367.80691643 154.19308357] ; [121.19308357  50.80691643],0
b1,1,0.019882,5.422194,[182 340] ; [77 95],[194.80979827 327.19020173] ; [ 64.19020173 107.80979827],0
b3,1,0.025324,5.00157,[117 192] ; [56 56],[126.97624703 182.02375297] ; [46.02375297 65.97624703],0
b2,1,0.025324,5.00157,[117 192] ; [56 56],[126.97624703 182.02375297] ; [46.02375297 65.97624703],0
p2,1,0.032331,4.58084,[448  72] ; [134  35],[439.24528302  80.75471698] ; [142.75471698  26.24528302],0
p4,1,0.059015,3.564845,[329 189] ; [93 75],[318.65306122 199.34693878] ; [103.34693878  64.65306122],0
v4,1,0.076202,3.144093,[511  11] ; [164   8],[507.70893372  14.29106628] ; [167.29106628   4.70893372],0
a8,1,0.104508,2.635362,[ 74 390] ; [ 18 149],[ 67.65134707 396.34865293] ; [ 24.34865293 142.65134707],0
r1,1,0.112086,2.524562,[457  63] ; [143  29],[450.86705202  69.13294798] ; [149.13294798  22.86705202],0
s8,1,0.119086,2.429305,[233 286] ; [88 82],[241.79825835 277.20174165] ; [79.20174165 90.79825835],0
s4,1,0.181882,1.782182,[ 80 433] ; [ 34 136],[ 85.62518302 427.37481698] ; [ 28.37481698 141.62518302],0
p7,1,0.191419,1.70666,[323 184] ; [115  51],[329.96433878 177.03566122] ; [108.03566122  57.96433878],0
p12,1,0.218317,1.515399,[ 47 472] ; [ 10 156],[ 43.18686131 475.81313869] ; [ 13.81313869 152.18686131],0
s7,1,0.224049,1.47825,[243 255] ; [89 75],[249.75226586 248.24773414] ; [82.24773414 81.75226586],0
u3,1,0.228856,1.447956,[87 43] ; [22 17],[83.84615385 46.15384615] ; [25.15384615 13.84615385],0
n6,1,0.320908,0.985241,[447  73] ; [140  29],[443.01886792  76.98113208] ; [143.98113208  25.01886792],0
r2,1,0.331186,0.944256,[511   9] ; [165   5],[509.44927536  10.55072464] ; [166.55072464   3.44927536],0
a1,1,0.350126,0.873,[ 24 498] ; [ 11 161],[ 26.32564841 495.67435159] ; [  8.67435159 163.32564841],0
n2,1,0.359157,0.840837,[74 30] ; [33  9],[76.21917808 27.78082192] ; [30.78082192 11.21917808],0
d5,1,0.423163,0.641515,[464  58] ; [149  23],[461.07492795  60.92507205] ; [151.92507205  20.07492795],0
p3,1,0.4522,0.565131,[260 261] ; [91 80],[264.26445087 256.73554913] ; [86.73554913 84.26445087],0
u4,1,0.486679,0.483859,[ 13 509] ; [  6 166],[ 14.29106628 507.70893372] ; [  4.70893372 167.29106628],0
v1,1,0.508304,0.437557,[279 230] ; [97 71],[282.69423929 226.30576071] ; [93.30576071 74.69423929],0
p10,1,0.509423,0.435253,[430  87] ; [136  32],[427.18540146  89.81459854] ; [138.81459854  29.18540146],0
v2,1,0.514324,0.425261,[300 200] ; [96 72],[296.40718563 203.59281437] ; [99.59281437 68.40718563],0
a3,1,0.538292,0.378715,[390 130] ; [133  39],[393.00578035 126.99421965] ; [129.99421965  42.00578035],0
