Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,164.238091,[ 84 221] ; [230  57],[161.77364865 143.22635135] ; [152.22635135 134.77364865],1
s2,1,0.0,87.9588,[115 203] ; [220  78],[172.93831169 145.06168831] ; [162.06168831 135.93831169],1
s3,1,0.0,63.700823,[140 175] ; [226  71],[188.38235294 126.61764706] ; [177.61764706 119.38235294],1
s6,1,0.0,54.259904,[185 128] ; [255  42],[225.7704918  87.2295082] ; [214.2295082  82.7704918],1
s5,1,0.0,28.7282,[ 83 229] ; [137 150],[114.59098497 197.40901503] ; [105.40901503 181.59098497],1
p6,1,4e-06,21.181795,[ 98 217] ; [147 151],[125.89722675 189.10277325] ; [119.10277325 178.89722675],1
d1,1,1.8e-05,18.362801,[169 152] ; [209  92],[195.07717042 125.92282958] ; [182.92282958 118.07717042],1
a3,1,5.3e-05,16.331732,[212 106] ; [243  57],[234.12621359  83.87378641] ; [220.87378641  79.12621359],1
v3,1,0.000104,15.058672,[113 198] ; [150 138],[136.54924875 174.45075125] ; [126.45075125 161.54924875],1
d2,1,0.000241,13.481423,[139 179] ; [176 125],[161.82552504 156.17447496] ; [153.17447496 147.82552504],1
p3,1,0.000586,11.82037,[150 169] ; [183 118],[171.33387097 147.66612903] ; [161.66612903 139.33387097],1
v1,1,0.000678,11.547414,[167 148] ; [195  98],[187.54934211 127.45065789] ; [174.45065789 118.54934211],1
p12,1,0.000936,10.950456,[ 18 301] ; [ 40 258],[ 29.98703404 289.01296596] ; [ 28.01296596 269.98703404],1
u4,1,0.001509,10.06803,[  3 318] ; [ 16 285],[  9.80546624 311.19453376] ; [  9.19453376 291.80546624],0
p4,1,0.001617,9.939998,[189 130] ; [214  86],[207.68497577 111.31502423] ; [195.31502423 104.68497577],0
p8,1,0.002005,9.54471,[159 155] ; [186 109],[177.8817734 136.1182266] ; [167.1182266 127.8817734],0
p5,1,0.003313,8.626291,[ 31 288] ; [ 53 244],[ 43.5 275.5] ; [ 40.5 256.5],0
a5,1,0.004212,8.190196,[228  92] ; [244  57],[243.22061192  76.77938808] ; [228.77938808  72.22061192],0
b3,1,0.00474,7.975929,[ 58 121] ; [ 95 109],[ 71.50652742 107.49347258] ; [ 81.49347258 122.50652742],0
b2,1,0.00474,7.975929,[ 58 121] ; [ 95 109],[ 71.50652742 107.49347258] ; [ 81.49347258 122.50652742],0
d5,1,0.004966,7.891697,[251  69] ; [261  39],[264.25806452  55.74193548] ; [247.74193548  52.25806452],0
p10,1,0.008109,7.009133,[261  55] ; [269  30],[272.32520325  43.67479675] ; [257.67479675  41.32520325],0
p7,1,0.008736,6.876045,[195 116] ; [213  80],[210.0794702 100.9205298] ; [197.9205298  95.0794702],0
r1,1,0.014233,6.009037,[265  55] ; [268  31],[275.54119548  44.45880452] ; [257.45880452  41.54119548],0
r2,1,0.015862,5.818069,[308  11] ; [298   2],[312.30048465   6.69951535] ; [293.69951535   6.30048465],0
u1,1,0.021194,5.310766,[ 53 268] ; [ 72 229],[ 64.5096463 256.4903537] ; [ 60.4903537 240.5096463],0
p9,1,0.021258,5.305516,[268  46] ; [274  26],[277.17915309  36.82084691] ; [264.82084691  35.17915309],0
d4,1,0.028675,4.787019,[251  67] ; [257  43],[261.39805825  56.60194175] ; [246.60194175  53.39805825],0
u3,1,0.037625,4.321887,[57 52] ; [40 18],[63.31137725 45.68862275] ; [33.68862275 24.31137725],0
v2,1,0.04783,3.915935,[165 141] ; [179 110],[176.91428571 129.08571429] ; [167.08571429 121.91428571],0
n6,1,0.049388,3.86213,[287  33] ; [283  18],[293.71980676  26.28019324] ; [276.28019324  24.71980676],0
b1,1,0.073089,3.212257,[114 207] ; [128 173],[124.89067524 196.10932476] ; [117.10932476 183.89067524],0
s4,1,0.088781,2.896335,[ 42 272] ; [ 55 244],[ 49.6867863 264.3132137] ; [ 47.3132137 251.6867863],0
u2,1,0.111788,2.528756,[55 53] ; [37 21],[59.85542169 48.14457831] ; [32.14457831 25.85542169],0
a7,1,0.137734,2.203095,[242  78] ; [211  89],[233.80645161  86.19354839] ; [219.19354839  80.80645161],0
n4,1,0.164761,1.929974,[281  40] ; [273  27],[286.36714976  34.63285024] ; [267.63285024  32.36714976],0
n3,1,0.165691,1.921503,[50 12] ; [39 17],[46.76271186 15.23728814] ; [42.23728814 13.76271186],0
a2,1,0.193623,1.689832,[ 78 243] ; [ 87 214],[ 85.15273312 235.84726688] ; [ 79.84726688 221.15273312],0
a6,1,0.229195,1.445852,[230  89] ; [203  97],[223.1453958  95.8546042] ; [209.8546042  90.1453958],0
n2,1,0.239647,1.382671,[52 11] ; [42 15],[49.35 13.65] ; [44.65 12.35],0
a1,1,0.247982,1.334639,[ 11 310] ; [ 16 285],[ 13.9340836 307.0659164] ; [ 13.0659164 287.9340836],0
b4,1,0.312748,1.019035,[192 129] ; [168 133],[185.78778135 135.21221865] ; [174.21221865 126.78778135],0
r3,1,0.343586,0.897007,[314   5] ; [293   8],[312.31129032   6.68870968] ; [294.68870968   6.31129032],0
n1,1,0.38064,0.768635,[25 36] ; [27 28],[27.34482759 33.65517241] ; [24.65517241 30.34482759],0
s1,1,0.402135,0.701931,[  8 306] ; [ 11 284],[  9.79638752 304.20361248] ; [  9.20361248 285.79638752],0
b5,1,0.416175,0.661091,[199 122] ; [177 124],[194.04501608 126.95498392] ; [181.95498392 119.04501608],0
a4,1,0.417271,0.657989,[146 172] ; [148 153],[151.0371567 166.9628433] ; [142.9628433 158.0371567],0
d3,1,0.419045,0.652992,[214 105] ; [211  90],[218.66935484 100.33064516] ; [206.33064516  94.66935484],0
p1,1,0.602134,0.27179,[ 27 292] ; [ 29 271],[ 28.85945073 290.14054927] ; [ 27.14054927 272.85945073],0
a8,1,0.621749,0.243416,[ 47 244] ; [ 48 223],[ 49.19039146 241.80960854] ; [ 45.80960854 225.19039146],0
v4,1,0.633927,0.226774,[313   7] ; [296   5],[313.81642512   6.18357488] ; [295.18357488   5.81642512],0
p11,1,0.874633,0.024893,[264  57] ; [249  52],[264.74758842  56.25241158] ; [248.25241158  52.74758842],0
p2,1,0.994155,5.4e-05,[273  47] ; [256  44],[273.03225806  46.96774194] ; [255.96774194  44.03225806],0
