Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,87.749662,[ 27 114] ; [58  8],[57.89855072 83.10144928] ; [27.10144928 38.89855072],1
s6,1,0.0,57.21402,[ 40 102] ; [55 10],[65.16908213 76.83091787] ; [29.83091787 35.16908213],1
s7,1,0.0,42.7227,[ 22 115] ; [38 23],[41.51515152 95.48484848] ; [18.48484848 42.51515152],1
s8,1,3e-06,21.596149,[ 25 117] ; [32 34],[ 38.91346154 103.08653846] ; [18.08653846 47.91346154],1
s4,1,9e-06,19.791038,[ 14 128] ; [23 42],[ 25.38164251 116.61835749] ; [11.61835749 53.38164251],1
p9,1,0.000509,12.082186,[78 60] ; [53 12],[89.05418719 48.94581281] ; [41.94581281 23.05418719],1
p3,1,0.000707,11.471538,[ 24 118] ; [25 40],[ 33.61352657 108.38647343] ; [15.38647343 49.61352657],1
s5,1,0.001047,10.742904,[ 20 117] ; [22 41],[ 28.77 108.23] ; [13.23 49.77],0
p4,1,0.00105,10.737077,[ 36 105] ; [32 34],[46.31884058 94.68115942] ; [21.68115942 44.31884058],0
r4,1,0.001784,9.759993,[93 49] ; [57  9],[102.40384615  39.59615385] ; [47.59615385 18.40384615],0
u1,1,0.003458,8.548282,[ 13 129] ; [16 50],[ 19.79807692 122.20192308] ; [ 9.20192308 56.79807692],0
d1,1,0.005255,7.789381,[63 79] ; [43 23],[72.36538462 69.63461538] ; [33.63461538 32.36538462],0
p10,1,0.005506,7.705151,[75 64] ; [49 17],[84.07804878 54.92195122] ; [39.92195122 26.07804878],0
d2,1,0.00864,6.89571,[57 82] ; [40 26],[65.77073171 73.22926829] ; [31.22926829 34.77073171],0
r3,1,0.010801,6.497799,[110  31] ; [61  5],[116.47826087  24.52173913] ; [54.52173913 11.47826087],0
p2,1,0.013095,6.156243,[73 69] ; [46 20],[81.24038462 60.75961538] ; [37.75961538 28.24038462],0
u3,1,0.019103,5.492074,[23 35] ; [14  6],[27.51282051 30.48717949] ; [ 9.48717949 10.51282051],0
r2,1,0.020168,5.397313,[115  26] ; [61  4],[120.46601942  20.53398058] ; [55.53398058  9.46601942],0
a7,1,0.021037,5.323705,[86 55] ; [51 15],[93.31884058 47.68115942] ; [43.68115942 22.31884058],0
r1,1,0.021378,5.295723,[86 56] ; [50 15],[93.29468599 48.70531401] ; [42.70531401 22.29468599],0
p6,1,0.042824,4.102324,[ 12 129] ; [12 54],[ 16.34782609 124.65217391] ; [ 7.65217391 58.34782609],0
n3,1,0.0489,3.878788,[29 26] ; [19  6],[33. 22.] ; [15. 10.],0
v2,1,0.063971,3.431331,[41 94] ; [28 36],[46.80904523 88.19095477] ; [22.19095477 41.80904523],0
d3,1,0.081503,3.034672,[81 61] ; [46 20],[86.70192308 55.29807692] ; [40.29807692 25.70192308],0
n6,1,0.099569,2.712432,[101  41] ; [54 12],[105.81730769  36.18269231] ; [49.18269231 16.81730769],0
b5,1,0.137673,2.203774,[77 65] ; [43 23],[81.92307692 60.07692308] ; [38.07692308 27.92307692],0
v4,1,0.145082,2.123207,[113  29] ; [58  8],[116.74038462  25.25961538] ; [54.25961538 11.74038462],0
a3,1,0.160251,1.971855,[84 57] ; [46 20],[88.55072464 52.44927536] ; [41.44927536 24.55072464],0
s1,1,0.165313,1.924937,[  6 135] ; [ 6 60],[  8.17391304 132.82608696] ; [ 3.82608696 62.17391304],0
u4,1,0.190335,1.715019,[  1 141] ; [ 2 64],[  2.04807692 139.95192308] ; [ 0.95192308 65.04807692],0
n2,1,0.194632,1.682202,[33 25] ; [18  7],[35.63855422 22.36144578] ; [15.36144578  9.63855422],0
d5,1,0.205532,1.602624,[100  42] ; [52 14],[103.76923077  38.23076923] ; [48.23076923 17.76923077],0
n4,1,0.217888,1.518229,[91 51] ; [48 18],[94.89423077 47.10576923] ; [44.10576923 21.89423077],0
u2,1,0.232727,1.424115,[23 35] ; [11  9],[25.28205128 32.71794872] ; [ 8.71794872 11.28205128],0
a1,1,0.248087,1.334042,[ 10 132] ; [ 2 64],[  8.19230769 133.80769231] ; [ 3.80769231 62.19230769],0
a2,1,0.2491,1.328342,[ 21 121] ; [14 52],[ 23.89423077 118.10576923] ; [11.10576923 54.89423077],0
n5,1,0.306593,1.045295,[88 53] ; [46 20],[91.27536232 49.72463768] ; [42.72463768 23.27536232],0
a5,1,0.310089,1.030296,[82 60] ; [43 23],[85.33653846 56.66346154] ; [39.66346154 26.33653846],0
p5,1,0.313074,1.017664,[  6 136] ; [ 1 65],[  4.77884615 137.22115385] ; [ 2.22115385 63.77884615],0
b4,1,0.323424,0.975048,[89 53] ; [46 20],[92.16346154 49.83653846] ; [42.83653846 23.16346154],0
d4,1,0.415453,0.663141,[106  35] ; [53 13],[108.30434783  32.69565217] ; [50.69565217 15.30434783],0
