Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.278793,[100  23] ; [ 6 21],[86.92 36.08] ; [19.08  7.92],1
r2,1,1e-06,24.360654,[109  12] ; [13 13],[100.42176871  20.57823129] ; [21.57823129  4.42176871],1
r3,1,2e-06,22.978245,[106  17] ; [12 15],[96.76 26.24] ; [21.24  5.76],1
r1,1,0.000715,11.448871,[80 43] ; [ 8 19],[72.16 50.84] ; [15.84 11.16],1
p11,1,0.002731,8.978945,[91 32] ; [12 15],[84.46 38.54] ; [18.54  8.46],0
p2,1,0.003159,8.713055,[83 37] ; [10 16],[76.43835616 43.56164384] ; [16.56164384  9.43835616],0
p9,1,0.004969,7.890673,[86 35] ; [11 15],[79.84353741 41.15646259] ; [17.15646259  8.84353741],0
v1,1,0.005188,7.812677,[58 63] ; [ 5 22],[51.50675676 69.49324324] ; [11.49324324 15.50675676],0
n2,1,0.013664,6.081026,[31  8] ; [4 6],[27.85714286 11.14285714] ; [7.14285714 2.85714286],0
n6,1,0.014502,5.976017,[92 30] ; [14 13],[86.79194631 35.20805369] ; [19.20805369  7.79194631],0
d5,1,0.03672,4.363362,[77 46] ; [11 16],[72.16 50.84] ; [15.84 11.16],0
p7,1,0.041388,4.160051,[65 53] ; [ 9 18],[60.22068966 57.77931034] ; [13.77931034 13.22068966],0
p10,1,0.047626,3.923148,[76 44] ; [11 15],[71.50684932 48.49315068] ; [15.49315068 10.50684932],0
a3,1,0.050852,3.813132,[66 56] ; [ 9 18],[61.40939597 60.59060403] ; [13.59060403 13.40939597],0
s5,1,0.055019,3.681523,[35 82] ; [ 3 23],[31.09090909 85.90909091] ; [ 6.90909091 19.09090909],0
a5,1,0.060876,3.513357,[70 53] ; [10 17],[65.6 57.4] ; [14.4 12.6],0
v3,1,0.064458,3.418803,[33 84] ; [ 3 24],[29.25 87.75] ; [ 6.75 20.25],0
n3,1,0.067721,3.337421,[27 11] ; [4 6],[24.54166667 13.45833333] ; [6.45833333 3.54166667],0
p8,1,0.070977,3.260292,[49 71] ; [ 6 21],[44.89795918 75.10204082] ; [10.10204082 16.89795918],0
u2,1,0.090061,2.873277,[25 31] ; [ 4 14],[21.94594595 34.05405405] ; [ 7.05405405 10.94594595],0
b4,1,0.14142,2.162444,[78 45] ; [13 14],[74.62 48.38] ; [16.38 10.62],0
u3,1,0.162442,1.951348,[23 34] ; [ 4 14],[20.52 36.48] ; [ 6.48 11.52],0
a6,1,0.190833,1.711177,[58 65] ; [ 9 18],[54.94 68.06] ; [12.06 14.94],0
n4,1,0.200911,1.635741,[75 48] ; [20  7],[77.9 45.1] ; [17.1  9.9],0
v2,1,0.201212,1.633556,[52 65] ; [ 8 18],[49.09090909 67.90909091] ; [10.90909091 15.09090909],0
p6,1,0.249799,1.324428,[26 91] ; [ 3 22],[23.8943662 93.1056338] ; [ 5.1056338 19.8943662],0
p1,1,0.306593,1.045296,[  7 116] ; [ 3 24],[  8.2 114.8] ; [ 1.8 25.2],0
b1,1,0.364054,0.82386,[52 71] ; [14 13],[54.12 68.88] ; [11.88 15.12],0
n1,1,0.36987,0.804103,[10 29] ; [4 6],[11.14285714 27.85714286] ; [2.85714286 7.14285714],0
d2,1,0.398552,0.712691,[50 72] ; [13 13],[51.93243243 70.06756757] ; [11.06756757 14.93243243],0
a8,1,0.40503,0.693343,[ 10 105] ; [ 1 25],[  8.97163121 106.02836879] ; [ 2.02836879 23.97163121],0
s8,1,0.435103,0.609163,[ 21 101] ; [ 3 24],[ 19.65100671 102.34899329] ; [ 4.34899329 22.65100671],0
s6,1,0.486454,0.48436,[50 69] ; [ 9 17],[48.42068966 70.57931034] ; [10.57931034 15.42068966],0
p5,1,0.527234,0.399719,[  9 112] ; [ 3 24],[  9.81081081 111.18918919] ; [ 2.18918919 24.81081081],0
s4,1,0.528562,0.397155,[ 13 110] ; [ 4 23],[ 13.94 109.06] ; [ 3.06 23.94],0
n5,1,0.671003,0.180431,[80 41] ; [19  8],[80.93918919 40.06081081] ; [18.06081081  8.93918919],0
a2,1,0.677289,0.173194,[  7 116] ; [ 1 26],[  6.56 116.44] ; [ 1.44 25.56],0
d3,1,0.712958,0.13534,[41 82] ; [10 17],[41.82 81.18] ; [ 9.18 17.82],0
a1,1,0.733812,0.115641,[  7 116] ; [ 2 25],[  7.38 115.62] ; [ 1.62 25.38],0
a4,1,0.780153,0.077908,[41 81] ; [ 8 18],[40.39189189 81.60810811] ; [ 8.60810811 17.39189189],0
s3,1,0.800792,0.063666,[40 80] ; [ 8 18],[39.45205479 80.54794521] ; [ 8.54794521 17.45205479],0
p4,1,0.851383,0.035102,[46 72] ; [10 17],[45.57241379 72.42758621] ; [10.42758621 16.57241379],0
s2,1,0.856964,0.032487,[25 96] ; [ 6 21],[25.34459459 95.65540541] ; [ 5.65540541 21.34459459],0
b3,1,0.857714,0.032143,[23 47] ; [ 7 13],[23.33333333 46.66666667] ; [ 6.66666667 13.33333333],0
b2,1,0.857714,0.032143,[23 47] ; [ 7 13],[23.33333333 46.66666667] ; [ 6.66666667 13.33333333],0
p3,1,0.866759,0.028149,[38 82] ; [ 9 18],[38.36734694 81.63265306] ; [ 8.63265306 18.36734694],0
p12,1,0.890311,0.019019,[  4 117] ; [ 1 25],[  4.11564626 116.88435374] ; [ 0.88435374 25.11564626],0
b5,1,0.891799,0.018504,[61 62] ; [13 14],[60.68 62.32] ; [13.32 13.68],0
d4,1,0.901336,0.015369,[79 44] ; [17 10],[78.72 44.28] ; [17.28  9.72],0
d1,1,0.901336,0.015369,[44 79] ; [10 17],[44.28 78.72] ; [ 9.72 17.28],0
s1,1,0.91253,0.012067,[  5 115] ; [ 1 26],[  4.89795918 115.10204082] ; [ 1.10204082 25.89795918],0
