Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-05,19.602006,[26 36] ; [38  7],[37.08411215 24.91588785] ; [26.91588785 18.08411215],1
p6,1,9.8e-05,15.17028,[ 7 57] ; [21 28],[15.85840708 48.14159292] ; [12.14159292 36.85840708],1
p2,1,0.001184,10.515686,[41 24] ; [44  5],[48.46491228 16.53508772] ; [36.53508772 12.46491228],0
p11,1,0.001249,10.415726,[33 32] ; [40 10],[41.26086957 23.73913043] ; [31.73913043 18.26086957],0
p3,1,0.005426,7.731734,[17 47] ; [26 24],[24.14035088 39.85964912] ; [18.85964912 31.14035088],0
a4,1,0.022132,5.235384,[29 36] ; [12 38],[23.17391304 41.82608696] ; [17.82608696 32.17391304],0
v3,1,0.036503,4.373429,[12 48] ; [18 29],[16.82242991 43.17757009] ; [13.17757009 33.82242991],0
s8,1,0.037413,4.3315,[25 40] ; [29 21],[30.52173913 34.47826087] ; [23.47826087 26.52173913],0
p4,1,0.04004,4.21621,[26 38] ; [30 20],[31.43859649 32.56140351] ; [24.56140351 25.43859649],0
d4,1,0.040358,4.202765,[48 16] ; [45  5],[52.21052632 11.78947368] ; [40.78947368  9.21052632],0
s6,1,0.047607,3.923795,[45 19] ; [43  7],[49.40350877 14.59649123] ; [38.59649123 11.40350877],0
s5,1,0.061345,3.500636,[21 42] ; [24 23],[25.77272727 37.22727273] ; [19.22727273 27.77272727],0
a7,1,0.070597,3.269089,[42 23] ; [40 10],[46.34782609 18.65217391] ; [35.65217391 14.34782609],0
p12,1,0.095812,2.773913,[ 1 63] ; [ 4 46],[ 2.80701754 61.19298246] ; [ 2.19298246 47.80701754],0
v2,1,0.097552,2.745111,[24 33] ; [28 20],[28.22857143 28.77142857] ; [23.77142857 24.22857143],0
b1,1,0.099821,2.708407,[25 40] ; [12 38],[20.91304348 44.08695652] ; [16.08695652 33.91304348],0
d2,1,0.101557,2.680926,[32 33] ; [17 33],[27.69565217 37.30434783] ; [21.30434783 28.69565217],0
r1,1,0.127109,2.327463,[43 21] ; [40 10],[46.59649123 17.40350877] ; [36.40350877 13.59649123],0
u3,1,0.145667,2.117045,[18  6] ; [12 10],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
n2,1,0.146205,2.111409,[22 10] ; [10  1],[23.81395349  8.18604651] ; [8.18604651 2.81395349],0
d3,1,0.18044,1.794,[39 26] ; [36 14],[42.39130435 22.60869565] ; [32.60869565 17.39130435],0
p5,1,0.1936,1.690005,[ 1 63] ; [ 3 46],[ 2.26548673 61.73451327] ; [ 1.73451327 47.26548673],0
p10,1,0.275301,1.190141,[43 20] ; [38 11],[45.5625 17.4375] ; [35.4375 13.5625],0
n5,1,0.331359,0.943581,[20 44] ; [20 30],[22.45614035 41.54385965] ; [17.54385965 32.45614035],0
a2,1,0.344467,0.893735,[12 53] ; [ 6 44],[10.17391304 54.82608696] ; [ 7.82608696 42.17391304],0
a3,1,0.360259,0.83699,[40 24] ; [27 23],[37.61403509 26.38596491] ; [29.38596491 20.61403509],0
n3,1,0.371729,0.797878,[24  7] ; [7 4],[22.88095238  8.11904762] ; [8.11904762 2.88095238],0
a5,1,0.380724,0.768363,[35 30] ; [31 19],[37.30434783 27.69565217] ; [28.69565217 21.30434783],0
s2,1,0.381358,0.76632,[46 19] ; [39 11],[48.04347826 16.95652174] ; [36.95652174 13.04347826],0
a8,1,0.389993,0.738962,[ 2 60] ; [ 3 41],[ 2.9245283 59.0754717] ; [ 2.0754717 41.9245283],0
p1,1,0.403094,0.699077,[ 7 58] ; [ 3 45],[ 5.75221239 59.24778761] ; [ 4.24778761 43.75221239],0
s7,1,0.405174,0.692918,[23 36] ; [23 26],[25.12962963 33.87037037] ; [20.87037037 28.12962963],0
r3,1,0.447965,0.575797,[62  3] ; [49  1],[62.73913043  2.26086957] ; [48.26086957  1.73913043],0
u1,1,0.453811,0.561115,[ 8 57] ; [ 4 46],[ 6.7826087 58.2173913] ; [ 5.2173913 44.7826087],0
r4,1,0.523051,0.407874,[53 12] ; [43  7],[54.26086957 10.73913043] ; [41.73913043  8.26086957],0
n1,1,0.65136,0.20419,[ 9 22] ; [4 7],[ 9.5952381 21.4047619] ; [3.4047619 7.5952381],0
s4,1,0.661609,0.191575,[22 43] ; [15 35],[20.91304348 44.08695652] ; [16.08695652 33.91304348],0
v4,1,0.694339,0.154428,[60  4] ; [45  4],[59.46902655  4.53097345] ; [45.53097345  3.46902655],0
b4,1,0.736455,0.113267,[41 24] ; [30 20],[40.13043478 24.86956522] ; [30.86956522 19.13043478],0
u2,1,0.764599,0.089669,[13 10] ; [14  9],[13.5  9.5] ; [13.5  9.5],0
d1,1,0.768421,0.086696,[33 32] ; [24 26],[32.2173913 32.7826087] ; [24.7826087 25.2173913],0
s1,1,0.788841,0.071726,[ 2 63] ; [ 2 48],[ 2.26086957 62.73913043] ; [ 1.73913043 48.26086957],0
u4,1,0.851119,0.035228,[ 1 64] ; [ 1 49],[ 1.13043478 63.86956522] ; [ 0.86956522 49.13043478],0
b5,1,0.867866,0.027679,[38 27] ; [30 20],[38.43478261 26.56521739] ; [29.56521739 20.43478261],0
a1,1,0.872551,0.025734,[ 3 62] ; [ 2 48],[ 2.82608696 62.17391304] ; [ 2.17391304 47.82608696],0
p9,1,0.894706,0.017517,[49 13] ; [39 11],[48.71428571 13.28571429] ; [39.28571429 10.71428571],0
b2,1,0.922411,0.009486,[10 19] ; [10 18],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
b3,1,0.922411,0.009486,[10 19] ; [10 18],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
d5,1,0.928596,0.00803,[46 19] ; [35 15],[45.7826087 19.2173913] ; [35.2173913 14.7826087],0
n6,1,0.964327,0.002,[39 26] ; [29 19],[39.11504425 25.88495575] ; [28.88495575 19.11504425],0
a6,1,0.972067,0.001226,[44 21] ; [34 16],[44.08695652 20.91304348] ; [33.91304348 16.08695652],0
r2,1,0.972712,0.00117,[61  4] ; [47  3],[61.04347826  3.95652174] ; [46.95652174  3.04347826],0
