Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.253789,[55 42] ; [362  25],[83.57231405 13.42768595] ; [333.42768595  53.57231405],1
r2,1,0.0,36.771043,[74 19] ; [371  12],[86.94327731  6.05672269] ; [358.05672269  24.94327731],1
v4,1,1e-06,24.62815,[77 19] ; [366  18],[88.6  7.4] ; [354.4  29.6],1
r3,1,7e-06,20.311428,[80 17] ; [368  17],[90.15767635  6.84232365] ; [357.84232365  27.15767635],1
v2,1,1.6e-05,18.63602,[34 61] ; [222 145],[52.64069264 42.35930736] ; [203.35930736 163.64069264],1
s8,1,2.7e-05,17.599783,[18 79] ; [160 225],[35.82157676 61.17842324] ; [142.17842324 242.82157676],1
p2,1,0.000307,13.027434,[61 35] ; [311  74],[74.24532225 21.75467775] ; [297.75467775  87.24532225],1
d1,1,0.000698,11.494261,[50 47] ; [270 117],[64.1322314 32.8677686] ; [255.8677686 131.1322314],1
s6,1,0.000811,11.216752,[44 51] ; [249 134],[58.23221757 36.76778243] ; [234.76778243 148.23221757],1
v3,1,0.002371,9.237239,[23 71] ; [152 214],[35.76086957 58.23913043] ; [139.23913043 226.76086957],0
s7,1,0.002799,8.934172,[25 65] ; [166 202],[37.53275109 52.46724891] ; [153.46724891 214.53275109],0
d4,1,0.004874,7.92573,[76 21] ; [344  42],[84.34782609 12.65217391] ; [335.65217391  50.34782609],0
u1,1,0.004975,7.88848,[ 7 90] ; [ 74 313],[16.23347107 80.76652893] ; [ 64.76652893 322.23347107],0
a5,1,0.006193,7.493333,[63 34] ; [303  84],[73.35123967 23.64876033] ; [292.64876033  94.35123967],0
p7,1,0.011924,6.32209,[37 59] ; [200 178],[48. 48.] ; [189. 189.],0
a1,1,0.014242,6.007866,[ 8 89] ; [ 11 376],[ 3.80785124 93.19214876] ; [ 15.19214876 371.80785124],0
s5,1,0.018139,5.582657,[17 76] ; [115 261],[26.17484009 66.82515991] ; [105.82515991 270.17484009],0
p8,1,0.021593,5.278274,[29 67] ; [165 218],[38.88100209 57.11899791] ; [155.11899791 227.88100209],0
p4,1,0.021772,5.263926,[36 61] ; [193 192],[46.08506224 50.91493776] ; [182.91493776 202.08506224],0
a2,1,0.025049,5.020477,[15 82] ; [102 285],[23.44834711 73.55165289] ; [ 93.55165289 293.44834711],0
n4,1,0.026392,4.930137,[62 35] ; [290  96],[70.69151139 26.30848861] ; [281.30848861 104.69151139],0
s3,1,0.027984,4.829045,[40 56] ; [206 174],[49.61344538 46.38655462] ; [196.38655462 183.61344538],0
u3,1,0.035806,4.406308,[15 20] ; [62 36],[20.26315789 14.73684211] ; [56.73684211 41.26315789],0
v1,1,0.038128,4.299306,[34 59] ; [182 193],[42.92307692 50.07692308] ; [173.07692308 201.92307692],0
a3,1,0.038747,4.271919,[62 35] ; [288  99],[70.1446281 26.8553719] ; [279.8553719 107.1446281],0
p10,1,0.040544,4.194981,[65 30] ; [301  83],[72.58872651 22.41127349] ; [293.41127349  90.58872651],0
d3,1,0.041005,4.175819,[61 36] ; [284 103],[69.14256198 27.85743802] ; [275.85743802 111.14256198],0
a6,1,0.067704,3.337818,[61 36] ; [280 107],[68.34090909 28.65909091] ; [272.65909091 114.34090909],0
p11,1,0.071447,3.249466,[65 32] ; [294  93],[71.94834711 25.05165289] ; [287.05165289  99.94834711],0
a7,1,0.08935,2.886049,[66 31] ; [295  91],[72.4989648 24.5010352] ; [288.5010352  97.4989648],0
s2,1,0.0934,2.814779,[36 61] ; [178 204],[43.33611691 53.66388309] ; [170.66388309 211.33611691],0
