Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,49.258478,[103  43] ; [32 86],[74.65909091 71.34090909] ; [60.34090909 57.65909091],1
s2,1,0.0,40.618508,[88 60] ; [24 93],[62.5509434 85.4490566] ; [49.4490566 67.5509434],1
s7,1,0.0,39.087501,[82 66] ; [19 92],[57.71428571 90.28571429] ; [43.28571429 67.71428571],1
s8,1,0.0,38.321276,[76 74] ; [ 17 101],[52.05223881 97.94776119] ; [40.94776119 77.05223881],1
s5,1,2e-06,23.01442,[53 93] ; [ 12 103],[ 36.36015326 109.63984674] ; [28.63984674 86.36015326],1
v4,1,4.5e-05,16.645339,[144   6] ; [94 23],[133.70786517  16.29213483] ; [104.29213483  12.70786517],1
r4,1,9.8e-05,15.170292,[132  18] ; [81 37],[119.21641791  30.78358209] ; [93.78358209 24.21641791],1
s4,1,0.000727,11.418351,[ 30 117] ; [  7 111],[ 20.5245283 126.4754717] ; [ 16.4754717 101.5245283],1
b5,1,0.000909,11.004554,[106  44] ; [60 58],[92.91044776 57.08955224] ; [73.08955224 44.91044776],1
p10,1,0.001254,10.409617,[118  29] ; [73 44],[106.35227273  40.64772727] ; [84.64772727 32.35227273],0
r3,1,0.001503,10.075379,[138  11] ; [92 24],[129.32075472  19.67924528] ; [100.67924528  15.32075472],0
v1,1,0.001837,9.706066,[77 67] ; [40 77],[64.55172414 79.44827586] ; [52.44827586 64.55172414],0
r1,1,0.002503,9.138052,[118  31] ; [73 44],[106.9887218  42.0112782] ; [84.0112782 32.9887218],0
p11,1,0.003759,8.396689,[116  34] ; [72 46],[105.2238806  44.7761194] ; [82.7761194 35.2238806],0
p9,1,0.006838,7.315005,[119  26] ; [77 37],[109.72972973  35.27027027] ; [86.27027027 27.72972973],0
p7,1,0.007581,7.129867,[75 63] ; [44 73],[64.4 73.6] ; [54.6 62.4],0
p12,1,0.013335,6.124057,[ 13 135] ; [  2 115],[  8.37735849 139.62264151] ; [  6.62264151 110.37735849],0
n6,1,0.016451,5.754051,[130  20] ; [88 29],[122.47191011  27.52808989] ; [95.52808989 21.47191011],0
u3,1,0.017547,5.640792,[26 19] ; [14 29],[20.45454545 24.54545455] ; [19.54545455 23.45454545],0
r2,1,0.018926,5.508331,[141   8] ; [101  16],[135.55639098  13.44360902] ; [106.44360902  10.55639098],0
p2,1,0.045052,4.016693,[107  42] ; [71 47],[99.33333333 49.66666667] ; [78.66666667 39.33333333],0
v2,1,0.045801,3.988897,[74 65] ; [45 66],[66.164 72.836] ; [52.836 58.164],0
v3,1,0.065138,3.40147,[58 87] ; [34 83],[50.91603053 94.08396947] ; [41.08396947 75.91603053],0
a7,1,0.070968,3.260492,[102  48] ; [67 50],[94.94382022 55.05617978] ; [74.05617978 42.94382022],0
n2,1,0.102578,2.66499,[36  8] ; [30 15],[32.62921348 11.37078652] ; [33.37078652 11.62921348],0
s1,1,0.115071,2.483157,[  8 138] ; [  2 114],[  5.57251908 140.42748092] ; [  4.42748092 111.57251908],0
p6,1,0.125195,2.351092,[ 31 116] ; [ 16 100],[ 26.26996198 120.73003802] ; [20.73003802 95.26996198],0
d5,1,0.139416,2.184398,[112  37] ; [79 39],[106.58801498  42.41198502] ; [84.41198502 33.58801498],0
u2,1,0.1578,1.99518,[23 21] ; [16 27],[19.72413793 24.27586207] ; [19.27586207 23.72413793],0
d4,1,0.162004,1.955421,[113  36] ; [79 37],[107.95471698  41.04528302] ; [84.04528302 31.95471698],0
d2,1,0.180771,1.791274,[59 90] ; [55 60],[64.34090909 84.65909091] ; [49.65909091 65.34090909],0
a8,1,0.184046,1.76465,[ 27 111] ; [15 98],[ 23.09163347 114.90836653] ; [18.90836653 94.09163347],0
b4,1,0.191125,1.708921,[92 58] ; [63 55],[86.75373134 63.24626866] ; [68.24626866 49.75373134],0
a1,1,0.204214,1.611976,[  7 143] ; [ 10 108],[  9.51492537 140.48507463] ; [  7.48507463 110.51492537],0
