Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.888459,[137 157] ; [264 118],[174.39940828 119.60059172] ; [226.60059172 155.39940828],1
v3,1,0.0,27.794371,[ 91 206] ; [193 187],[124.59084195 172.40915805] ; [159.40915805 220.59084195],1
n5,1,1e-05,19.514333,[207  99] ; [321  70],[231.80487805  74.19512195] ; [296.19512195  94.80487805],1
p6,1,3.5e-05,17.128779,[ 89 218] ; [169 212],[115.125 191.875] ; [142.875 238.125],1
s8,1,9.5e-05,15.22658,[117 191] ; [205 183],[142.49425287 165.50574713] ; [179.50574713 208.49425287],1
p4,1,0.000127,14.685861,[161 144] ; [261 128],[185.4610951 119.5389049] ; [236.5389049 152.4610951],1
p9,1,0.000468,12.239539,[237  66] ; [341  46],[253.8173913  49.1826087] ; [324.1826087  62.8173913],1
p8,1,0.001236,10.43562,[145 159] ; [230 153],[165.93886463 138.06113537] ; [209.06113537 173.93886463],0
b3,1,0.001817,9.725822,[ 48 121] ; [111 145],[ 63.22588235 105.77411765] ; [ 95.77411765 160.22588235],0
b2,1,0.001817,9.725822,[ 48 121] ; [111 145],[ 63.22588235 105.77411765] ; [ 95.77411765 160.22588235],0
p3,1,0.002225,9.354028,[135 172] ; [217 173],[155.04160689 151.95839311] ; [196.95839311 193.04160689],0
p10,1,0.002802,8.932231,[231  74] ; [328  59],[246.3800578  58.6199422] ; [312.6199422  74.3800578],0
s5,1,0.004643,8.013415,[ 89 209] ; [153 226],[106.52289513 191.47710487] ; [135.47710487 243.52289513],0
p7,1,0.006714,7.347927,[182 120] ; [266 113],[198.67254038 103.32745962] ; [249.32745962 129.67254038],0
b5,1,0.007137,7.238072,[165 144] ; [250 144],[182.41109531 126.58890469] ; [232.58890469 161.41109531],0
p2,1,0.011793,6.341795,[245  63] ; [338  52],[257.25501433  50.74498567] ; [325.74498567  64.25501433],0
a5,1,0.011957,6.317221,[223  85] ; [317  77],[236.92307692  71.07692308] ; [303.07692308  90.92307692],0
a3,1,0.016003,5.802539,[213  95] ; [302  89],[226.9241774  81.0758226] ; [288.0758226 102.9241774],0
p11,1,0.016272,5.773201,[232  77] ; [325  69],[244.82645804  64.17354196] ; [312.17354196  81.82645804],0
p5,1,0.017238,5.671935,[ 25 282] ; [ 54 334],[ 34.89640288 272.10359712] ; [ 44.10359712 343.89640288],0
n4,1,0.020325,5.383764,[231  77] ; [323  70],[243.41226819  64.58773181] ; [310.58773181  82.41226819],0
s7,1,0.020463,5.371937,[134 158] ; [206 169],[148.84557721 143.15442279] ; [191.15442279 183.84557721],0
u4,1,0.023869,5.104099,[  2 307] ; [ 12 382],[  6.15362731 302.84637269] ; [  7.84637269 386.15362731],0
s2,1,0.030563,4.677367,[146 161] ; [216 171],[160.13544669 146.86455331] ; [201.86455331 185.13544669],0
n2,1,0.032769,4.557804,[53 26] ; [53 11],[58.55944056 20.44055944] ; [47.44055944 16.55944056],0
a4,1,0.033018,4.544841,[131 177] ; [198 193],[144.96709585 163.03290415] ; [184.03290415 206.96709585],0
p1,1,0.03917,4.2535,[ 18 288] ; [ 40 351],[ 25.46341463 280.53658537] ; [ 32.53658537 358.46341463],0
n1,1,0.046811,3.952154,[25 53] ; [31 33],[30.76056338 47.23943662] ; [25.23943662 38.76056338],0
n6,1,0.049948,3.843208,[251  58] ; [338  52],[260.37339056  48.62660944] ; [328.62660944  61.37339056],0
r2,1,0.053029,3.742998,[300   8] ; [389   3],[303.16   4.84] ; [385.84   6.16],0
a8,1,0.053688,3.722384,[ 34 250] ; [ 61 288],[ 42.62243286 241.37756714] ; [ 52.37756714 296.62243286],0
p12,1,0.069743,3.289064,[ 19 286] ; [ 39 348],[ 25.56358382 279.43641618] ; [ 32.43641618 354.56358382],0
a2,1,0.092854,2.824178,[ 72 237] ; [114 280],[ 81.75533428 227.24466572] ; [104.24466572 289.75533428],0
d1,1,0.122816,2.381043,[180 129] ; [252 142],[189.88335704 119.11664296] ; [242.11664296 151.88335704],0
v4,1,0.13017,2.290475,[298  10] ; [387   6],[300.9700428   7.0299572] ; [384.0299572   8.9700428],0
s6,1,0.141194,2.164902,[201 101] ; [277 109],[209.81976744  92.18023256] ; [268.18023256 117.81976744],0
u1,1,0.14637,2.109682,[ 56 253] ; [ 89 305],[ 63.73399716 245.26600284] ; [ 81.26600284 312.73399716],0
a1,1,0.152244,2.049624,[  9 300] ; [ 20 374],[ 12.74679943 296.25320057] ; [ 16.25320057 377.74679943],0
d5,1,0.193552,1.690373,[246  62] ; [328  64],[252.56  55.44] ; [321.44  70.56],0
r3,1,0.196807,1.665911,[300   8] ; [388   5],[302.28815977   5.71184023] ; [385.71184023   7.28815977],0
u3,1,0.205988,1.599399,[56 38] ; [63 29],[60.13978495 33.86021505] ; [58.86021505 33.13978495],0
d2,1,0.264946,1.242726,[148 160] ; [205 187],[155.32 152.68] ; [197.68 194.32],0
s4,1,0.26593,1.237619,[ 56 248] ; [ 59 328],[ 50.59334298 253.40665702] ; [ 64.40665702 322.59334298],0
s1,1,0.313946,1.014001,[ 13 292] ; [ 11 375],[ 10.59334298 294.40665702] ; [ 13.40665702 372.59334298],0
b1,1,0.358329,0.84374,[125 184] ; [146 248],[119.11664296 189.88335704] ; [151.88335704 242.11664296],0
d4,1,0.417652,0.656914,[253  53] ; [333  59],[256.89971347  49.10028653] ; [329.10028653  62.89971347],0
d3,1,0.592715,0.286123,[217  90] ; [285 108],[220.16285714  86.83714286] ; [281.83714286 111.16285714],0
n3,1,0.695792,0.152886,[58 19] ; [50 14],[58.9787234 18.0212766] ; [49.0212766 14.9787234],0
a7,1,0.699424,0.149072,[232  76] ; [291 102],[229.79172611  78.20827389] ; [293.20827389  99.79172611],0
b4,1,0.732997,0.116377,[178 131] ; [232 162],[180.21337127 128.78662873] ; [229.78662873 164.21337127],0
a6,1,0.856164,0.032855,[215  92] ; [277 115],[216.08583691  90.91416309] ; [275.91416309 116.08583691],0
s3,1,0.91969,0.010165,[175 130] ; [220 166],[174.3487699 130.6512301] ; [220.6512301 165.3487699],0
u2,1,0.966671,0.001746,[54 40] ; [52 39],[53.85945946 40.14054054] ; [52.14054054 38.85945946],0
