Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3e-06,21.692799,[71 24] ; [18 33],[57.9109589 37.0890411] ; [31.0890411 19.9109589],1
s7,1,0.005108,7.840945,[34 57] ; [ 7 41],[26.84172662 64.15827338] ; [14.15827338 33.84172662],0
p10,1,0.005942,7.567692,[67 26] ; [25 26],[59.41666667 33.58333333] ; [32.58333333 18.41666667],0
d2,1,0.008092,7.013041,[30 65] ; [ 6 45],[23.42465753 71.57534247] ; [12.57534247 38.42465753],0
n1,1,0.028818,4.778439,[16 19] ; [ 2 13],[12.6 22.4] ; [5.4 9.6],0
p7,1,0.042132,4.1299,[33 60] ; [27 24],[38.75 54.25] ; [21.25 29.75],0
a2,1,0.06156,3.494852,[10 85] ; [ 1 50],[ 7.15753425 87.84246575] ; [ 3.84246575 47.15753425],0
n6,1,0.063367,3.446991,[71 23] ; [31 20],[66.12413793 27.87586207] ; [35.87586207 15.12413793],0
s6,1,0.131592,2.273622,[50 44] ; [20 30],[45.69444444 48.30555556] ; [24.30555556 25.69444444],0
p5,1,0.163142,1.94486,[ 7 86] ; [ 1 50],[ 5.16666667 87.83333333] ; [ 2.83333333 48.16666667],0
v1,1,0.185584,1.752329,[43 50] ; [17 32],[39.29577465 53.70422535] ; [20.70422535 28.29577465],0
b5,1,0.191486,1.706148,[47 48] ; [31 20],[50.75342466 44.24657534] ; [27.24657534 23.75342466],0
p9,1,0.192268,1.700154,[69 23] ; [33 18],[65.62237762 26.37762238] ; [36.37762238 14.62237762],0
p8,1,0.245161,1.350671,[36 56] ; [15 36],[32.81118881 59.18881119] ; [18.18881119 32.81118881],0
p2,1,0.251335,1.315866,[58 37] ; [36 15],[61.16438356 33.83561644] ; [32.83561644 18.16438356],0
n3,1,0.289291,1.122917,[22 13] ; [11  3],[23.57142857 11.42857143] ; [9.42857143 4.57142857],0
s1,1,0.290645,1.116633,[ 8 85] ; [ 2 49],[ 6.45833333 86.54166667] ; [ 3.54166667 47.45833333],0
a5,1,0.337965,0.918137,[47 48] ; [21 30],[44.24657534 50.75342466] ; [23.75342466 27.24657534],0
b2,1,0.338583,0.915789,[22 36] ; [ 8 21],[20. 38.] ; [10. 19.],0
b3,1,0.338583,0.915789,[22 36] ; [ 8 21],[20. 38.] ; [10. 19.],0
r3,1,0.338806,0.914946,[73 21] ; [43  8],[75.2 18.8] ; [40.8 10.2],0
a4,1,0.344285,0.894411,[23 71] ; [ 9 42],[20.74482759 73.25517241] ; [11.25517241 39.74482759],0
u2,1,0.387874,0.745598,[19 29] ; [13 13],[20.75675676 27.24324324] ; [11.24324324 14.75675676],0
u3,1,0.389449,0.740662,[22 27] ; [ 9 17],[20.25333333 28.74666667] ; [10.74666667 15.25333333],0
s5,1,0.395961,0.720558,[21 73] ; [ 8 41],[19.06293706 74.93706294] ; [ 9.93706294 39.06293706],0
d1,1,0.409037,0.681599,[ 7 88] ; [ 2 49],[ 5.85616438 89.14383562] ; [ 3.14383562 47.85616438],0
