Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,111.047737,[93 33] ; [ 41 193],[46.9 79.1] ; [ 87.1 146.9],1
s6,1,0.0,46.215447,[103  24] ; [107 135],[72.27642276 54.72357724] ; [137.72357724 104.27642276],1
s2,1,0.0,46.046318,[85 43] ; [ 72 170],[54.31351351 73.68648649] ; [102.68648649 139.31351351],1
s3,1,0.0,38.811292,[93 35] ; [ 93 148],[64.5203252 63.4796748] ; [121.4796748 119.5203252],1
s5,1,3e-06,21.654556,[49 71] ; [ 43 195],[30.83798883 89.16201117] ; [ 61.16201117 176.83798883],1
p10,1,6e-05,16.112168,[106  19] ; [157  85],[89.57765668 35.42234332] ; [173.42234332  68.57765668],1
v2,1,0.000663,11.59003,[77 43] ; [104 127],[61.88034188 58.11965812] ; [119.11965812 111.88034188],1
p9,1,0.000947,10.928633,[110  16] ; [170  66],[97.45856354 28.54143646] ; [182.54143646  53.45856354],1
v3,1,0.001165,10.544995,[56 67] ; [ 67 169],[42.14206128 80.85793872] ; [ 80.85793872 155.14206128],0
p3,1,0.001419,10.181381,[42 86] ; [ 44 199],[29.67115903 98.32884097] ; [ 56.32884097 186.67115903],0
v1,1,0.001454,10.136457,[68 54] ; [ 92 149],[53.77410468 68.22589532] ; [106.22589532 134.77410468],0
d5,1,0.002505,9.136914,[107  21] ; [168  75],[94.8787062 33.1212938] ; [180.1212938  62.8787062],0
d2,1,0.002879,8.882595,[66 62] ; [ 86 156],[52.58378378 75.41621622] ; [ 99.41621622 142.58378378],0
d1,1,0.003882,8.338295,[75 53] ; [105 140],[61.769437 66.230563] ; [118.230563 126.769437],0
r4,1,0.006962,7.282814,[119   9] ; [203  42],[110.49865952  17.50134048] ; [211.50134048  33.49865952],0
r1,1,0.007843,7.068986,[106  21] ; [173  71],[95.50673854 31.49326146] ; [183.49326146  60.50673854],0
a5,1,0.008038,7.025052,[94 34] ; [146  99],[82.35924933 45.64075067] ; [157.64075067  87.35924933],0
u3,1,0.00877,6.869106,[24  9] ; [42 49],[17.56451613 15.43548387] ; [48.43548387 42.56451613],0
n4,1,0.010626,6.526839,[96 31] ; [153  92],[85.00806452 41.99193548] ; [163.99193548  81.00806452],0
n1,1,0.01834,5.563421,[18 18] ; [22 58],[12.4137931 23.5862069] ; [27.5862069 52.4137931],0
u1,1,0.019638,5.443789,[ 22 106] ; [ 22 223],[ 15.09919571 112.90080429] ; [ 28.90080429 216.09919571],0
p6,1,0.021015,5.325546,[30 95] ; [ 34 204],[ 22.03856749 102.96143251] ; [ 41.96143251 196.03856749],0
a3,1,0.026088,4.950145,[95 32] ; [154  89],[85.46756757 41.53243243] ; [163.53243243  79.46756757],0
p7,1,0.046928,3.947952,[66 54] ; [104 133],[57.14285714 62.85714286] ; [112.85714286 124.14285714],0
a4,1,0.048458,3.89402,[58 70] ; [ 85 159],[49.20430108 78.79569892] ; [ 93.79569892 150.20430108],0
n5,1,0.085766,2.952105,[89 37] ; [151  94],[81.50943396 44.49056604] ; [158.49056604  86.50943396],0
p12,1,0.096124,2.768711,[  9 117] ; [  8 234],[  5.82065217 120.17934783] ; [ 11.17934783 230.82065217],0
b1,1,0.113967,2.498326,[54 74] ; [ 83 162],[47.01340483 80.98659517] ; [ 89.98659517 155.01340483],0
p8,1,0.121444,2.398602,[49 76] ; [ 75 166],[42.34972678 82.65027322] ; [ 81.65027322 159.34972678],0
p11,1,0.124559,2.359036,[97 31] ; [167  78],[90.59517426 37.40482574] ; [173.40482574  71.59517426],0
r3,1,0.130179,2.290367,[122   6] ; [221  22],[118.33962264   9.66037736] ; [224.66037736  18.33962264],0
p1,1,0.133868,2.247068,[ 10 118] ; [ 10 233],[  6.90026954 121.09973046] ; [ 13.09973046 229.90026954],0
a8,1,0.15979,1.976215,[19 98] ; [ 25 204],[ 14.87861272 102.12138728] ; [ 29.12138728 199.87861272],0
n6,1,0.161097,1.963895,[104  23] ; [185  60],[98.66397849 28.33602151] ; [190.33602151  54.66397849],0
r2,1,0.175248,1.837468,[122   4] ; [229  16],[119.20754717   6.79245283] ; [231.79245283  13.20754717],0
d4,1,0.193645,1.689664,[104  24] ; [183  60],[99.01886792 28.98113208] ; [187.98113208  55.01886792],0
b3,1,0.22558,1.468518,[34 52] ; [36 79],[29.95024876 56.04975124] ; [40.04975124 74.95024876],0
b2,1,0.22558,1.468518,[34 52] ; [36 79],[29.95024876 56.04975124] ; [40.04975124 74.95024876],0
u2,1,0.266813,1.233057,[20 12] ; [46 44],[17.31147541 14.68852459] ; [48.68852459 41.31147541],0
n2,1,0.272744,1.202896,[30  7] ; [58 23],[27.59322034  9.40677966] ; [60.40677966 20.59322034],0
a6,1,0.296659,1.089151,[79 48] ; [165  79],[83.52560647 43.47439353] ; [160.47439353  83.52560647],0
