Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.173627,[63 24] ; [10 29],[50.4047619 36.5952381] ; [22.5952381 16.4047619],1
s3,1,2e-06,22.994951,[64 23] ; [11 28],[51.78571429 35.21428571] ; [23.21428571 15.78571429],1
s5,1,0.000182,14.004703,[39 44] ; [ 4 32],[29.99159664 53.00840336] ; [13.00840336 22.99159664],1
s8,1,0.000454,12.293812,[47 40] ; [ 8 31],[37.97619048 49.02380952] ; [17.02380952 21.97619048],1
p4,1,0.000644,11.644687,[72 15] ; [21 18],[64.21428571 22.78571429] ; [28.78571429 10.21428571],1
p10,1,0.001053,10.731202,[72 14] ; [22 17],[64.672 21.328] ; [29.328  9.672],0
r1,1,0.005598,7.675432,[68 19] ; [21 18],[61.45238095 25.54761905] ; [27.54761905 11.45238095],0
d4,1,0.005821,7.605023,[73 14] ; [24 15],[66.97619048 20.02380952] ; [30.02380952  8.97619048],0
d5,1,0.013323,6.125667,[69 18] ; [22 16],[63.336 23.664] ; [27.664 10.336],0
s7,1,0.017626,5.632907,[54 29] ; [16 22],[48.01652893 34.98347107] ; [21.98347107 16.01652893],0
r4,1,0.019147,5.488003,[80  7] ; [30  9],[75.95238095 11.04761905] ; [34.04761905  4.95238095],0
p9,1,0.033407,4.524791,[76 11] ; [28 11],[71.80952381 15.19047619] ; [32.19047619  6.80952381],0
p8,1,0.041271,4.164864,[59 28] ; [19 20],[53.85714286 33.14285714] ; [24.14285714 14.85714286],0
s4,1,0.046795,3.952748,[27 56] ; [ 6 33],[22.45081967 60.54918033] ; [10.54918033 28.45081967],0
d1,1,0.05099,3.808588,[52 35] ; [16 23],[46.95238095 40.04761905] ; [21.04761905 17.95238095],0
p3,1,0.056057,3.65035,[58 29] ; [19 20],[53.16666667 33.83333333] ; [23.83333333 15.16666667],0
b2,1,0.079018,3.084977,[18 31] ; [13  9],[21.3943662 27.6056338] ; [ 9.6056338 12.3943662],0
b3,1,0.079018,3.084977,[18 31] ; [13  9],[21.3943662 27.6056338] ; [ 9.6056338 12.3943662],0
a5,1,0.102016,2.67374,[62 25] ; [22 17],[58. 29.] ; [26. 13.],0
v2,1,0.113872,2.499643,[35 50] ; [10 28],[31.09756098 53.90243902] ; [13.90243902 24.09756098],0
b4,1,0.13452,2.239552,[46 41] ; [15 24],[42.11904762 44.88095238] ; [18.88095238 20.11904762],0
n6,1,0.138449,2.195115,[76 11] ; [30  9],[73.19047619 13.80952381] ; [32.80952381  6.19047619],0
n5,1,0.143863,2.136142,[64 22] ; [24 15],[60.544 25.456] ; [27.456 11.544],0
b1,1,0.148077,2.091954,[41 46] ; [13 26],[37.28571429 49.71428571] ; [16.71428571 22.28571429],0
n4,1,0.17059,1.877751,[68 19] ; [26 13],[64.9047619 22.0952381] ; [29.0952381  9.9047619],0
d3,1,0.198212,1.655498,[62 25] ; [22 15],[58.93548387 28.06451613] ; [25.06451613 11.93548387],0
p7,1,0.20299,1.620729,[71 14] ; [28 10],[68.41463415 16.58536585] ; [30.58536585  7.41463415],0
r3,1,0.235505,1.4073,[82  4] ; [35  4],[80.496  5.504] ; [36.504  2.496],0
a1,1,0.243374,1.360945,[ 7 80] ; [ 1 38],[ 5.52380952 81.47619048] ; [ 2.47619048 36.52380952],0
p2,1,0.258483,1.276863,[74 13] ; [36  3],[75.95238095 11.04761905] ; [34.04761905  4.95238095],0
p11,1,0.282368,1.155657,[66 21] ; [26 13],[63.52380952 23.47619048] ; [28.47619048 10.52380952],0
n3,1,0.329501,0.950857,[18  7] ; [12  2],[19.23076923  5.76923077] ; [10.76923077  3.23076923],0
a3,1,0.347349,0.883118,[63 24] ; [25 14],[60.76190476 26.23809524] ; [27.23809524 11.76190476],0
u1,1,0.358334,0.843724,[17 70] ; [ 5 34],[15.19047619 71.80952381] ; [ 6.80952381 32.19047619],0
u3,1,0.360533,0.836034,[15  8] ; [7 7],[13.67567568  9.32432432] ; [8.32432432 5.67567568],0
a8,1,0.366256,0.816327,[ 9 75] ; [ 6 30],[10.5 73.5] ; [ 4.5 31.5],0
a7,1,0.367916,0.810692,[57 30] ; [28 10],[59.16 27.84] ; [25.84 12.16],0
d2,1,0.39848,0.712908,[45 42] ; [17 22],[42.80952381 44.19047619] ; [19.19047619 19.80952381],0
s1,1,0.46976,0.52254,[ 5 82] ; [ 1 36],[ 4.20967742 82.79032258] ; [ 1.79032258 35.20967742],0
b5,1,0.524734,0.404579,[46 41] ; [23 16],[47.64285714 39.35714286] ; [21.35714286 17.64285714],0
p1,1,0.581489,0.303834,[12 75] ; [ 4 35],[11.04761905 75.95238095] ; [ 4.95238095 34.04761905],0
v3,1,0.663364,0.189463,[23 63] ; [ 9 30],[22.016 63.984] ; [ 9.984 29.016],0
r2,1,0.67581,0.174881,[80  5] ; [35  3],[79.47154472  5.52845528] ; [35.52845528  2.47154472],0
n1,1,0.690397,0.158656,[ 8 17] ; [5 8],[ 8.55263158 16.44736842] ; [4.44736842 8.55263158],0
u2,1,0.760652,0.092796,[16  8] ; [10  4],[16.42105263  7.57894737] ; [9.57894737 4.42105263],0
