Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.5e-05,16.634645,[5 4] ; [46  1],[8.19642857 0.80357143] ; [42.80357143  4.19642857],1
p6,1,4.9e-05,16.484846,[1 9] ; [37 11],[6.55172414 3.44827586] ; [31.44827586 16.55172414],1
p8,1,0.000262,13.321875,[5 5] ; [45  3],[8.62068966 1.37931034] ; [41.37931034  6.62068966],1
p3,1,0.013409,6.114362,[5 5] ; [40  7],[7.89473684 2.10526316] ; [37.10526316  9.89473684],0
b5,1,0.013954,6.04399,[8 2] ; [18 30],[4.48275862 5.51724138] ; [21.51724138 26.48275862],0
r3,1,0.021544,5.28227,[8 2] ; [46  1],[9.47368421 0.52631579] ; [44.52631579  2.47368421],0
n5,1,0.024866,5.033173,[7 3] ; [45  3],[8.96551724 1.03448276] ; [43.03448276  4.96551724],0
p2,1,0.03623,4.38625,[6 4] ; [42  6],[8.27586207 1.72413793] ; [39.72413793  8.27586207],0
p11,1,0.055704,3.660878,[7 3] ; [44  4],[8.79310345 1.20689655] ; [42.20689655  5.79310345],0
s1,1,0.072249,3.231173,[2 8] ; [ 2 46],[0.68965517 9.31034483] ; [ 3.31034483 44.68965517],0
p9,1,0.072249,3.231173,[8 2] ; [46  2],[9.31034483 0.68965517] ; [44.68965517  3.31034483],0
s8,1,0.076989,3.127343,[4 6] ; [32 14],[6.42857143 3.57142857] ; [29.57142857 16.42857143],0
v2,1,0.081295,3.038814,[5 5] ; [37 11],[7.24137931 2.75862069] ; [34.75862069 13.24137931],0
s7,1,0.082194,3.020979,[5 5] ; [34 10],[7.22222222 2.77777778] ; [31.77777778 12.22222222],0
n4,1,0.158736,1.986226,[8 2] ; [45  3],[9.13793103 0.86206897] ; [43.86206897  4.13793103],0
b1,1,0.288913,1.124679,[6 4] ; [20 28],[4.48275862 5.51724138] ; [21.51724138 26.48275862],0
d1,1,0.318455,0.995281,[5 5] ; [32 16],[6.37931034 3.62068966] ; [30.62068966 17.37931034],0
u1,1,0.327864,0.957318,[3 7] ; [ 8 40],[1.89655172 8.10344828] ; [ 9.10344828 38.89655172],0
b4,1,0.357692,0.84598,[7 3] ; [26 22],[5.68965517 4.31034483] ; [27.31034483 20.68965517],0
v1,1,0.358981,0.841455,[9 1] ; [37 11],[7.93103448 2.06896552] ; [38.06896552  9.93103448],0
a3,1,0.358981,0.841455,[9 1] ; [37 11],[7.93103448 2.06896552] ; [38.06896552  9.93103448],0
a7,1,0.407048,0.687407,[8 2] ; [32 16],[6.89655172 3.10344828] ; [33.10344828 14.89655172],0
b3,1,0.43437,0.611111,[5 3] ; [17 19],[4. 4.] ; [18. 18.],0
b2,1,0.43437,0.611111,[5 3] ; [17 19],[4. 4.] ; [18. 18.],0
n6,1,0.460062,0.545745,[9 1] ; [45  2],[9.47368421 0.52631579] ; [44.52631579  2.47368421],0
n3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
d2,1,0.525104,0.403857,[6 4] ; [23 24],[5.0877193 4.9122807] ; [23.9122807 23.0877193],0
a2,1,0.596325,0.280574,[1 9] ; [ 8 40],[1.55172414 8.44827586] ; [ 7.44827586 40.55172414],0
a1,1,0.596325,0.280574,[1 9] ; [ 8 40],[1.55172414 8.44827586] ; [ 7.44827586 40.55172414],0
p10,1,0.600349,0.274469,[8 1] ; [45  3],[8.36842105 0.63157895] ; [44.63157895  3.36842105],0
d4,1,0.687594,0.161702,[8 2] ; [40  7],[8.42105263 1.57894737] ; [39.57894737  7.42105263],0
s5,1,0.715258,0.133082,[7 3] ; [34 11],[7.45454545 2.54545455] ; [33.54545455 11.45454545],0
d3,1,0.720005,0.128488,[6 4] ; [31 16],[6.49122807 3.50877193] ; [30.50877193 16.49122807],0
s3,1,0.72942,0.119645,[5 4] ; [29 18],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
d5,1,0.822066,0.050575,[8 2] ; [39  8],[8.24561404 1.75438596] ; [38.75438596  8.24561404],0
r1,1,0.825271,0.048739,[9 1] ; [42  6],[8.79310345 1.20689655] ; [42.20689655  5.79310345],0
p12,1,0.838106,0.041745,[3 7] ; [16 32],[3.27586207 6.72413793] ; [15.72413793 32.27586207],0
s6,1,0.845223,0.03811,[8 2] ; [38  8],[8.21428571 1.78571429] ; [37.78571429  8.21428571],0
n1,1,0.857714,0.032143,[1 1] ; [3 4],[0.88888889 1.11111111] ; [3.11111111 3.88888889],0
a6,1,0.881953,0.02205,[6 4] ; [27 20],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
a4,1,0.904533,0.014385,[5 5] ; [23 25],[4.82758621 5.17241379] ; [23.17241379 24.82758621],0
p1,1,0.938044,0.006042,[3 7] ; [15 33],[3.10344828 6.89655172] ; [14.89655172 33.10344828],0
a8,1,0.964802,0.001947,[1 8] ; [ 5 38],[1.03846154 7.96153846] ; [ 4.96153846 38.03846154],0
s2,1,0.980129,0.00062,[6 4] ; [28 19],[5.96491228 4.03508772] ; [28.03508772 18.96491228],0
