Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,113.795997,[303  54] ; [ 67 103],[250.64516129 106.35483871] ; [119.35483871  50.64516129],1
d5,1,0.247172,1.339219,[285  73] ; [127  42],[279.87855787  78.12144213] ; [132.12144213  36.87855787],0
n2,1,0.292283,1.109076,[61 18] ; [38 17],[58.36567164 20.63432836] ; [40.63432836 14.36567164],0
d1,1,0.304217,1.055616,[194 164] ; [84 86],[188.49242424 169.50757576] ; [89.50757576 80.49242424],0
u4,1,0.412871,0.670518,[  5 353] ; [  1 169],[  4.06818182 353.93181818] ; [  1.93181818 168.06818182],0
v2,1,0.503788,0.446947,[139 207] ; [71 93],[142.47058824 203.52941176] ; [67.52941176 96.47058824],0
d3,1,0.535332,0.384261,[231 126] ; [114  55],[234.1539924 122.8460076] ; [110.8460076  58.1539924],0
s5,1,0.544352,0.367533,[110 238] ; [ 46 113],[107.07692308 240.92307692] ; [ 48.92307692 110.07692308],0
a7,1,0.616946,0.250183,[253 105] ; [123  46],[255.42314991 102.57685009] ; [120.57685009  48.42314991],0
n3,1,0.691801,0.157143,[55 22] ; [41 14],[56. 21.] ; [40. 15.],0
u3,1,0.770256,0.085288,[61 48] ; [39 28],[61.93181818 47.06818182] ; [38.06818182 28.93181818],0
d4,1,0.789334,0.071383,[282  75] ; [136  34],[283.16129032  73.83870968] ; [134.83870968  35.16129032],0
b1,1,0.853348,0.034169,[142 216] ; [ 66 104],[141.03030303 216.96969697] ; [ 66.96969697 103.03030303],0
b5,1,0.896229,0.017011,[219 139] ; [105  65],[219.68181818 138.31818182] ; [104.31818182  65.68181818],0
u2,1,0.944666,0.004817,[57 51] ; [35 32],[56.77714286 51.22285714] ; [35.22285714 31.77714286],0
s4,1,0.947025,0.004415,[ 69 282] ; [ 33 137],[ 68.71785029 282.28214971] ; [ 33.28214971 136.71785029],0
p1,1,0.983272,0.00044,[ 23 333] ; [ 11 158],[ 23.0552381 332.9447619] ; [ 10.9447619 158.0552381],0
b4,1,0.992052,9.9e-05,[202 156] ; [96 74],[202.0530303 155.9469697] ; [95.9469697 74.0530303],0
