Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,113.795997,[303  54] ; [ 67 103],[250.64516129 106.35483871] ; [119.35483871  50.64516129],1
n6,1,0.0,46.657219,[318  39] ; [109  61],[289.25806452  67.74193548] ; [137.74193548  32.25806452],1
p10,1,2e-06,23.082332,[294  62] ; [106  61],[272.27533461  83.72466539] ; [127.72466539  39.27533461],1
p9,1,1.6e-05,18.571991,[306  50] ; [117  50],[287.93116635  68.06883365] ; [135.06883365  31.93116635],1
p4,1,0.000512,12.07204,[215 142] ; [75 95],[196.4516129 160.5483871] ; [93.5483871 76.4516129],1
v1,1,0.000518,12.049246,[171 178] ; [ 54 111],[152.77237354 196.22762646] ; [72.22762646 92.77237354],1
p8,1,0.000702,11.483362,[188 166] ; [ 63 106],[169.89292543 184.10707457] ; [81.10707457 87.89292543],1
p11,1,0.001859,9.683389,[290  68] ; [117  53],[275.95833333  82.04166667] ; [131.04166667  38.95833333],0
s6,1,0.00223,9.349786,[243 110] ; [92 75],[227.41346154 125.58653846] ; [107.58653846  59.41346154],0
r4,1,0.002539,9.11234,[327  31] ; [140  30],[316.64015152  41.35984848] ; [150.35984848  19.64015152],0
a8,1,0.002654,9.0314,[ 56 276] ; [ 11 148],[ 45.30346232 286.69653768] ; [ 21.69653768 137.30346232],0
s7,1,0.004523,8.060878,[159 185] ; [ 54 110],[144.23622047 199.76377953] ; [68.76377953 95.23622047],0
p2,1,0.005101,7.843237,[302  54] ; [127  43],[290.34980989  65.65019011] ; [138.65019011  31.34980989],0
p5,1,0.005299,7.774325,[ 35 321] ; [  5 165],[ 27.07224335 328.92775665] ; [ 12.92775665 157.07224335],0
a5,1,0.007899,7.056235,[260  98] ; [104  66],[246.8030303 111.1969697] ; [117.1969697  52.8030303],0
p3,1,0.014761,5.944765,[167 190] ; [ 60 109],[154.06653992 202.93346008] ; [72.93346008 96.06653992],0
s8,1,0.015404,5.869672,[145 213] ; [ 50 119],[132.46679317 225.53320683] ; [ 62.53320683 106.46679317],0
r2,1,0.018831,5.517099,[335  20] ; [147  19],[328.42610365  26.57389635] ; [153.57389635  12.42610365],0
v4,1,0.030275,4.693608,[338  18] ; [151  17],[332.22137405  23.77862595] ; [156.77862595  11.22137405],0
a3,1,0.036648,4.366681,[249 109] ; [102  67],[238.4402277 119.5597723] ; [112.5597723  56.4402277],0
p7,1,0.049645,3.853393,[220 130] ; [91 78],[209.73025048 140.26974952] ; [101.26974952  67.73025048],0
p6,1,0.053428,3.730495,[133 221] ; [ 48 118],[123.21923077 230.78076923] ; [ 57.78076923 108.21923077],0
r1,1,0.056849,3.626995,[279  76] ; [120  49],[270.3148855  84.6851145] ; [128.6851145  40.3148855],0
a2,1,0.072682,3.221392,[ 81 277] ; [ 27 143],[ 73.22727273 284.77272727] ; [ 34.77272727 135.22727273],0
n1,1,0.076241,3.143262,[34 44] ; [16 40],[29.10447761 48.89552239] ; [20.89552239 35.10447761],0
p12,1,0.076867,3.129939,[ 21 334] ; [  4 164],[ 16.96940727 338.03059273] ; [  8.03059273 159.96940727],0
u1,1,0.099714,2.710108,[ 62 296] ; [ 20 150],[ 55.59848485 302.40151515] ; [ 26.40151515 143.59848485],0
a6,1,0.113897,2.499305,[244 114] ; [104  66],[235.95454545 122.04545455] ; [112.04545455  57.95454545],0
a1,1,0.12168,2.395564,[  8 350] ; [  8 162],[ 10.84848485 347.15151515] ; [  5.15151515 164.84848485],0
s3,1,0.129134,2.302882,[199 159] ; [82 87],[190.88804554 167.11195446] ; [90.11195446 78.88804554],0
a4,1,0.148291,2.089744,[156 201] ; [ 63 107],[148.35483871 208.64516129] ; [70.64516129 99.35483871],0
s2,1,0.157631,1.996807,[173 183] ; [71 98],[165.4552381 190.5447619] ; [78.5447619 90.4552381],0
s1,1,0.158819,1.985432,[ 10 343] ; [  9 161],[ 12.82409178 340.17590822] ; [  6.17590822 163.82409178],0
d2,1,0.18157,1.784723,[167 190] ; [ 69 101],[159.87096774 197.12903226] ; [76.12903226 93.87096774],0
b2,1,0.21358,1.546994,[ 78 132] ; [28 66],[ 73.22368421 136.77631579] ; [32.77631579 61.22368421],0
b3,1,0.21358,1.546994,[ 78 132] ; [28 66],[ 73.22368421 136.77631579] ; [32.77631579 61.22368421],0
