Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,32.964694,[83 17] ; [ 9 22],[70.22900763 29.77099237] ; [21.77099237  9.22900763],1
d3,1,0.0,26.912927,[69 31] ; [ 5 26],[56.48854962 43.51145038] ; [17.51145038 13.48854962],1
d2,1,0.001585,9.977022,[55 45] ; [ 7 24],[47.32824427 52.67175573] ; [14.67175573 16.32824427],0
s1,1,0.010217,6.596666,[ 5 94] ; [ 6 24],[ 8.44186047 90.55813953] ; [ 2.55813953 27.44186047],0
p1,1,0.011177,6.436974,[ 2 98] ; [ 4 27],[ 4.58015267 95.41984733] ; [ 1.41984733 29.58015267],0
a4,1,0.014639,5.959365,[52 48] ; [ 8 22],[46.15384615 53.84615385] ; [13.84615385 16.15384615],0
v2,1,0.016964,5.700136,[56 41] ; [ 9 19],[50.44 46.56] ; [14.56 13.44],0
a2,1,0.025707,4.975631,[25 75] ; [ 2 29],[20.61068702 79.38931298] ; [ 6.38931298 24.61068702],0
r2,1,0.033564,4.516776,[96  3] ; [27  4],[93.66923077  5.33076923] ; [29.33076923  1.66923077],0
a7,1,0.036566,4.370531,[69 31] ; [15 16],[64.1221374 35.8778626] ; [19.8778626 11.1221374],0
a3,1,0.051982,3.776348,[68 32] ; [14 15],[63.56589147 36.43410853] ; [18.43410853 10.56589147],0
a5,1,0.0764,3.139861,[69 31] ; [16 15],[64.88549618 35.11450382] ; [20.11450382 10.88549618],0
a8,1,0.083399,2.99738,[ 8 86] ; [ 6 24],[10.61290323 83.38709677] ; [ 3.38709677 26.61290323],0
s7,1,0.14613,2.112189,[43 52] ; [ 8 19],[39.71311475 55.28688525] ; [11.28688525 15.71311475],0
p8,1,0.155866,2.013883,[20 80] ; [10 21],[22.90076336 77.09923664] ; [ 7.09923664 23.90076336],0
r3,1,0.164598,1.931469,[90 10] ; [25  6],[87.78625954 12.21374046] ; [27.21374046  3.78625954],0
s8,1,0.182646,1.775959,[42 57] ; [ 9 22],[38.83846154 60.16153846] ; [12.16153846 18.83846154],0
p3,1,0.216287,1.52884,[30 70] ; [13 18],[32.82442748 67.17557252] ; [10.17557252 20.82442748],0
p5,1,0.225036,1.471964,[ 6 91] ; [ 4 27],[ 7.578125 89.421875] ; [ 2.421875 28.578125],0
u2,1,0.240675,1.376633,[20 11] ; [8 9],[18.08333333 12.91666667] ; [9.91666667 7.08333333],0
p6,1,0.287093,1.133206,[17 82] ; [ 8 23],[19.03846154 79.96153846] ; [ 5.96153846 25.03846154],0
p10,1,0.292865,1.106402,[61 37] ; [16 15],[58.49612403 39.50387597] ; [18.50387597 12.49612403],0
a6,1,0.303246,1.059866,[62 38] ; [16 15],[59.54198473 40.45801527] ; [18.45801527 12.54198473],0
n5,1,0.344286,0.894405,[61 38] ; [22  9],[63.20769231 35.79230769] ; [19.79230769 11.20769231],0
a1,1,0.358538,0.843006,[ 8 92] ; [ 1 30],[ 6.87022901 93.12977099] ; [ 2.12977099 28.87022901],0
b1,1,0.389481,0.740562,[46 54] ; [17 14],[48.09160305 51.90839695] ; [14.90839695 16.09160305],0
s6,1,0.405174,0.692918,[57 41] ; [20 10],[58.953125 39.046875] ; [18.046875 11.953125],0
p11,1,0.457606,0.551743,[57 43] ; [20 11],[58.77862595 41.22137405] ; [18.22137405 12.77862595],0
v3,1,0.463656,0.537053,[35 59] ; [13 16],[36.68292683 57.31707317] ; [11.31707317 17.68292683],0
b2,1,0.510249,0.433556,[22 42] ; [ 5 14],[20.81927711 43.18072289] ; [ 6.18072289 12.81927711],0
b3,1,0.510249,0.433556,[22 42] ; [ 5 14],[20.81927711 43.18072289] ; [ 6.18072289 12.81927711],0
p7,1,0.529652,0.395059,[29 66] ; [11 19],[30.4 64.6] ; [ 9.6 20.4],0
b4,1,0.530849,0.392766,[58 42] ; [16 15],[56.48854962 43.51145038] ; [17.51145038 13.48854962],0
r4,1,0.621582,0.24365,[87 13] ; [28  3],[87.78625954 12.21374046] ; [27.21374046  3.78625954],0
p12,1,0.634569,0.225915,[ 7 92] ; [ 3 28],[ 7.61538462 91.38461538] ; [ 2.38461538 28.61538462],0
n1,1,0.674975,0.175837,[18 20] ; [6 5],[18.6122449 19.3877551] ; [5.3877551 5.6122449],0
n4,1,0.679195,0.171033,[67 33] ; [22  9],[67.9389313 32.0610687] ; [21.0610687  9.9389313],0
s5,1,0.699697,0.148787,[27 67] ; [ 7 21],[26.19672131 67.80327869] ; [ 7.80327869 20.19672131],0
p4,1,0.71594,0.132416,[31 66] ; [11 20],[31.828125 65.171875] ; [10.171875 20.828125],0
b5,1,0.755912,0.09663,[58 42] ; [17 14],[57.2519084 42.7480916] ; [17.7480916 13.2519084],0
v1,1,0.775118,0.081617,[40 59] ; [13 17],[40.6744186 58.3255814] ; [12.3255814 17.6744186],0
p9,1,0.800988,0.063539,[60 39] ; [18 13],[59.4 39.6] ; [18.6 12.4],0
n2,1,0.82315,0.04995,[27 12] ; [8 3],[27.3 11.7] ; [7.7 3.3],0
v4,1,0.835035,0.043367,[89 11] ; [28  3],[89.3129771 10.6870229] ; [27.6870229  3.3129771],0
u3,1,0.878822,0.023245,[20 12] ; [11  6],[20.24489796 11.75510204] ; [10.75510204  6.24489796],0
s4,1,0.898606,0.016236,[20 78] ; [ 6 25],[19.75193798 78.24806202] ; [ 6.24806202 24.75193798],0
n6,1,0.911186,0.012442,[72 28] ; [22  9],[71.75572519 28.24427481] ; [22.24427481  8.75572519],0
n3,1,0.958762,0.002674,[25 12] ; [6 3],[24.93478261 12.06521739] ; [6.06521739 2.93478261],0
s2,1,0.986889,0.00027,[45 55] ; [13 16],[44.96124031 55.03875969] ; [13.03875969 15.96124031],0
s3,1,1.0,0.0,[50 50] ; [14 14],[50. 50.] ; [14. 14.],0
