Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,171.518888,[ 20 154] ; [226  81],[88.98960499 85.01039501] ; [157.01039501 149.98960499],1
d5,1,0.0,128.919689,[103  71] ; [304   5],[146.62111801  27.37888199] ; [260.37888199  48.62111801],1
d4,1,0.0,128.341527,[107  66] ; [306   2],[148.54261954  24.45738046] ; [264.45738046  43.54261954],1
d3,1,0.0,94.373691,[80 93] ; [270  39],[125.62240664  47.37759336] ; [224.37759336  84.62240664],1
a4,1,0.0,56.058393,[ 39 134] ; [179 130],[78.24481328 94.75518672] ; [139.75518672 169.24481328],1
a2,1,0.0,55.430356,[ 10 164] ; [113 197],[ 44.21900826 129.78099174] ; [ 78.78099174 231.21900826],1
a5,1,0.0,43.220559,[105  68] ; [269  41],[133.95859213  39.04140787] ; [240.04140787  69.95859213],1
u1,1,0.0,39.758023,[  9 165] ; [ 91 219],[ 35.95041322 138.04958678] ; [ 64.04958678 245.95041322],1
a3,1,3e-06,21.644811,[110  63] ; [255  54],[131.00622407  41.99377593] ; [233.99377593  75.00622407],1
a6,1,0.000675,11.556262,[106  67] ; [234  74],[122.28690229  50.71309771] ; [217.71309771  90.28690229],1
p4,1,0.000834,11.164096,[88 82] ; [204  99],[104.94714588  65.05285412] ; [187.05285412 115.94714588],1
s2,1,0.003427,8.564759,[75 96] ; [178 130],[90.31941545 80.68058455] ; [162.68058455 145.31941545],0
n4,1,0.005628,7.665755,[124  49] ; [254  54],[135.95426195  37.04573805] ; [242.04573805  65.95426195],0
a7,1,0.009056,6.811775,[118  54] ; [245  64],[129.8045738  42.1954262] ; [233.1954262  75.8045738],0
s8,1,0.009991,6.636529,[ 69 104] ; [159 146],[82.51882845 90.48117155] ; [145.48117155 159.51882845],0
p9,1,0.030229,4.696245,[138  31] ; [270  34],[145.77589852  23.22410148] ; [262.22410148  41.77589852],0
p12,1,0.036464,4.375286,[ 10 160] ; [ 36 269],[ 16.46315789 153.53684211] ; [ 29.53684211 275.46315789],0
v3,1,0.052076,3.773318,[88 85] ; [179 119],[98.07006369 74.92993631] ; [168.92993631 129.07006369],0
p2,1,0.05301,3.743604,[136  35] ; [265  42],[143.4539749  27.5460251] ; [257.5460251  49.4539749],0
u4,1,0.060393,3.526571,[  1 173] ; [ 10 300],[  3.95454545 170.04545455] ; [  7.04545455 302.95454545],0
r1,1,0.076161,3.144981,[141  33] ; [269  40],[147.70186335  26.29813665] ; [262.29813665  46.70186335],0
n2,1,0.09972,2.710018,[37  7] ; [37 16],[33.56701031 10.43298969] ; [40.43298969 12.56701031],0
p10,1,0.103088,2.657111,[134  34] ; [261  44],[140.29598309  27.70401691] ; [254.70401691  50.29598309],0
n6,1,0.105835,2.615331,[142  30] ; [269  37],[147.89121339  24.10878661] ; [263.10878661  42.89121339],0
s7,1,0.112105,2.524291,[78 85] ; [164 131],[86.12663755 76.87336245] ; [155.87336245 139.12663755],0
v1,1,0.116365,2.465572,[104  66] ; [207  96],[111.77589852  58.22410148] ; [199.22410148 103.77589852],0
r2,1,0.126195,2.3387,[163  10] ; [297   9],[166.13778706   6.86221294] ; [293.86221294  12.13778706],0
p3,1,0.132483,2.263165,[85 86] ; [174 132],[92.8490566 78.1509434] ; [166.1509434 139.8490566],0
b5,1,0.145823,2.115415,[96 78] ; [192 118],[103.53719008  70.46280992] ; [184.46280992 125.53719008],0
s3,1,0.18501,1.756912,[86 84] ; [173 131],[92.89029536 77.10970464] ; [166.10970464 137.89029536],0
s5,1,0.199439,1.646475,[ 54 113] ; [113 182],[ 60.36580087 106.63419913] ; [106.63419913 188.36580087],0
p8,1,0.201535,1.631217,[88 82] ; [173 126],[94.60554371 75.39445629] ; [166.39445629 132.60554371],0
n3,1,0.208185,1.584,[36  8] ; [39 16],[33.33333333 10.66666667] ; [41.66666667 13.33333333],0
u3,1,0.232599,1.424896,[35 29] ; [36 19],[38.18487395 25.81512605] ; [32.81512605 22.18487395],0
s6,1,0.30565,1.049379,[108  59] ; [212  94],[112.98097252  54.01902748] ; [207.01902748  98.98097252],0
b1,1,0.332432,0.939401,[ 66 108] ; [104 206],[ 61.11570248 112.88429752] ; [108.88429752 201.11570248],0
u2,1,0.342444,0.901261,[33 30] ; [33 21],[35.53846154 27.46153846] ; [30.46153846 23.53846154],0
b4,1,0.420522,0.648856,[99 75] ; [188 122],[103.17768595  70.82231405] ; [183.82231405 126.17768595],0
n5,1,0.471252,0.519039,[127  44] ; [237  70],[130.21757322  40.78242678] ; [233.78242678  73.21757322],0
n1,1,0.52444,0.405154,[12 31] ; [18 35],[13.4375 29.5625] ; [16.5625 36.4375],0
a8,1,0.588921,0.292032,[ 21 140] ; [ 40 228],[ 22.89277389 138.10722611] ; [ 38.10722611 229.89277389],0
r4,1,0.702537,0.145846,[160  14] ; [288  22],[161.05785124  12.94214876] ; [286.94214876  23.05785124],0
p1,1,0.734094,0.115385,[ 13 159] ; [ 26 282],[ 13.975 158.025] ; [ 25.025 282.975],0
r3,1,0.740874,0.10936,[167   6] ; [299   9],[167.6049896   5.3950104] ; [298.3950104   9.6049896],0
