Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.005451,7.723533,[19 29] ; [35 17],[25.92 22.08] ; [28.08 23.92],0
a3,1,0.007626,7.119332,[29 19] ; [43  8],[34.90909091 13.09090909] ; [37.09090909 13.90909091],0
s2,1,0.029096,4.761905,[26 22] ; [39 13],[31.2 16.8] ; [33.8 18.2],0
b3,1,0.032248,4.585282,[10 22] ; [18 13],[14.22222222 17.77777778] ; [13.77777778 17.22222222],0
b2,1,0.032248,4.585282,[10 22] ; [18 13],[14.22222222 17.77777778] ; [13.77777778 17.22222222],0
v4,1,0.035176,4.436596,[40  6] ; [50  1],[42.68041237  3.31958763] ; [47.31958763  3.68041237],0
n5,1,0.044824,4.025259,[27 20] ; [39 12],[31.65306122 15.34693878] ; [34.34693878 16.65306122],0
r4,1,0.045969,3.982736,[39  9] ; [49  3],[42.24  5.76] ; [45.76  6.24],0
p3,1,0.04778,3.917697,[ 9 39] ; [19 33],[13.44 34.56] ; [14.56 37.44],0
a5,1,0.071902,3.239063,[30 18] ; [41 11],[34.08 13.92] ; [36.92 15.08],0
n6,1,0.072868,3.217195,[43  4] ; [40 11],[39.80612245  7.19387755] ; [43.19387755  7.80612245],0
p10,1,0.07892,3.086994,[34 13] ; [45  7],[37.50505051  9.49494949] ; [41.49494949 10.50505051],0
p9,1,0.085151,2.963744,[33 11] ; [46  6],[36.20833333  7.79166667] ; [42.79166667  9.20833333],0
s8,1,0.086177,2.944373,[19 28] ; [30 22],[23.26262626 23.73737374] ; [25.73737374 26.26262626],0
r1,1,0.088875,2.894631,[35 13] ; [45  7],[38.4  9.6] ; [41.6 10.4],0
d4,1,0.117989,2.443809,[36 11] ; [46  6],[38.92929293  8.07070707] ; [43.07070707  8.92929293],0
s3,1,0.131005,2.280552,[28 19] ; [37 13],[31.49484536 15.50515464] ; [33.50515464 16.49484536],0
n4,1,0.134038,2.245108,[29 19] ; [38 13],[32.48484848 15.51515152] ; [34.51515152 16.48484848],0
a8,1,0.153706,2.035083,[ 4 36] ; [10 37],[ 6.43678161 33.56321839] ; [ 7.56321839 39.43678161],0
p12,1,0.154691,2.025368,[ 3 44] ; [ 8 44],[ 5.22222222 41.77777778] ; [ 5.77777778 46.22222222],0
u2,1,0.158834,1.985294,[ 5 13] ; [5 4],[ 6.66666667 11.33333333] ; [3.33333333 5.66666667],0
d5,1,0.159172,1.982076,[34 14] ; [43  9],[36.96 11.04] ; [40.04 11.96],0
