Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,73.472811,[204  42] ; [54 81],[166.58267717  79.41732283] ; [91.41732283 43.58267717],1
a4,1,0.0,57.341521,[138 108] ; [ 22 114],[103.03664921 142.96335079] ; [56.96335079 79.03664921],1
d5,1,0.0,34.086969,[209  37] ; [79 57],[185.46596859  60.53403141] ; [102.53403141  33.46596859],1
d2,1,0.0,33.724005,[139 105] ; [ 35 100],[112.02110818 131.97889182] ; [61.97889182 73.02110818],1
d1,1,0.0,27.303849,[147 100] ; [43 93],[122.53263708 124.46736292] ; [67.46736292 68.53263708],1
a6,1,1e-06,24.519865,[180  66] ; [65 71],[157.77486911  88.22513089] ; [87.22513089 48.77486911],1
u1,1,2e-06,22.35982,[ 51 196] ; [  4 132],[ 35.46997389 211.53002611] ; [ 19.53002611 116.46997389],1
n4,1,2.6e-05,17.664104,[184  60] ; [74 62],[165.66315789  78.33684211] ; [92.33684211 43.66315789],1
s7,1,0.000154,14.320281,[ 99 135] ; [ 29 100],[ 82.51239669 151.48760331] ; [45.48760331 83.51239669],1
r1,1,0.00027,13.269417,[191  53] ; [82 53],[175.75725594  68.24274406] ; [97.24274406 37.75725594],1
d4,1,0.000451,12.30938,[204  42] ; [90 44],[190.32631579  55.67368421] ; [103.67368421  30.32631579],1
r2,1,0.000832,11.169244,[223  17] ; [111  25],[213.19148936  26.80851064] ; [120.80851064  15.19148936],1
p9,1,0.003109,8.742417,[183  61] ; [79 52],[170.47466667  73.52533333] ; [91.52533333 39.47466667],0
n5,1,0.005324,7.7658,[173  70] ; [77 58],[160.71428571  82.28571429] ; [89.28571429 45.71428571],0
r4,1,0.005443,7.726051,[203  44] ; [95 41],[192.18276762  54.81723238] ; [105.81723238  30.18276762],0
p10,1,0.021589,5.278635,[170  75] ; [76 56],[159.86737401  85.13262599] ; [86.13262599 45.86737401],0
p4,1,0.027839,4.838034,[ 95 151] ; [37 98],[ 85.22834646 160.77165354] ; [46.77165354 88.22834646],0
p11,1,0.028392,4.804088,[171  76] ; [79 57],[161.22715405  85.77284595] ; [88.77284595 47.22715405],0
s8,1,0.039545,4.237298,[ 85 162] ; [ 33 103],[ 76.09921671 170.90078329] ; [41.90078329 94.09921671],0
v4,1,0.043217,4.086881,[219  24] ; [112  23],[212.78571429  30.21428571] ; [118.21428571  16.78571429],0
s5,1,0.04845,3.894317,[ 67 175] ; [ 24 106],[ 59.19892473 182.80107527] ; [31.80107527 98.19892473],0
s6,1,0.049318,3.864499,[146 100] ; [66 69],[136.88188976 109.11811024] ; [75.11811024 59.88188976],0
p3,1,0.053991,3.712989,[ 81 165] ; [ 32 104],[ 72.76963351 173.23036649] ; [40.23036649 95.76963351],0
b2,1,0.05726,3.615008,[59 99] ; [18 55],[ 52.66666667 105.33333333] ; [24.33333333 48.66666667],0
b3,1,0.05726,3.615008,[59 99] ; [18 55],[ 52.66666667 105.33333333] ; [24.33333333 48.66666667],0
v2,1,0.061795,3.48855,[116 120] ; [49 77],[107.56906077 128.43093923] ; [57.43093923 68.56906077],0
p12,1,0.06628,3.37282,[ 16 230] ; [  3 132],[ 12.26771654 233.73228346] ; [  6.73228346 128.26771654],0
a8,1,0.080028,3.064341,[ 34 192] ; [ 11 117],[ 28.72881356 197.27118644] ; [ 16.27118644 111.72881356],0
d3,1,0.088186,2.907173,[161  85] ; [77 59],[153.26701571  92.73298429] ; [84.73298429 51.26701571],0
n1,1,0.107488,2.590778,[34 49] ; [12 33],[29.828125 53.171875] ; [16.171875 28.828125],0
s2,1,0.116136,2.468671,[110 135] ; [49 85],[102.78364116 142.21635884] ; [56.21635884 77.78364116],0
a7,1,0.122447,2.385744,[167  79] ; [81 54],[160.12598425  85.87401575] ; [87.87401575 47.12598425],0
r3,1,0.129566,2.297699,[219  25] ; [114  21],[214.38522427  29.61477573] ; [118.61477573  16.38522427],0
n2,1,0.13484,2.235876,[63 22] ; [27 17],[59.30232558 25.69767442] ; [30.69767442 13.30232558],0
u4,1,0.169321,1.888948,[  7 240] ; [  1 135],[  5.15926893 241.84073107] ; [  2.84073107 133.15926893],0
a1,1,0.196904,1.665192,[ 17 230] ; [  5 131],[ 14.18798956 232.81201044] ; [  7.81201044 128.18798956],0
u2,1,0.223985,1.478655,[17 24] ; [42 37],[20.15833333 20.84166667] ; [38.84166667 40.15833333],0
p1,1,0.271851,1.207382,[ 10 236] ; [  9 127],[ 12.23560209 233.76439791] ; [  6.76439791 129.23560209],0
n6,1,0.275326,1.190015,[184  59] ; [96 40],[179.52506596  63.47493404] ; [100.47493404  35.52506596],0
s1,1,0.310073,1.030366,[  9 234] ; [  8 126],[ 10.95755968 232.04244032] ; [  6.04244032 127.95755968],0
