Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,82.033669,[221  41] ; [30 58],[187.89142857  74.10857143] ; [63.10857143 24.89142857],1
n6,1,7.8e-05,15.604144,[230  32] ; [62 27],[217.96011396  44.03988604] ; [74.03988604 14.96011396],1
p4,1,0.000128,14.677163,[162  99] ; [34 54],[146.57879656 114.42120344] ; [49.42120344 38.57879656],1
a5,1,0.000222,13.634727,[191  71] ; [46 43],[176.90598291  85.09401709] ; [60.09401709 28.90598291],1
r1,1,0.000266,13.296438,[220  41] ; [59 30],[208.05428571  52.94571429] ; [70.94571429 18.05428571],1
a2,1,0.001831,9.711451,[ 64 198] ; [ 8 81],[ 53.74358974 208.25641026] ; [18.25641026 70.74358974],0
u1,1,0.001874,9.669399,[ 47 215] ; [ 4 85],[ 38.06837607 223.93162393] ; [12.93162393 76.06837607],0
s7,1,0.001888,9.655245,[121 127] ; [25 60],[108.73273273 139.26726727] ; [37.26726727 47.73273273],0
p5,1,0.001897,9.647002,[ 37 222] ; [ 2 87],[ 29.02586207 229.97413793] ; [ 9.97413793 79.02586207],0
a4,1,0.00434,8.135933,[124 136] ; [27 62],[112.49283668 147.50716332] ; [38.50716332 50.49283668],0
a3,1,0.005781,7.617387,[182  78] ; [48 41],[171.34670487  88.65329513] ; [58.65329513 30.34670487],0
p2,1,0.006554,7.391425,[220  42] ; [63 26],[211.24216524  50.75783476] ; [71.75783476 17.24216524],0
p11,1,0.006817,7.32056,[208  54] ; [58 31],[198.55270655  63.44729345] ; [67.44729345 21.55270655],0
p6,1,0.010394,6.566014,[103 159] ; [21 66],[ 93.08882521 168.91117479] ; [30.91117479 56.08882521],0
v3,1,0.012846,6.1902,[ 57 198] ; [ 9 79],[ 49.06705539 205.93294461] ; [16.93294461 71.06705539],0
p10,1,0.016343,5.765571,[202  58] ; [57 31],[193.50574713  66.49425287] ; [65.49425287 22.50574713],0
p3,1,0.016953,5.701274,[126 135] ; [30 59],[116.33142857 144.66857143] ; [39.66857143 49.33142857],0
s3,1,0.017382,5.657426,[154 105] ; [40 49],[144.38505747 114.61494253] ; [49.61494253 39.38505747],0
a8,1,0.018472,5.550781,[ 38 202] ; [ 5 81],[ 31.65644172 208.34355828] ; [11.34355828 74.65644172],0
d5,1,0.022757,5.186947,[208  52] ; [60 28],[200.22988506  59.77011494] ; [67.77011494 20.22988506],0
d1,1,0.028578,4.792827,[147 115] ; [38 51],[138.09116809 123.90883191] ; [46.90883191 42.09116809],0
v1,1,0.032793,4.556551,[109 148] ; [26 62],[100.56521739 156.43478261] ; [34.43478261 53.56521739],0
p8,1,0.034466,4.471424,[136 124] ; [35 54],[127.39255014 132.60744986] ; [43.60744986 45.39255014],0
p12,1,0.0374,4.332111,[ 18 242] ; [ 1 88],[ 14.15472779 245.84527221] ; [ 4.84527221 84.15472779],0
s4,1,0.041905,4.139032,[ 46 210] ; [25 64],[ 52.68405797 203.31594203] ; [18.31594203 70.68405797],0
s8,1,0.042695,4.107444,[112 149] ; [27 61],[103.9512894 157.0487106] ; [35.0487106 52.9512894],0
s6,1,0.049392,3.861971,[179  75] ; [52 36],[171.56140351  82.43859649] ; [59.43859649 28.56140351],0
n1,1,0.066043,3.378728,[26 28] ; [10 25],[21.84269663 32.15730337] ; [14.15730337 20.84269663],0
r2,1,0.071322,3.25233,[255   5] ; [84  5],[252.55014327   7.44985673] ; [86.44985673  2.55014327],0
s2,1,0.109607,2.55988,[132 128] ; [36 52],[125.51724138 134.48275862] ; [42.48275862 45.51724138],0
p7,1,0.181188,1.787849,[159 101] ; [45 40],[153.73913043 106.26086957] ; [50.26086957 34.73913043],0
p9,1,0.203167,1.619459,[210  49] ; [65 22],[205.85260116  53.14739884] ; [69.14739884 17.85260116],0
b1,1,0.287902,1.129408,[114 148] ; [33 56],[109.72649573 152.27350427] ; [37.27350427 51.72649573],0
a7,1,0.30498,1.052289,[185  77] ; [57 31],[181.15428571  80.84571429] ; [60.84571429 27.15428571],0
b3,1,0.312758,1.018991,[ 62 102] ; [14 33],[ 59.07109005 104.92890995] ; [16.92890995 30.07109005],0
b2,1,0.312758,1.018991,[ 62 102] ; [14 33],[ 59.07109005 104.92890995] ; [16.92890995 30.07109005],0
d4,1,0.319128,0.992519,[206  54] ; [66 23],[202.63610315  57.36389685] ; [69.36389685 19.63610315],0
a6,1,0.344134,0.894971,[170  91] ; [53 36],[166.29428571  94.70571429] ; [56.70571429 32.29428571],0
v4,1,0.427667,0.629151,[256   5] ; [86  3],[255.03428571   5.96571429] ; [86.96571429  2.03428571],0
u3,1,0.503017,0.448565,[49 31] ; [27 13],[50.66666667 29.33333333] ; [25.33333333 14.66666667],0
a1,1,0.518063,0.417747,[  8 254] ; [ 4 85],[  8.95726496 253.04273504] ; [ 3.04273504 85.95726496],0
b5,1,0.531557,0.391414,[161 101] ; [58 31],[163.47008547  98.52991453] ; [55.52991453 33.47008547],0
n2,1,0.547293,0.362189,[40 16] ; [27  8],[41.23076923 14.76923077] ; [25.76923077  9.23076923],0
u2,1,0.602332,0.271493,[44 36] ; [24 16],[45.33333333 34.66666667] ; [22.66666667 17.33333333],0
d3,1,0.608397,0.262516,[171  90] ; [55 33],[169.01432665  91.98567335] ; [56.98567335 31.01432665],0
p1,1,0.621423,0.243873,[ 25 235] ; [ 7 82],[ 23.83954155 236.16045845] ; [ 8.16045845 80.83954155],0
b4,1,0.629445,0.232814,[149 113] ; [48 41],[147.04843305 114.95156695] ; [49.95156695 39.04843305],0
s1,1,0.637046,0.222627,[ 15 243] ; [ 4 85],[ 14.12680115 243.87319885] ; [ 4.87319885 84.12680115],0
s5,1,0.644871,0.212428,[ 85 167] ; [27 60],[ 83.25663717 168.74336283] ; [28.74336283 58.25663717],0
d2,1,0.749854,0.101654,[119 141] ; [39 50],[117.70773639 142.29226361] ; [40.29226361 48.70773639],0
r3,1,0.82292,0.050082,[254   7] ; [87  2],[254.28857143   6.71142857] ; [86.71142857  2.28857143],0
n3,1,0.866047,0.028454,[38 14] ; [25 10],[37.65517241 14.34482759] ; [25.34482759  9.65517241],0
