Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,68.582789,[147 127] ; [ 47 204],[101.24952381 172.75047619] ; [ 92.75047619 158.24952381],1
v1,1,0.0,65.869322,[181  97] ; [ 74 175],[134.51612903 143.48387097] ; [120.48387097 128.51612903],1
r1,1,2e-06,23.01843,[234  50] ; [163  91],[209.56877323  74.43122677] ; [187.43122677  66.56877323],1
r3,1,2e-06,22.679532,[274  10] ; [215  39],[258.133829  25.866171] ; [230.866171  23.133829],1
p11,1,4.2e-05,16.762795,[232  52] ; [169  86],[211.28756957  72.71243043] ; [189.71243043  65.28756957],1
r4,1,7.4e-05,15.717991,[251  33] ; [192  63],[233.4174397  50.5825603] ; [209.5825603  45.4174397],1
d1,1,8.2e-05,15.51326,[174 110] ; [113 142],[151.22077922 132.77922078] ; [135.77922078 119.22077922],1
p10,1,0.000232,13.551027,[221  60] ; [162  90],[201.91932458  79.08067542] ; [181.08067542  70.91932458],1
d3,1,0.000299,13.076636,[202  82] ; [142 111],[181.9292365 102.0707635] ; [162.0707635  90.9292365],1
d5,1,0.000366,12.696494,[234  50] ; [176  78],[216.43122677  67.56877323] ; [193.56877323  60.43122677],1
d4,1,0.000483,12.181174,[237  47] ; [180  74],[220.12639405  63.87360595] ; [196.87360595  57.12639405],1
p9,1,0.001029,10.774967,[231  50] ; [176  75],[214.97556391  66.02443609] ; [192.02443609  58.97556391],0
p2,1,0.001037,10.76036,[234  49] ; [179  74],[218.05783582  64.94216418] ; [194.94216418  58.05783582],0
a5,1,0.001104,10.64482,[212  72] ; [157  98],[194.42671614  89.57328386] ; [174.57328386  80.42671614],0
p3,1,0.001133,10.597314,[135 147] ; [ 86 167],[116.48971963 165.51028037] ; [104.51028037 148.48971963],0
p4,1,0.001377,10.236034,[165 116] ; [114 140],[146.54018692 134.45981308] ; [132.45981308 121.54018692],0
p6,1,0.002024,9.527932,[ 98 180] ; [ 58 194],[ 81.82641509 196.17358491] ; [ 74.17358491 177.82641509],0
a6,1,0.004554,8.048676,[206  78] ; [155  99],[190.56505576  93.43494424] ; [170.43494424  83.56505576],0
p7,1,0.004976,7.887972,[175 104] ; [126 123],[159.05113636 119.94886364] ; [141.94886364 107.05113636],0
v4,1,0.006275,7.469599,[265  18] ; [221  34],[255.64684015  27.35315985] ; [230.35315985  24.64684015],0
r2,1,0.006416,7.42953,[261  18] ; [218  34],[251.6779661  27.3220339] ; [227.3220339  24.6779661],0
s6,1,0.007425,7.16715,[157 125] ; [112 142],[141.5261194 140.4738806] ; [127.4738806 126.5261194],0
