Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.012851,6.189474,[ 1 15] ; [4 4],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
d2,1,0.0148,5.940092,[ 6 11] ; [7 1],[8.84 8.16] ; [4.16 3.84],0
p11,1,0.032189,4.588426,[ 5 12] ; [6 2],[7.48 9.52] ; [3.52 4.48],0
d1,1,0.032189,4.588426,[ 5 12] ; [6 2],[7.48 9.52] ; [3.52 4.48],0
s4,1,0.044268,4.046306,[ 1 16] ; [3 5],[ 2.72 14.28] ; [1.28 6.72],0
n6,1,0.058274,3.585835,[ 4 13] ; [5 3],[ 6.12 10.88] ; [2.88 5.12],0
a5,1,0.114324,2.493401,[ 7 10] ; [6 2],[8.84 8.16] ; [4.16 3.84],0
s6,1,0.115184,2.481618,[ 5 12] ; [5 3],[ 6.8 10.2] ; [3.2 4.8],0
p10,1,0.185659,1.75173,[ 4 13] ; [4 4],[ 5.44 11.56] ; [2.56 5.44],0
n1,1,0.200751,1.636905,[1 6] ; [2 2],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
r3,1,0.236386,1.402019,[11  6] ; [7 1],[12.24  4.76] ; [5.76 2.24],0
v2,1,0.319499,0.990997,[ 7 10] ; [5 3],[8.16 8.84] ; [3.84 4.16],0
p9,1,0.323727,0.97383,[ 6 11] ; [4 3],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
n4,1,0.431847,0.617851,[ 7 10] ; [2 6],[ 6.12 10.88] ; [2.88 5.12],0
d3,1,0.470989,0.519655,[8 9] ; [5 3],[8.84 8.16] ; [4.16 3.84],0
b5,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
r4,1,0.48384,0.490196,[ 6 11] ; [4 4],[ 6.8 10.2] ; [3.2 4.8],0
a4,1,0.48384,0.490196,[ 6 11] ; [4 4],[ 6.8 10.2] ; [3.2 4.8],0
r2,1,0.492519,0.471018,[9 7] ; [5 2],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
s2,1,0.520146,0.413603,[ 4 13] ; [1 7],[ 3.4 13.6] ; [1.6 6.4],0
p8,1,0.562069,0.336134,[ 7 10] ; [2 5],[ 6.375 10.625] ; [2.625 4.375],0
p1,1,0.569399,0.323689,[ 1 16] ; [1 7],[ 1.36 15.64] ; [0.64 7.36],0
s8,1,0.569399,0.323689,[ 1 16] ; [1 7],[ 1.36 15.64] ; [0.64 7.36],0
a2,1,0.569399,0.323689,[ 1 16] ; [1 7],[ 1.36 15.64] ; [0.64 7.36],0
a6,1,0.606759,0.264922,[ 6 11] ; [2 6],[ 5.44 11.56] ; [2.56 5.44],0
b2,1,0.628745,0.233766,[5 6] ; [4 3],[5.5 5.5] ; [3.5 3.5],0
b3,1,0.628745,0.233766,[5 6] ; [4 3],[5.5 5.5] ; [3.5 3.5],0
a7,1,0.653329,0.201728,[9 8] ; [5 3],[9.52 7.48] ; [4.48 3.52],0
p7,1,0.68591,0.163549,[ 5 12] ; [3 5],[ 5.44 11.56] ; [2.56 5.44],0
p6,1,0.74332,0.10723,[ 3 14] ; [1 7],[ 2.72 14.28] ; [1.28 6.72],0
d4,1,0.74332,0.10723,[14  3] ; [7 1],[14.28  2.72] ; [6.72 1.28],0
s3,1,0.759463,0.09375,[ 5 11] ; [3 5],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
p4,1,0.818733,0.052521,[ 5 12] ; [2 6],[ 4.76 12.24] ; [2.24 5.76],0
n2,1,0.818971,0.052381,[4 3] ; [2 2],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
v3,1,0.840825,0.040336,[ 3 14] ; [1 6],[ 2.83333333 14.16666667] ; [1.16666667 5.83333333],0
p2,1,0.861052,0.030637,[ 7 10] ; [3 5],[ 6.8 10.2] ; [3.2 4.8],0
r1,1,0.890787,0.018854,[9 8] ; [4 4],[8.84 8.16] ; [4.16 3.84],0
b1,1,0.890787,0.018854,[8 9] ; [4 4],[8.16 8.84] ; [3.84 4.16],0
p3,1,0.935989,0.00645,[ 4 13] ; [2 6],[ 4.08 12.92] ; [1.92 6.08],0
v1,1,0.967162,0.001695,[ 5 12] ; [2 5],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
