Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,240.967181,[482  48] ; [35 90],[418.33587786 111.66412214] ; [98.66412214 26.33587786],1
p11,1,0.0,49.882822,[438  92] ; [67 59],[408.00304878 121.99695122] ; [96.99695122 29.00304878],1
p2,1,0.0,45.863974,[459  69] ; [77 49],[432.73394495  95.26605505] ; [103.26605505  22.73394495],1
r4,1,0.0,36.26599,[516  14] ; [106  20],[502.5304878  27.4695122] ; [119.4695122   6.5304878],1
n6,1,0.0,32.568217,[452  73] ; [81 45],[429.83870968  95.16129032] ; [103.16129032  22.83870968],1
s6,1,0.0,29.652963,[373 153] ; [56 68],[347.16 178.84] ; [81.84 42.16],1
v4,1,0.0,29.614562,[517  11] ; [108  16],[506.13496933  21.86503067] ; [118.86503067   5.13496933],1
s8,1,1e-06,25.186224,[250 278] ; [28 96],[225.12883436 302.87116564] ; [52.87116564 71.12883436],1
b1,1,1e-06,23.952964,[178 352] ; [72 54],[201.98170732 328.01829268] ; [48.01829268 77.98170732],1
r3,1,2e-06,22.81548,[517  11] ; [111  14],[507.7856049  20.2143951] ; [120.2143951   4.7856049],1
p7,1,2e-06,22.604621,[345 173] ; [54 70],[321.93457944 196.06542056] ; [77.06542056 46.93457944],1
p8,1,3e-06,22.144213,[284 239] ; [39 87],[260.29121726 262.70878274] ; [62.70878274 63.29121726],1
n5,1,3e-06,22.029467,[401 124] ; [70 56],[379.83870968 145.16129032] ; [91.16129032 34.83870968],1
p4,1,8e-06,19.90344,[319 209] ; [48 77],[296.74732006 231.25267994] ; [70.25267994 54.74732006],1
s7,1,5.5e-05,16.267125,[259 250] ; [35 81],[239.4336 269.5664] ; [54.5664 61.4336],1
p6,1,7e-05,15.805404,[191 334] ; [ 22 102],[172.30354391 352.69645609] ; [40.69645609 83.30354391],1
v1,1,9.4e-05,15.257319,[293 224] ; [47 79],[273.3748056 243.6251944] ; [66.6251944 59.3748056],1
p3,1,0.000122,14.761687,[262 268] ; [38 87],[242.7480916 287.2519084] ; [57.2519084 67.7480916],1
s2,1,0.000149,14.385817,[279 246] ; [42 81],[260.06944444 264.93055556] ; [60.93055556 62.06944444],1
v2,1,0.0002,13.833744,[314 193] ; [53 69],[295.81717011 211.18282989] ; [71.18282989 50.81717011],1
s5,1,0.000554,11.923837,[173 341] ; [ 22 102],[157.10031348 356.89968652] ; [37.89968652 86.10031348],1
d3,1,0.000621,11.713214,[392 137] ; [74 52],[376.35725191 152.64274809] ; [89.64274809 36.35725191],1
a5,1,0.000824,11.18588,[416 114] ; [81 45],[401.53963415 128.46036585] ; [95.46036585 30.53963415],1
a6,1,0.001761,9.783313,[385 143] ; [74 52],[370.56880734 157.43119266] ; [88.43119266 37.56880734],0
a3,1,0.002824,8.918071,[391 136] ; [76 49],[377.46779141 149.53220859] ; [89.53220859 35.46779141],0
d1,1,0.004384,8.117597,[334 196] ; [62 64],[319.93902439 210.06097561] ; [76.06097561 49.93902439],0
r2,1,0.005228,7.798903,[513  12] ; [116   9],[508.03846154  16.96153846] ; [120.96153846   4.03846154],0
p12,1,0.007681,7.106282,[ 37 491] ; [  1 124],[ 30.72588055 497.27411945] ; [  7.27411945 117.72588055],0
s1,1,0.0092,6.783519,[ 13 508] ; [  9 116],[ 17.74303406 503.25696594] ; [  4.25696594 120.74303406],0
d5,1,0.009633,6.701619,[442  86] ; [93 33],[431.9266055  96.0733945] ; [103.0733945  22.9266055],0
s3,1,0.012654,6.216835,[303 220] ; [57 68],[290.55555556 232.44444444] ; [69.44444444 55.55555556],0
d4,1,0.016805,5.716648,[451  77] ; [95 29],[442.1595092  85.8404908] ; [103.8404908  20.1595092],0
a4,1,0.01718,5.677933,[261 267] ; [47 78],[249.04134763 278.95865237] ; [58.95865237 66.04134763],0
n4,1,0.017544,5.641116,[414 115] ; [86 40],[403.81679389 125.18320611] ; [96.18320611 29.81679389],0
a7,1,0.031099,4.647498,[401 128] ; [83 42],[391.49235474 137.50764526] ; [92.50764526 32.49235474],0
b4,1,0.057787,3.599791,[300 230] ; [83 43],[309.43597561 220.56402439] ; [73.56402439 52.43597561],0
a2,1,0.064195,3.425547,[148 382] ; [ 25 101],[139.77134146 390.22865854] ; [33.22865854 92.77134146],0
n3,1,0.081027,3.044179,[80 25] ; [26 16],[75.71428571 29.28571429] ; [30.28571429 11.71428571],0
b3,1,0.08758,2.918307,[115 190] ; [21 56],[108.58638743 196.41361257] ; [27.41361257 49.58638743],0
b2,1,0.08758,2.918307,[115 190] ; [21 56],[108.58638743 196.41361257] ; [27.41361257 49.58638743],0
u1,1,0.09102,2.856249,[111 419] ; [ 18 108],[104.22256098 425.77743902] ; [ 24.77743902 101.22256098],0
a8,1,0.107249,2.594294,[ 71 407] ; [ 10 101],[ 65.73514431 412.26485569] ; [15.26485569 95.73514431],0
v3,1,0.134099,2.244397,[200 309] ; [39 83],[192.79080824 316.20919176] ; [46.20919176 75.79080824],0
s4,1,0.244877,1.352295,[ 91 434] ; [ 16 107],[ 86.68981481 438.31018519] ; [ 20.31018519 102.68981481],0
b5,1,0.269241,1.220612,[327 203] ; [71 55],[321.55487805 208.44512195] ; [76.44512195 49.55487805],0
n1,1,0.298642,1.080247,[35 70] ; [19 26],[37.8 67.2] ; [16.2 28.8],0
n2,1,0.343891,0.895873,[78 28] ; [29 15],[75.61333333 30.38666667] ; [31.38666667 12.61333333],0
p1,1,0.360759,0.835249,[ 27 500] ; [  9 116],[ 29.09815951 497.90184049] ; [  6.90184049 118.09815951],0
u2,1,0.378502,0.775562,[82 54] ; [26 23],[79.39459459 56.60540541] ; [28.60540541 20.39459459],0
u4,1,0.39036,0.737821,[ 10 520] ; [  1 125],[  8.88719512 521.11280488] ; [  2.11280488 123.88719512],0
a1,1,0.393865,0.726977,[ 17 513] ; [  6 120],[ 18.58231707 511.41768293] ; [  4.41768293 121.58231707],0
d2,1,0.817166,0.053449,[260 269] ; [60 65],[258.83792049 270.16207951] ; [61.16207951 63.83792049],0
u3,1,0.93199,0.007283,[84 53] ; [31 19],[84.2513369 52.7486631] ; [30.7486631 19.2513369],0
