Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.00028,13.198483,[49  5] ; [19 14],[42.20689655 11.79310345] ; [25.79310345  7.20689655],1
p7,1,0.409488,0.680287,[29 23] ; [22 12],[30.8372093 21.1627907] ; [20.1627907 13.8372093],0
s5,1,0.434254,0.611418,[13 38] ; [ 6 27],[11.53571429 39.46428571] ; [ 7.46428571 25.53571429],0
p11,1,0.448214,0.575163,[42 12] ; [24 10],[40.5 13.5] ; [25.5  8.5],0
b5,1,0.449661,0.571506,[33 21] ; [18 16],[31.29545455 22.70454545] ; [19.70454545 14.29545455],0
s7,1,0.553887,0.3504,[25 26] ; [14 19],[23.67857143 27.32142857] ; [15.32142857 17.67857143],0
a3,1,0.684693,0.164891,[35 18] ; [21 13],[34.11494253 18.88505747] ; [21.88505747 12.11494253],0
p3,1,0.684745,0.164834,[21 32] ; [12 22],[20.10344828 32.89655172] ; [12.89655172 21.10344828],0
p5,1,0.698796,0.149728,[ 8 45] ; [ 4 29],[ 7.39534884 45.60465116] ; [ 4.60465116 28.39534884],0
b1,1,0.734839,0.114715,[25 29] ; [17 17],[25.77272727 28.22727273] ; [16.22727273 17.77272727],0
s1,1,0.799033,0.06482,[ 4 49] ; [ 3 30],[ 4.31395349 48.68604651] ; [ 2.68604651 30.31395349],0
s8,1,0.817741,0.053108,[20 33] ; [12 22],[19.49425287 33.50574713] ; [12.50574713 21.49425287],0
u3,1,0.836697,0.042486,[11  8] ; [8 5],[11.28125  7.71875] ; [7.71875 5.28125],0
b2,1,0.855612,0.03311,[15 19] ; [13 15],[15.35483871 18.64516129] ; [12.64516129 15.35483871],0
b3,1,0.855612,0.03311,[15 19] ; [13 15],[15.35483871 18.64516129] ; [12.64516129 15.35483871],0
s3,1,0.857756,0.032124,[29 22] ; [20 14],[29.4 21.6] ; [19.6 14.4],0
d2,1,0.89335,0.017974,[15 39] ; [ 9 25],[14.72727273 39.27272727] ; [ 9.27272727 24.72727273],0
p2,1,0.911124,0.012459,[38 15] ; [24 10],[37.77011494 15.22988506] ; [24.22988506  9.77011494],0
p4,1,0.931565,0.007375,[26 27] ; [17 17],[26.1954023 26.8045977] ; [16.8045977 17.1954023],0
r3,1,0.94949,0.004013,[47  6] ; [30  4],[46.90804598  6.09195402] ; [30.09195402  3.90804598],0
a8,1,0.972782,0.001164,[ 6 43] ; [ 4 28],[ 6.04938272 42.95061728] ; [ 3.95061728 28.04938272],0
s2,1,1.0,0.0,[24 27] ; [16 18],[24. 27.] ; [16. 18.],0
n3,1,1.0,0.0,[6 3] ; [6 3],[6. 3.] ; [6. 3.],0
