Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,134.413999,[ 17 110] ; [228  80],[71.52873563 55.47126437] ; [173.47126437 134.52873563],1
d5,1,0.0,108.20736,[76 51] ; [300   8],[109.77471264  17.22528736] ; [266.22528736  41.77471264],1
d3,1,0.0,77.633462,[61 66] ; [270  38],[96.63678161 30.36321839] ; [234.36321839  73.63678161],1
a4,1,0.0,40.550652,[32 95] ; [181 127],[62.1862069 64.8137931] ; [150.8137931 157.1862069],1
a2,1,0.0,37.732835,[  9 118] ; [111 197],[35.03448276 91.96551724] ; [ 84.96551724 223.03448276],1
a5,1,0.0,35.675744,[71 56] ; [256  52],[95.46896552 31.53103448] ; [231.53103448  76.46896552],1
u1,1,0.0,32.465295,[  5 122] ; [ 88 220],[27.15172414 99.84827586] ; [ 65.84827586 242.15172414],1
s8,1,3.5e-05,17.130035,[55 72] ; [199 108],[74.32718894 52.67281106] ; [179.67281106 127.32718894],1
a3,1,0.000125,14.722196,[83 43] ; [254  53],[98.06466513 27.93533487] ; [238.93533487  68.06466513],1
p4,1,0.000528,12.015301,[62 63] ; [207 100],[77.83564815 47.16435185] ; [191.16435185 115.83564815],1
r2,1,0.001129,10.602697,[115  10] ; [299   5],[120.62937063   4.37062937] ; [293.37062937  10.62937063],0
n6,1,0.00198,9.567899,[91 33] ; [263  43],[102.08372093  21.91627907] ; [251.91627907  54.08372093],0
p10,1,0.003514,8.519417,[93 31] ; [265  41],[103.2372093  20.7627907] ; [254.7627907  51.2372093],0
v3,1,0.004035,8.268201,[37 88] ; [130 161],[50.18028846 74.81971154] ; [116.81971154 174.18028846],0
a7,1,0.005258,7.788579,[80 46] ; [236  72],[91.74193548 34.25806452] ; [224.25806452  83.74193548],0
n4,1,0.00925,6.773972,[89 38] ; [250  57],[99.20046083 27.79953917] ; [239.79953917  67.20046083],0
p3,1,0.009557,6.715698,[55 71] ; [176 131],[67.21939954 58.78060046] ; [163.78060046 143.21939954],0
n5,1,0.009695,6.690098,[84 40] ; [244  63],[94.36658933 29.63341067] ; [233.63341067  73.36658933],0
r1,1,0.011309,6.416144,[97 30] ; [265  42],[105.93087558  21.06912442] ; [256.06912442  50.93087558],0
s7,1,0.011359,6.408203,[69 54] ; [205  92],[80.24285714 42.75714286] ; [193.75714286 103.24285714],0
p1,1,0.013768,6.0677,[  4 121] ; [ 32 275],[ 10.41666667 114.58333333] ; [ 25.58333333 281.41666667],0
n2,1,0.019038,5.498018,[25  2] ; [49 21],[20.59793814  6.40206186] ; [53.40206186 16.59793814],0
a6,1,0.019559,5.450806,[76 51] ; [219  88],[86.32488479 40.67511521] ; [208.67511521  98.32488479],0
u4,1,0.039699,4.230685,[  1 126] ; [ 15 293],[  4.67126437 122.32873563] ; [ 11.32873563 296.67126437],0
r4,1,0.040486,4.197417,[109  18] ; [284  24],[114.73793103  12.26206897] ; [278.26206897  29.73793103],0
s2,1,0.045802,3.988866,[95 32] ; [256  52],[102.47586207  24.52413793] ; [248.52413793  59.47586207],0
p12,1,0.048287,3.899959,[  8 116] ; [ 40 266],[ 13.84186047 110.15813953] ; [ 34.15813953 271.84186047],0
v2,1,0.060146,3.533367,[61 59] ; [179 115],[69.56521739 50.43478261] ; [170.43478261 123.56521739],0
p6,1,0.062225,3.477061,[41 81] ; [132 172],[49.54460094 72.45539906] ; [123.45539906 180.54460094],0
a8,1,0.094171,2.801593,[24 98] ; [ 38 250],[ 18.44878049 103.55121951] ; [ 43.55121951 244.44878049],0
p9,1,0.09484,2.790244,[102  21] ; [272  34],[107.23076923  15.76923077] ; [266.76923077  39.23076923],0
p5,1,0.1294,2.299686,[ 11 114] ; [ 43 261],[ 15.73426573 109.26573427] ; [ 38.26573427 265.73426573],0
s5,1,0.143512,2.139889,[47 74] ; [135 154],[53.71219512 67.28780488] ; [128.28780488 160.71219512],0
s6,1,0.154014,2.032038,[100  24] ; [261  42],[104.83372365  19.16627635] ; [256.16627635  46.83372365],0
p7,1,0.202363,1.625235,[85 35] ; [191 106],[79.42446043 40.57553957] ; [196.57553957 100.42446043],0
b4,1,0.203886,1.61432,[70 57] ; [190 118],[75.90804598 51.09195402] ; [184.09195402 123.90804598],0
u2,1,0.360336,0.836721,[26 15] ; [39 15],[28.05263158 12.94736842] ; [36.94736842 17.05263158],0
v1,1,0.375685,0.784774,[64 59] ; [168 128],[68.10501193 54.89498807] ; [163.89498807 132.10501193],0
v4,1,0.436841,0.604567,[118   8] ; [294  14],[119.61290323   6.38709677] ; [292.38709677  15.61290323],0
r3,1,0.441361,0.592742,[119   6] ; [297  10],[120.37037037   4.62962963] ; [295.62962963  11.37037037],0
s4,1,0.478736,0.501741,[ 25 101] ; [ 70 235],[27.77262181 98.22737819] ; [ 67.22737819 237.77262181],0
s1,1,0.513362,0.427209,[  4 121] ; [ 14 291],[  5.23255814 119.76744186] ; [ 12.76744186 292.23255814],0
u3,1,0.556468,0.345857,[28 14] ; [39 15],[29.3125 12.6875] ; [37.6875 16.3125],0
p8,1,0.596329,0.280568,[64 60] ; [166 139],[66.48018648 57.51981352] ; [163.51981352 141.48018648],0
n1,1,0.670109,0.181474,[12 15] ; [34 35],[12.9375 14.0625] ; [33.0625 35.9375],0
a1,1,0.699629,0.148858,[  7 120] ; [ 20 288],[  7.88275862 119.11724138] ; [ 19.11724138 288.88275862],0
b1,1,0.776222,0.080795,[53 74] ; [124 184],[51.67586207 75.32413793] ; [125.32413793 182.67586207],0
b2,1,0.780503,0.077654,[28 41] ; [ 85 115],[28.98513011 40.01486989] ; [ 84.01486989 115.98513011],0
b3,1,0.780503,0.077654,[28 41] ; [ 85 115],[28.98513011 40.01486989] ; [ 84.01486989 115.98513011],0
b5,1,0.796167,0.066725,[75 52] ; [186 122],[76.2 50.8] ; [184.8 123.2],0
p2,1,0.846951,0.037253,[105  20] ; [261  47],[105.65819861  19.34180139] ; [260.34180139  47.65819861],0
p11,1,0.971113,0.001311,[100  27] ; [243  65],[100.14022989  26.85977011] ; [242.85977011  65.14022989],0
n3,1,0.971513,0.001275,[19  8] ; [49 21],[18.92783505  8.07216495] ; [49.07216495 20.92783505],0
