Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.022855,5.179468,[1 6] ; [14  8],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
s2,1,0.038807,4.269295,[6 1] ; [ 9 13],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
p4,1,0.063835,3.434842,[5 2] ; [ 7 15],[2.89655172 4.10344828] ; [ 9.10344828 12.89655172],0
d2,1,0.063835,3.434842,[2 5] ; [15  7],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
b1,1,0.094714,2.792367,[6 1] ; [11 11],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
r2,1,0.10197,2.674464,[3 4] ; [16  5],[4.75 2.25] ; [14.25  6.75],0
b4,1,0.147569,2.097198,[3 4] ; [16  6],[4.5862069 2.4137931] ; [14.4137931  7.5862069],0
d5,1,0.147569,2.097198,[3 4] ; [16  6],[4.5862069 2.4137931] ; [14.4137931  7.5862069],0
p11,1,0.1593,1.98086,[2 5] ; [13  9],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
s1,1,0.192969,1.694805,[2 5] ; [ 2 20],[0.96551724 6.03448276] ; [ 3.03448276 18.96551724],0
n5,1,0.196787,1.666063,[6 1] ; [13  9],[4.5862069 2.4137931] ; [14.4137931  7.5862069],0
r1,1,0.23099,1.434756,[2 5] ; [12 10],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
r3,1,0.299328,1.077188,[4 3] ; [17  5],[5.06896552 1.93103448] ; [15.93103448  6.06896552],0
a3,1,0.299328,1.077188,[4 3] ; [17  5],[5.06896552 1.93103448] ; [15.93103448  6.06896552],0
p2,1,0.320742,0.98592,[5 2] ; [11 11],[3.86206897 3.13793103] ; [12.13793103  9.86206897],0
n2,1,0.342782,0.9,[1 2] ; [4 2],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
a2,1,0.375728,0.784632,[1 6] ; [ 1 21],[0.48275862 6.51724138] ; [ 1.51724138 20.48275862],0
a5,1,0.42956,0.624013,[5 2] ; [12 10],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
r4,1,0.42956,0.624013,[2 5] ; [10 12],[2.89655172 4.10344828] ; [ 9.10344828 12.89655172],0
p8,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
s5,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
v3,1,0.449692,0.571429,[1 6] ; [ 6 15],[1.75 5.25] ; [ 5.25 15.75],0
d3,1,0.451917,0.56584,[3 4] ; [13  9],[3.86206897 3.13793103] ; [12.13793103  9.86206897],0
v1,1,0.48432,0.489121,[1 6] ; [ 6 16],[1.68965517 5.31034483] ; [ 5.31034483 16.68965517],0
n6,1,0.55791,0.343336,[5 2] ; [13  9],[4.34482759 2.65517241] ; [13.65517241  8.34482759],0
n1,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
v2,1,0.589876,0.290538,[3 4] ; [12 10],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
p3,1,0.589876,0.290538,[4 3] ; [10 12],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
a7,1,0.589876,0.290538,[4 3] ; [10 12],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
a8,1,0.594853,0.282828,[2 5] ; [ 4 17],[1.5 5.5] ; [ 4.5 16.5],0
p1,1,0.69426,0.154512,[1 6] ; [ 2 20],[0.72413793 6.27586207] ; [ 2.27586207 19.72413793],0
a4,1,0.705591,0.14272,[2 5] ; [ 8 14],[2.4137931 4.5862069] ; [ 7.5862069 14.4137931],0
n4,1,0.705591,0.14272,[5 2] ; [14  8],[4.5862069 2.4137931] ; [14.4137931  7.5862069],0
p7,1,0.741854,0.108503,[4 3] ; [11 11],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
a6,1,0.741854,0.108503,[4 3] ; [11 11],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
p6,1,0.757782,0.095107,[3 4] ; [ 8 14],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
p9,1,0.757782,0.095107,[4 3] ; [14  8],[4.34482759 2.65517241] ; [13.65517241  8.34482759],0
s4,1,0.812126,0.056494,[1 6] ; [ 4 18],[1.20689655 5.79310345] ; [ 3.79310345 18.20689655],0
u2,1,0.850436,0.035556,[1 2] ; [2 3],[1.125 1.875] ; [1.875 3.125],0
n3,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
b5,1,0.904201,0.014486,[4 3] ; [12 10],[3.86206897 3.13793103] ; [12.13793103  9.86206897],0
s6,1,0.918011,0.010597,[3 3] ; [11 10],[3.11111111 2.88888889] ; [10.88888889 10.11111111],0
p10,1,0.927375,0.008308,[4 3] ; [13  9],[4.10344828 2.89655172] ; [12.89655172  9.10344828],0
s7,1,0.940006,0.005664,[2 4] ; [ 7 13],[2.07692308 3.92307692] ; [ 6.92307692 13.07692308],0
s8,1,0.946614,0.004484,[2 5] ; [ 6 16],[1.93103448 5.06896552] ; [ 6.06896552 15.93103448],0
